"","RC-ABX_-13","RC-ABX_-3","RC-ABX_0","RC-ABX_1","RC-ABX_11","RC-ABX_13","RC-ABX_2","RC-ABX_3","RC-ABX_4","RC-ABX_5","RC-ABX_6","RC-ABX_7","RC-ABX_8","WD-ABX_-13","WD-ABX_-3","WD-ABX_0","WD-ABX_1","WD-ABX_11","WD-ABX_13","WD-ABX_2","WD-ABX_3","WD-ABX_4","WD-ABX_5","WD-ABX_6","WD-ABX_7","WD-ABX_8"
"5f2f1477e1b97c1e2890599a0df38fdf",0,1.1304672221029e-05,0.000729419162342737,0.000261194029850746,9.27966593202645e-06,0,0.000236659585241867,0.0115636340274021,9.4658553076403e-06,0,0,0,0,0,0.0231825352653326,0.938954893104654,0.961259487424326,0.310247219658387,0.110638388624138,0.982700623813271,0.983624815054942,0.987143343865586,0.977979027590022,0.979506412600459,0.856873992497439,0.600731114319639
"94e30534f622e456a683abe4e60fc214",0.00106250393575008,0.0518488663081397,0.00624493496804213,0.00660594972832005,0.0204104852175995,0.00439852033391359,0.00995832828813376,0.340521308717936,0.680707702622332,0.580765267987269,0.203103346574791,0.213430636100379,0.0846110162428962,0.000931869407356131,0.0289423909849484,0.00055229423409979,0.000407034947610635,0.0812643502537381,0.145146027482905,0.000251161516849118,0.000226789477830028,0.000236419134226019,0.000448162148352924,0.000242446521969709,0.000876574460811026,0.000475828157798648
"7ca7ca8214441730c2437d1f53390cdb",0.0891822979467185,0.168894330311433,0.0801082623888515,0.090725872761182,0.117057553664166,0,0.0762989711684657,0.0500032032388881,0.000653171181161392,2.06677564210961e-05,0,0.0121838424311713,0.0451440435295045,0.189752591629072,0.261188393247786,0.0200560148684511,0.0171658080563877,0,0,0.00517719962913628,0.00465362716998897,0.00329007589098285,0.00444218522645973,0.00208318783760304,0.00140146887783494,0.00166454576141515
"4cc9a4b9aaa3ee9a5c14cc27551a6844",0,0,0.002863134834534,0.0191503647661628,7.42478690861572e-06,0,0.162179363998327,0.220330265622227,0.0392563812000825,0.0133991778548471,0,0.013029221122347,0.0264268937881954,0,4.32313606827972e-05,6.83823332969672e-05,0,0.322895891532307,0.449521956780679,4.75926072816689e-05,0,0,0,0,0,0.0760219192347349
"efccbf9af6f53b95d750539be7153a8c",0.00615299646990671,0.00150143725007997,0.000990804329818036,0.000921058387926761,0.0975734060915695,0.0820889749923362,0.000785611111832551,0,0.0271129849134811,0.0929051111542711,0.192591497420851,0.127727845348598,0.147949402342962,0.00697306772159345,0.0200420465913205,0.00297987581173919,0.00154706965893968,0.000151434236635085,0,0.00220085021708316,0.00170576819158599,0.00218816836956263,0.00256962978617405,0.00327829203214334,0.00123424133219266,0.000187908874883478
"d602d233e06c23a6b9a17bbeae1af215",0,0,0,0.00331761829928409,0,0,0.0531851265474855,0.0842597544462524,0.00031569605594122,0.000214482097248536,0,2.91385279901272e-05,5.55720213396562e-06,0,0,0,0,0.114866707448844,0.0996263118503699,7.94419993962408e-06,0.000405142479872805,1.02558091833446e-05,0.000198133011090594,0,0.0838592363764188,0.210405982415969
"d6118d3619a703d2d7ba830e5b061fe8",0,0,0,0,0,0,0,0.0215389448469498,0.140854405789262,0.208608923383787,0.30166108344876,0.0586447291533428,0.0146050280682712,0,0,0,0,0,0.00453275612503787,7.35979588832736e-06,0,0,1.07490762512597e-05,0,0,0
"77ed2d3561c74db8078363fa2496e5c7",0.000219559389654049,0.000260165052551152,0.0832114177851445,0.252304358220461,5.75381454305422e-05,0.000897794370042397,0.155609807447814,0.0132029363828161,0.00537074117892463,0.0027539015598917,0.000730230268035426,0.00022995078515603,0.00081188300593413,0.000794007249483881,0,4.01929260450161e-05,0,0,0,0,0,0,0,0,0,0
"18673193aa6bf30c6a1e71ac504e04df",0,6.84629215664367e-05,0.118238001207443,0.15269200570506,0.000114788398842381,0.000293900111395746,0.0799200980699248,0.00662337444716048,0.000810973116648859,0.000744772742751021,0.000456746628887269,1.04854776135053e-05,5.40665791303005e-05,0,0,0,0,0,0,0,0,0,0,0.000115362614881914,0,0
"eba523a4a554db4ad7e9dcff257bf1c8",2.77865665806665e-05,0.000108040871229322,0.170213183616078,0.143361934464724,8.01876986130498e-05,0.000168808648522641,0.128002405049949,0.0544416194211694,0.00157473267040129,0.000713475613848571,0.00091867080099111,0,0,0,0,0.000458438199292626,0.00158363189591084,1.88937697794152e-05,6.03791812583021e-05,0.00118625244033991,0.000469495381944219,0.000155517648911145,6.0959784580832e-05,0.00069254753956555,0.000327663467946005,0.000288999644982681
"795b6ba45f502a00b24b212278991c63",0.0340246834529326,0.0304679941159591,0.00729316877569939,0.00805111176474812,0.0516720721204779,0.114035825655842,0.0121818423470959,0.0117682613861002,0.000778116047648878,0.000794017500420118,0.00319977369773352,0.0225933036278626,0.0782644945548814,0.0477837045992659,0.0018372840307561,8.93593468962314e-05,0,0,0,9.98835858177837e-06,0,0,2.99589211268179e-05,3.75763269140442e-05,5.82106059724082e-06,0
"9cf5cb71450a2aa080ff905f89b0a624",0.060265040821552,0.0261735324864443,0.000323774525849082,0.000163198694410445,0,0,0.000112556003300049,0,0,0,0,0,0,0.052750017969589,0.0169425522406204,1.3462056232932e-05,0,0,0,0,0,0,0,0,0,7.1990785179497e-05
"f74112b56922a99ef89d2cef314854ec",0,0.00846351376306212,0.0131329301998691,0.00858385492769005,0.079564612648522,0,0.0052383661261166,0.0015527950310559,0,0,0,0.000172913154368219,0.0650820757877224,0,0.079771920602712,0.00502456541722072,0.00278559969708219,3.35465938226344e-05,0,0.000560777827106948,0.000419103847213133,0.000273666402237454,0.000404863423915165,0,0.000104193611366797,0.000428741622139601
"36173253c63ad49abc12361a0b3304eb",0.0189181151204144,0.0266413362300218,0.00962694098823728,0.00916986007930946,0.00989705027146482,0,0.0123073154570305,0.00467755540219308,0,0,0,0.00182447310474992,0.00648391397178894,0.044993715895476,0.0424640988590805,0.00352628932343795,0.00242261820457044,0,0,0.000489031651835663,0.000416953108423515,0.000121279599180866,0.000532929951611633,0.000113897532898082,0,0
"2ff036a7340b08f5d1d505012ad9c6ea",0,0,0.000269138755980861,0.0039780292942743,0,0,0.0577677526777511,0.0733527715043865,0.0141661837911989,0.00139180090741458,0,0.000240010667140762,0,0,0,0,0,0.0954905884098238,0.167113311074796,0,0,0,0,0,0,0.0264801953760318
"320dfd16200daaf2b0503975d4e68fd5",0.00806058648307526,0.0112777690306318,0.0727578029449305,0.0522379988259562,0.0362033826725701,0.0199809575123939,0.0354364076283125,0.0327202632849675,0.0221001480110142,0.00596379401149011,0.0153399584355006,0.0235121158402088,0.0404910360554394,0.00572028437274558,0.00542570878456316,0.00070325407644054,7.09660507103122e-05,0,0,0,0,1.3917331053542e-05,2.11904812358289e-05,0,9.71670330283986e-05,2.66632537701841e-05
"514e31acd7be571b6d4210099e6dbbf6",0.0403525379212819,0.0136504275906446,0.0153331798253405,0.0259125136137412,0,0,0.023326609457125,0.000436448301020853,0.000431197409523555,0.000368486445925529,0.000123492674978423,0,0,0.0116383983873647,0.00146478755918422,0.00281720872343576,0.000162987799199031,0,0,0.000176833838085292,0.000161965956775409,0.000123041729805987,0.000145927685095777,0.000275361460170759,8.41945144569298e-05,6.13399089715751e-06
"391821255f31ef94686927f4fba6fbc3",0.0233898411891267,0.0196674634174933,0.000120687604900173,0,0.0144058399687855,0,0.000156290700703308,0.00191703090253815,0,0,0,0.0475144235680209,0.0177846243515205,0.0193940640049532,0.00514165209617891,0,0,0,0,0,0,0,0,0,0.00120790030192423,0.000106653015080736
"f74040aa66b451ec18a33cb30ec79371",0,0.00246407033033046,0.000652699273151558,0,0.0556173216806937,8.13385064623443e-06,0.000102516449346494,0.00132275132275132,0,6.7283884164065e-06,0,0.0603810627358655,0.0509119645716127,0,0.0368365118562372,1.81249169274641e-06,4.05520289773213e-05,0,0,0,7.1642218759515e-06,0,0,0,0.000337936931960859,7.36401479736745e-05
"83a4aa4f6ec422145d5f32d8c92363cb",0.0412887579695529,0.0121021812530475,0.00012208450844141,0,0,0,0,0,0,0,0,0,0,0.0710667115138862,0,0,0,0,0,0,0,0,0,0,0,0
