KO,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
K23257,5.767734299,-0.830343731,1.076544929,-0.771304299,0.440526585,0.82031839
K23258,16.70484416,1.443951749,1.296249506,1.113945843,0.265302421,0.66370085
K23259,1.523776611,-0.607438147,1.463607776,-0.415027958,0.678121436,0.969338142
K23264,62.85037632,0.877415244,0.692988702,1.266132104,0.20546579,0.596975232
K23265,62.7823148,0.832754449,0.641121825,1.298902043,0.193977548,0.580254345
K23269,60.61737603,1.666384612,0.502767704,3.314422541,0.000918326,0.024536716
K23270,3.997328042,3.457433856,1.298686815,2.662253759,0.007761934,0.097934523
K23271,8.844055925,-0.311429316,0.819240229,-0.380144072,0.703838473,0.982346083
K23304,60.40663479,0.866529623,0.822969136,1.052930889,0.292372668,0.697734657
K23349,20.66315449,1.306152339,0.559645471,2.33389245,0.019601354,0.169051342
K23351,38.47641086,-0.25442534,1.007926636,-0.252424463,0.800712994,1
K23352,188.5577238,-0.556089604,0.165983222,-3.350275995,0.000807311,0.022450928
K23356,31.70648498,-0.409083563,0.75609429,-0.541048343,0.588474262,0.927402769
K23393,144.376049,0.564151922,0.209643549,2.691005393,0.007123704,0.094003986
K23398,37.35966272,-1.278465493,0.332888131,-3.840525919,0.000122771,0.007169827
K23470,5.672944714,0,4.98008961,0,1,1
K23498,2.04184645,6.551639133,4.843254949,1.352734721,NA,NA
K23508,71.27551666,-0.470528134,1.037658292,-0.45345191,0.650223365,0.957425878
K23509,9.32937813,0.584588058,0.903801913,0.646809936,0.517754961,0.880075792
K23518,197.328082,0.053419375,0.270509075,0.197477202,0.843454121,1
K23535,92.84944089,0.050454949,0.884070225,0.0570712,0.954488478,1
K23536,94.79385253,0.076629067,0.88715775,0.08637592,0.931167588,1
K23537,89.52757555,-0.012025632,0.900199487,-0.013358852,0.989341495,1
K23541,9.530435809,0.972569211,0.989806085,0.982585605,0.325811432,0.722363694
K23675,266.6563381,0.471752292,0.306699226,1.538159383,0.124009649,0.47234066
K23677,3.496496983,-1.773678358,1.364335209,-1.300031214,0.193590271,0.579778043
K23684,111.6253331,0.232039474,0.49719996,0.466692463,0.640719923,0.954359327
K23734,5.021485265,0,4.98008961,0,1,1
K23735,1.695255299,-4.329480926,1.442713806,-3.000928464,0.002691578,0.049391434
K23753,47.06365952,0.274060271,0.608446416,0.450426304,0.652403082,0.958943661
K23774,14.17342338,-1.786667266,2.129530957,-0.838995676,NA,NA
K23775,87.43367129,-0.597514992,0.620001187,-0.963732012,0.3351803,0.732228739
K23776,3.962917204,-0.030435076,1.426753515,-0.021331699,0.982981058,1
K23779,111.4452876,0.753345272,0.747378571,1.007983506,0.31346238,0.714491695
K23786,8.275103271,-0.070819152,2.431947756,-0.029120343,0.976768611,1
K23876,34.05260055,-0.237571663,0.507732644,-0.46790701,0.63985109,0.954359327
K23886,9.125796905,-2.985394199,0.876276189,-3.406910101,0.000657028,0.019856519
K23948,0.951714525,-0.860996891,1.622081356,-0.5307976,0.595559043,0.93387847
K23975,2.018328972,-4.468108177,1.299402183,-3.438587557,0.000584757,0.018985197
K23976,2.210067092,-4.695071306,1.365727533,-3.437780372,0.000586503,0.018985197
K23978,19.78596165,-0.414204523,0.847137961,-0.488945771,0.62488009,0.944922014
K23980,11.23632735,1.593346636,1.199283179,1.328582493,0.183985751,0.564241373
K23987,14.53079347,1.333379838,1.244872882,1.071097183,0.284125735,0.687296726
K23993,5.455791564,0,4.98008961,0,1,1
K23994,27.70312059,0.621484408,0.678500503,0.915967498,0.359683942,0.751996767
