KO,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
K00003,236.1860868,0.186278119,0.175392871,1.062062091,0.288207498,1
K00004,10.25640369,0.18508484,1.311838944,0.141088082,0.887800359,1
K00005,26.0864701,0.109764034,0.553231447,0.198405269,0.842727996,1
K00008,31.05695416,0.291817113,0.430145017,0.678415655,0.497508186,1
K00009,79.98419707,-0.002112108,0.454375783,-0.004648372,0.996291149,1
K00010,49.74067249,0.362027203,0.691273117,0.523710808,0.600479697,1
K00012,309.1274799,0.116106528,0.226247324,0.513184095,0.60782255,1
K00013,193.8834438,0.171373734,0.148309823,1.155511688,0.247880949,1
K00014,295.3489271,0.081056358,0.467138852,0.173516628,NA,NA
K00016,274.4534769,-0.003569966,0.138406576,-0.025793329,0.979422182,1
K00018,139.184888,-0.031862388,0.588024099,-0.054185514,NA,NA
K00020,36.04881371,0.529722833,0.64484194,0.821477016,0.411374611,1
K00024,144.8594097,0.010116315,0.556368847,0.01818275,0.985493064,1
K00027,163.8844893,0.220143393,0.556380102,0.395670858,0.692347856,1
K00029,172.4365005,-0.1057541,0.263517746,-0.401316806,0.688186892,1
K00030,16.44550719,0.19100139,0.542136204,0.352312553,0.724603875,1
K00031,127.4662142,0.343398795,0.637940162,0.538293112,0.590374706,1
K00033,114.2720885,-0.212837934,0.301054994,-0.706973604,0.479582881,1
K00034,7.32855616,0,3.972752071,0,1,1
K00036,94.51645709,-0.309599064,0.343249981,-0.901963819,0.367076088,1
K00038,21.56371819,-0.130432098,0.507174978,-0.257173764,0.797044636,1
K00041,117.4614024,0.101952793,0.588452829,0.173255677,0.862450461,1
K00042,6.065640877,0.685367861,0.610646026,1.122365219,0.261707186,1
K00045,1.438749009,-0.00412914,0.765752292,-0.005392266,0.995697615,1
K00046,138.6979358,0.112313507,0.59792169,0.187839827,0.851002214,1
K00048,74.95791515,0.340076068,0.744406069,0.456842148,0.647784508,1
K00052,217.9509138,0.207557296,0.513566956,0.404148463,NA,NA
K00053,237.2098921,0.161948502,0.494054751,0.327794645,0.743066936,1
K00054,81.93265834,-0.765046697,0.49262409,-1.553003014,0.120422415,1
K00055,4.61017288,-0.878869268,1.143745177,-0.768413529,0.442241545,1
K00057,364.3662717,-0.002492557,0.082703791,-0.030138364,0.975956704,1
K00058,140.1902932,0.182479895,0.56491752,0.32302042,0.746679777,1
K00059,441.3526382,0.01545325,0.464320701,0.033281415,NA,NA
K00060,13.08979827,-0.106133314,0.534967714,-0.198391998,0.842738377,1
K00065,16.06129158,0.028679033,0.446803981,0.064187058,0.948821283,1
K00066,1.216006546,-0.146646709,1.168454734,-0.125504827,0.900123904,1
K00067,370.2921782,0.075726505,0.445367644,0.170031447,0.864985405,1
K00068,12.36974582,0.364634885,0.611249601,0.596540079,0.550814487,1
K00073,33.85740527,-0.754397881,0.947021314,-0.796600741,0.425682947,1
K00074,36.30783965,0.501422539,0.38294927,1.309370661,0.190408825,1
K00075,376.2787713,0.021136999,0.059123644,0.357505006,0.720713779,1
K00076,48.63094412,-0.050054943,0.759220392,-0.065929398,0.947434036,1
K00077,152.1253365,0.107813593,0.389121466,0.277069251,0.781726932,1
K00078,45.72249277,0.241016105,0.581064342,0.414783851,0.678300142,1
K00087,9.2206191,0.568786119,0.572799628,0.99299317,0.320713283,1
K00088,378.1670062,-0.05693893,0.06324806,-0.900247852,0.367988366,1
K00090,4.668792716,0,3.972752071,0,1,1
K00091,13.18991799,-0.363045036,0.562835506,-0.645028666,0.518908609,1
K00096,36.07249501,0.377252396,0.520986993,0.724110968,0.468997612,1
K00097,134.6252301,-0.09528341,0.739474874,-0.128852803,0.897474123,1
K00099,291.4447147,0.052738662,0.118876786,0.443641387,0.657301879,1
K00100,13.36015407,-0.08470272,0.942351162,-0.089884454,0.928379035,1
K00104,30.96876595,0.327576745,0.598299982,0.547512544,0.584026655,1
K00105,3.52827062,2.072688714,2.868600547,0.722543512,NA,NA
K00108,7.762862459,0,3.972752071,0,1,1
K00111,184.9516985,0.219539645,0.399733152,0.549215506,0.582857564,1
K00112,86.56282646,0.144217953,0.569023119,0.253448319,0.799921793,1
K00113,86.08028898,0.226296587,0.721943984,0.313454494,0.753935388,1
K00116,24.29895707,-2.201074432,1.674497594,-1.314468554,0.188688574,1
K00121,11.21035003,0,3.972752071,0,1,1
K00123,7.965485714,-0.104328351,1.112828338,-0.093750624,0.925307256,1
K00124,5.463092935,1.090567429,0.645705296,1.688955372,0.091227983,1
K00125,11.19006151,0.290432067,0.496724437,0.584694542,0.558753125,1
K00127,0.962197216,-0.232753119,1.566709218,-0.148561785,0.881899429,1
K00128,6.928410214,-0.885937589,3.729497074,-0.237548809,0.812231058,1
K00130,7.219979585,0,3.972752071,0,1,1
K00132,6.929270026,0.327350681,0.887696573,0.36876416,NA,NA
K00133,364.3348017,0.016707217,0.077005769,0.216960596,0.828239053,1
K00134,426.6494,-0.007034568,0.060646069,-0.115993805,0.907657452,1
K00135,18.38080228,-1.463238068,3.924806472,-0.37281789,0.709283987,1
K00138,14.1261105,-0.659081513,3.310132586,-0.199110306,0.842176459,1
K00140,14.96046274,0.305238672,0.478638938,0.63772219,0.523654538,1
K00145,264.9342719,0.106665476,0.53670466,0.198741475,NA,NA
K00147,183.669971,0.15269665,0.196900661,0.775500952,0.438043703,1
K00148,3.084396779,-0.329929876,3.972752071,-0.083048192,0.93381322,1
K00150,2.836101003,0.372192361,0.759941226,0.489764666,0.624300436,1
K00154,5.537405314,0,3.972752071,0,1,1
K00156,3.829629969,-0.073158004,0.857833912,-0.085282248,0.932037004,1
K00158,26.83199774,-0.406728193,0.885451019,-0.459345785,0.645985874,1
K00161,16.59484146,-0.469416642,0.706906939,-0.664043053,0.506662756,1
K00162,1.13146685,0.865966265,1.131151603,0.76556163,0.443937182,1
K00163,5.564368139,0,3.972752071,0,1,1
K00164,7.515799101,-0.953483846,1.546649832,-0.616483334,0.537575568,1
K00167,8.564678251,-0.951258582,2.251151488,-0.422565335,0.672612423,1
K00169,60.96422551,0.303191846,0.458040089,0.661932992,0.508014167,1
K00170,40.20824352,0.291728857,0.440932842,0.661617438,0.508216429,1
K00171,40.00555094,0.197421276,0.460841385,0.428393113,0.668364938,1
K00172,59.84600297,0.28756482,0.455741255,0.63098264,0.528051875,1
K00174,340.4158873,-0.014948591,0.363511675,-0.041122725,0.967198058,1
K00175,324.7242687,-0.008975066,0.417013918,-0.021522222,0.982829077,1
K00176,183.2507367,0.039448863,0.310393824,0.127092938,0.898866841,1
K00177,167.9330907,-0.129743686,0.318594732,-0.407237388,0.683833644,1
K00179,123.3758675,0.066708426,0.195825812,0.340651856,0.733365687,1
K00180,131.2549631,0.071017306,0.197817178,0.359004749,0.719591537,1
K00184,9.87884269,-0.452139504,0.520026645,-0.869454494,0.384598588,1
K00185,7.995096146,-0.309833493,0.537509207,-0.576424531,0.564328267,1
K00194,9.972765496,0.624824177,0.657509841,0.950288709,0.341965575,1
K00196,1.4173587,0.407562904,0.946981764,0.430380942,0.666918556,1
K00197,9.601150835,0.673028744,0.651600959,1.032884827,0.3016578,1
K00198,21.79971181,0.515279783,0.59930404,0.859796945,0.389900983,1
