KO,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
K00003,281.8378753,0.429781467,0.158763871,2.707048297,0.006788438,0.020039942
K00004,77.76890922,1.023402127,0.415280128,2.464365758,0.013725597,0.036206717
K00005,44.3587501,1.540298266,1.007127989,1.529396742,0.12616612,0.230087607
K00008,27.85812423,-2.303626655,1.026324048,-2.244541243,0.024797598,0.059400258
K00009,167.6593868,1.159063073,0.394567479,2.937553482,0.003308131,0.010888707
K00010,90.00188981,1.717282289,0.76365206,2.248775822,0.024526762,0.058925112
K00012,278.9761912,-0.750881598,1.033925373,-0.726243516,0.4676895,0.639898387
K00013,243.0363289,0.101124629,0.33292782,0.303743402,0.761323389,0.907028012
K00014,363.6416987,-0.067623083,0.150462969,-0.449433398,0.653119043,0.810912923
K00016,482.6746382,0.784024064,0.220999945,3.547621081,0.000388727,0.001726968
K00018,108.9735907,-2.39844333,0.908519071,-2.639948249,0.008291869,0.023653647
K00019,0.977084227,0,4.77436201,0,1,1
K00020,169.1346173,1.010297973,0.332558619,3.037954563,0.002381899,0.008150184
K00024,113.7680176,-0.252139774,1.217602114,-0.207078955,0.835948197,0.962370269
K00027,173.3520089,-0.271022886,0.75838476,-0.357368581,0.720815895,0.87365048
K00029,163.0800343,-1.124158017,0.331622829,-3.389869208,0.00069926,0.002897544
K00030,19.05372971,-1.982679257,0.749047118,-2.646935299,0.008122489,0.023301283
K00031,207.7975769,0.423930388,0.307379395,1.379176336,0.167840392,0.288121282
K00033,338.0041882,0.787358639,0.336273718,2.341421873,0.019210446,0.047878886
K00034,27.40060465,8.055779097,2.568240895,3.136691388,0.001708659,0.006190462
K00036,190.3132846,0.52947123,0.345719644,1.531504613,0.125644727,0.229239594
K00038,2.851466893,-4.275497708,2.637952572,-1.620763676,0.105068331,0.197020323
K00041,74.27084354,-1.72904397,0.823650502,-2.099244722,0.035795334,0.080972749
K00042,4.294569161,-3.831194631,1.372900645,-2.790584041,0.005261304,0.01606852
K00045,6.419088747,-6.647284717,1.404658817,-4.73231267,2.22E-06,2.01E-05
K00046,141.9321613,-0.820639198,0.903638938,-0.908149442,0.363799271,0.52553093
K00048,46.49361852,-1.526439807,1.133867314,-1.346224368,0.178230169,0.301500473
K00052,252.4125035,0.236598546,0.33657653,0.702956163,0.482083069,0.653658331
K00053,281.2246743,-0.11790695,0.321308052,-0.366959215,0.713649441,0.868038593
K00054,118.7122126,1.262660202,0.442481828,2.853586571,0.004322875,0.013678762
K00057,358.1829767,0.042349825,0.142960956,0.296233507,0.767051762,0.911448527
K00058,170.1330341,0.805972032,0.89214716,0.903407048,0.366309901,0.528969715
K00059,518.7298562,-0.28927655,0.220541101,-1.311667299,0.189632415,0.316443254
K00060,28.31689995,1.855789925,1.472866624,1.259985049,NA,NA
K00065,31.13964727,2.140659283,1.0499538,2.038812834,0.041468711,0.091303859
K00067,494.8586866,-0.121833919,0.145788512,-0.835689433,0.403329642,0.570273041
K00068,37.67662251,2.673093233,1.067712651,2.50356988,0.01229474,0.032945364
K00073,41.30759656,2.925311485,1.115712911,2.621921334,0.008743561,0.024733873
K00074,55.51797617,-0.289885504,0.941722474,-0.30782477,0.758215672,0.905182587
K00075,403.6215438,0.244948367,0.22659747,1.08098456,0.279703982,0.431989622
K00076,26.63231144,-7.921891058,1.247194064,-6.351770978,2.13E-10,5.21E-09
K00077,414.4970276,1.053131595,0.141922174,7.420486654,1.17E-13,6.50E-12
K00078,56.68948534,1.418656575,0.86828167,1.633866778,0.102286827,0.193303557
K00087,10.68803099,-1.232148959,0.837945825,-1.470439881,0.141442657,0.251646798
K00088,428.3365772,-0.03805384,0.108815527,-0.349709649,0.726556612,0.878219633
K00090,1.136077567,0,4.77436201,0,1,1
K00091,100.5347059,1.477606502,0.474327424,3.115161444,0.001838443,0.006572046
K00096,16.81642648,-0.542839048,0.847138309,-0.640791523,0.521658141,0.692760648
K00097,90.31343648,-9.407523911,1.293109637,-7.275117008,3.46E-13,1.60E-11
K00098,4.427504057,-6.309027948,1.451716487,-4.34590914,1.39E-05,9.52E-05
K00099,239.172832,-0.505990702,0.721927458,-0.700888568,0.48337256,0.655083568
K00100,46.43421632,4.710958334,1.291324048,3.648161234,0.000264124,0.00124123
K00104,57.05777809,2.056757227,1.094387096,1.879369041,0.060194121,0.124587118
