KO,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
K00003,236.1860868,1.200451303,0.348519136,3.444434409,0.000572255,0.002641234
K00004,10.25640369,9.149158719,1.624879638,5.630668576,1.80E-08,4.85E-07
K00005,26.0864701,1.924432793,1.075807753,1.788825919,0.073642855,0.11946364
K00008,31.05695416,-2.732249997,1.305782642,-2.09242328,0.036400668,0.068207435
K00009,79.98419707,2.604964745,0.874214182,2.979778637,0.002884568,0.009313752
K00010,49.74067249,3.313279402,1.345810089,2.461921953,0.013819474,0.032294939
K00012,309.1274799,-0.319926031,0.459722666,-0.695910936,0.486484608,0.529915615
K00013,193.8834438,0.790731555,0.30255255,2.613534591,0.008961101,0.022613782
K00014,295.3489271,0.60448893,0.920207584,0.656904964,NA,NA
K00016,274.4534769,-0.317220694,0.306973931,-1.033379915,0.301426142,0.345863578
K00018,139.184888,-0.176558895,1.165365582,-0.151505157,NA,NA
K00020,36.04881371,3.295948581,1.251607503,2.633372342,0.008454161,0.021556299
K00024,144.8594097,0.914169562,1.095218872,0.834691207,0.403891594,0.45016196
K00027,163.8844893,0.376017801,1.099409138,0.342018079,0.732337287,0.756693949
K00029,172.4365005,-0.27210382,0.543089544,-0.501029384,0.616350443,0.651414405
K00030,16.44550719,-5.100881233,2.27776136,-2.239427415,0.025128119,0.050903374
K00031,127.4662142,0.585738447,1.259068227,0.465215811,0.641776917,0.675391193
K00033,114.2720885,0.895241907,0.599365439,1.493649531,0.135267246,0.195628173
K00034,7.32855616,10.0282814,7.532694276,1.331300731,0.183090078,0.246857774
K00036,94.51645709,0.977467399,0.680080886,1.437281093,0.150638139,0.213048661
K00038,21.56371819,4.478103041,0.901552408,4.967102302,6.80E-07,1.17E-05
K00041,117.4614024,-8.068736845,2.341779292,-3.445558202,0.000569881,0.00263872
K00042,6.065640877,-3.573697708,2.312011451,-1.545709346,0.122174779,0.180961602
K00045,1.438749009,-2.372055148,2.376533354,-0.998115656,0.318223279,NA
K00046,138.6979358,-8.448661055,2.351731063,-3.59252858,0.000327485,0.001700769
K00048,74.95791515,-7.290255632,2.505540063,-2.909654385,0.003618286,0.011119538
K00052,217.9509138,0.783255348,1.01176087,0.774150663,NA,NA
K00053,237.2098921,0.437855204,0.974790568,0.449178744,0.65330272,0.686153453
K00054,81.93265834,2.315237543,0.946104892,2.447125644,0.014400063,0.03339839
K00055,4.61017288,-3.059556492,2.909258971,-1.051661788,0.292954748,0.33750505
K00057,364.3662717,-0.327716128,0.197523179,-1.659127444,0.097090114,0.14980348
K00058,140.1902932,2.160987038,1.107278562,1.951620046,0.050983332,0.089797702
K00059,441.3526382,0.497223056,0.913977505,0.54402111,NA,NA
K00060,13.08979827,-4.597615621,2.2565435,-2.037459336,0.041604033,0.075918119
K00065,16.06129158,-4.777487507,2.188101018,-2.183394399,0.029006778,0.056860052
K00066,1.216006546,-1.685065932,2.844629811,-0.592367388,0.553604599,NA
K00067,370.2921782,-6.393817564,1.342188394,-4.763725863,1.90E-06,2.81E-05
K00068,12.36974582,5.070605583,1.076483581,4.710341776,2.47E-06,3.43E-05
K00073,33.85740527,7.037044935,1.704043306,4.129616255,3.63E-05,0.0002946
K00074,36.30783965,-3.887137702,1.614404986,-2.407783509,0.016049695,0.036191343
K00075,376.2787713,-0.094980157,0.153649513,-0.618161131,0.536469129,0.577555728
K00076,48.63094412,-6.779448806,2.519597878,-2.690686822,0.00713051,0.01895147
K00077,152.1253365,2.302646367,0.760076835,3.029491574,0.002449657,0.008173631
K00078,45.72249277,-6.592255149,2.329650198,-2.82971888,0.004658892,0.013586438
K00087,9.2206191,-4.237773299,2.293354957,-1.847848841,0.064624213,0.108450166
K00088,378.1670062,-0.718097028,0.179754909,-3.99486741,6.47E-05,0.000462879
K00090,4.668792716,9.388505034,7.533845154,1.246177064,0.212699398,0.257988738
K00091,13.18991799,-5.467409425,2.297084833,-2.380151288,0.017305532,0.038541295
K00096,36.07249501,-6.19714211,2.272164622,-2.727417745,0.006383217,0.01737758
K00097,134.6252301,-0.370458331,1.461888477,-0.253410802,0.799950781,0.819002503
K00099,291.4447147,-0.110725233,0.257221114,-0.430467124,0.666855877,0.698404016
K00100,13.36015407,-4.157859511,2.711643033,-1.533335863,0.125193123,0.184251184
K00104,30.96876595,3.858378187,1.140114551,3.384202214,0.000713854,0.003107148
K00105,3.52827062,1.159344793,5.747858218,0.201700312,NA,NA
K00108,7.762862459,10.1119346,7.532578096,1.342426785,0.179457655,0.243202138
K00111,184.9516985,0.177246651,0.795350467,0.222853519,0.823649513,0.841215551
