KO,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
K00010,90.00188981,2.074326936,0.693348723,2.991751291,0.002773821,0.004945432
K00012,278.9761912,-2.0780755,0.939898279,-2.210957872,0.027038755,0.040981557
K00018,108.9735907,-2.374750116,0.821764602,-2.889817972,0.00385465,0.006710557
K00024,113.7680176,-4.065631182,1.122991229,-3.620358802,0.000294195,0.000602469
K00054,118.7122126,2.237538446,0.399755968,5.597260886,2.18E-08,8.90E-08
K00074,55.51797617,-2.576856647,0.864418888,-2.981027696,0.002872828,0.005104041
K00097,90.31343648,-3.941736979,0.530746349,-7.426781154,1.11E-13,1.31E-12
K00099,239.172832,-4.017767722,0.66664908,-6.026810572,1.67E-09,8.40E-09
K00104,57.05777809,-2.147151973,1.008656371,-2.12872494,0.033277024,0.049568011
K00105,104.2815686,3.141131778,0.405946199,7.737803161,1.01E-14,1.48E-13
K00112,50.93320008,-8.739696068,1.029783931,-8.486922166,2.12E-17,5.36E-16
K00174,230.2057776,-7.561398228,0.881044723,-8.582309193,9.30E-18,2.42E-16
K00175,205.3729959,-10.97283257,1.340169195,-8.187647211,2.66E-16,5.28E-15
K00176,139.5555201,-10.71896515,1.162065989,-9.224058913,2.86E-20,1.05E-18
K00177,112.7466033,-6.805214337,0.859196919,-7.920436149,2.37E-15,4.04E-14
K00179,106.8762731,-6.855919549,0.923833932,-7.421160136,1.16E-13,1.36E-12
K00180,113.8165705,-7.214887972,0.930539123,-7.753449368,8.94E-15,1.33E-13
K00239,139.5916961,-4.109923323,1.083530001,-3.793086781,0.000148786,0.000320008
K00240,143.9137797,-4.08913005,1.095540622,-3.732522526,0.000189572,0.000399073
K00241,133.0455283,-4.337583483,1.151082025,-3.768266194,0.000164385,0.000350286
K00248,135.8320579,-3.215327122,0.977678548,-3.288736496,0.001006382,0.001909871
K00249,166.6942649,-2.595760491,0.714037193,-3.635329528,0.000277626,0.000570839
K00278,165.1298057,-5.317085434,0.820727583,-6.478502181,9.26E-11,5.83E-10
K00282,75.90664108,-9.469502759,1.085813576,-8.721112879,2.75E-18,7.94E-17
K00283,78.31213829,-9.651710305,1.04479851,-9.237867602,2.51E-20,9.29E-19
K00290,139.3707651,-10.44946534,1.416732339,-7.375751266,1.63E-13,1.87E-12
K00330,115.5189253,-4.032048258,1.216136995,-3.315455638,0.000914939,0.001745296
K00331,102.668821,-3.986430197,1.219369074,-3.269256438,0.001078305,0.002037801
K00334,79.28425131,-3.487687308,0.93634656,-3.724782529,0.000195484,0.000410032
K00335,74.41090333,-5.715640497,0.974371412,-5.865977208,4.46E-09,2.04E-08
K00337,109.637335,-3.678027905,1.236368689,-2.974863354,0.002931191,0.005196376
K00338,84.67505707,-3.603789798,1.224025702,-2.944210887,0.003237793,0.005707558
K00340,108.6984451,-4.004596488,1.102417726,-3.632558145,0.000280625,0.000576423
K00343,108.1063803,-3.940226764,1.149706592,-3.42715854,0.000609933,0.001195457
K00344,65.36461963,10.10182129,1.456399966,6.936158701,4.03E-12,3.33E-11
K00346,83.04381633,-5.350586072,0.69496414,-7.699082248,1.37E-14,1.97E-13
K00347,80.66911808,-9.742908929,1.04639083,-9.310965511,1.27E-20,4.81E-19
K00348,84.54491336,-5.67428886,0.629416671,-9.015155021,1.97E-19,6.50E-18
K00349,82.71028091,-6.102132035,0.626450712,-9.740801498,2.02E-22,9.77E-21
K00350,82.03580594,-5.287188972,0.656512809,-8.053443739,8.05E-16,1.46E-14
K00351,71.45558916,-4.562678002,0.661903093,-6.893271911,5.45E-12,4.38E-11
K00364,114.1833961,2.261161339,0.40088631,5.640405479,1.70E-08,7.08E-08
K00432,86.04943085,2.06381406,0.294912667,6.9980516,2.60E-12,2.22E-11
K00548,219.7674352,-4.073177162,0.739731395,-5.506292135,3.66E-08,1.46E-07
K00567,200.2104574,-2.707622496,0.810753266,-3.339638098,0.000838876,0.001610025
K00571,204.8686959,-2.758042092,1.067588188,-2.583432565,0.009782259,0.016047168
K00575,99.52260685,-2.784288516,0.968025961,-2.876253974,0.004024258,0.006984888
K00595,56.92676309,-5.007959115,0.706922193,-7.084173008,1.40E-12,1.26E-11
K00605,124.5056755,-24.99301028,1.633020394,-15.30477535,7.10E-53,2.06E-50
K00606,138.3977886,-4.267409331,1.023784209,-4.168270317,3.07E-05,7.47E-05
K00610,132.1492966,-6.391432487,0.665164958,-9.608793139,7.34E-22,3.32E-20
K00625,121.6630902,2.799663028,0.386848352,7.237107285,4.58E-13,4.57E-12
K00627,165.1217026,2.514606319,0.326088556,7.711421553,1.24E-14,1.79E-13
K00639,76.45143521,-24.66022704,1.626402634,-15.16243674,6.27E-52,1.59E-49
K00652,132.8893245,-4.80589069,1.148496154,-4.184507431,2.86E-05,7.01E-05
K00662,76.54476606,-3.045475582,0.93372489,-3.261641213,0.001107692,0.002090422
K00677,217.2906957,-5.419451077,1.220756901,-4.439418752,9.02E-06,2.38E-05
K00682,74.49324676,-5.453947112,0.986352948,-5.529407219,3.21E-08,1.29E-07
K00683,119.149757,-24.98943328,1.627906921,-15.35065239,3.51E-53,1.24E-50
K00687,109.9071805,2.232161158,0.335077424,6.661628024,2.71E-11,1.91E-10
K00721,109.4044834,-7.155064303,0.650267387,-11.00326488,3.69E-28,2.94E-26
K00748,130.7777544,-5.023433994,1.20503969,-4.168687583,3.06E-05,7.47E-05
K00757,159.0740273,-4.509571643,1.100478549,-4.097827847,4.17E-05,9.91E-05
K00767,155.6001646,-6.952861031,0.977847982,-7.11037008,1.16E-12,1.06E-11
K00768,93.05491441,-5.508445001,0.923862429,-5.962408287,2.49E-09,1.20E-08
K00833,127.6692356,-4.512067658,1.000554045,-4.509569154,6.50E-06,1.76E-05
K00841,160.2389934,2.213464808,0.345562753,6.405391756,1.50E-10,9.14E-10
K00847,211.0759368,-4.457688431,0.814540858,-5.472639449,4.43E-08,1.73E-07
K00867,119.0712802,2.343383856,0.423329498,5.535602566,3.10E-08,1.25E-07
K00868,105.5249605,-7.221550196,0.837563888,-8.62208877,6.57E-18,1.75E-16
K00869,141.2753192,2.363025726,0.388386131,6.084217579,1.17E-09,6.04E-09
K00887,111.8582441,2.493424635,0.394468198,6.320977573,2.60E-10,1.51E-09
K00895,123.3268532,-3.807044637,0.934671018,-4.073138636,4.64E-05,0.000109558
K00912,126.9201728,-4.297225083,1.156141662,-3.716867254,0.000201708,0.000421565
K00928,70.15005517,-3.796827692,0.933273316,-4.06829128,4.74E-05,0.000111603
K00937,142.0008238,-3.381134555,0.664903845,-5.085148146,3.67E-07,1.24E-06
K00938,136.6232279,2.397244585,0.362018196,6.621889767,3.55E-11,2.45E-10
K00946,128.6113562,-4.329289623,1.220479494,-3.547203901,0.000389343,0.00078467
K00956,51.22732071,-3.421080511,1.08879318,-3.14208481,0.001677494,0.003091122
K00957,50.32870504,-3.18918915,0.986549821,-3.23266913,0.001226395,0.002297372
K00970,170.3973375,-4.943392164,0.818683444,-6.03822173,1.56E-09,7.87E-09
K00978,91.35415511,-6.161653148,0.677906592,-9.089236222,9.97E-20,3.41E-18
K00989,79.19787853,2.076391086,0.599981988,3.4607557,0.000538661,0.001065009
K00991,86.18241751,-4.848655887,0.835217712,-5.805259891,6.43E-09,2.85E-08
K00992,58.59677052,-3.672974982,0.670122509,-5.481050004,4.23E-08,1.66E-07
K01002,74.16279614,-2.982996899,0.901350002,-3.309476777,0.000934705,0.001779661
K01009,102.5208454,-10.41185767,1.425814692,-7.302391911,2.83E-13,2.98E-12
K01012,206.8668398,-4.232074849,0.920845549,-4.595857418,4.31E-06,1.20E-05
K01026,51.3121416,-2.41997301,0.963741483,-2.51101883,0.012038328,0.019527455
K01051,96.87766738,-9.579548053,1.310063001,-7.312280439,2.63E-13,2.82E-12
K01058,91.56000198,-4.204939266,0.45286251,-9.285244797,1.61E-20,6.02E-19
K01092,118.4697232,-3.392369121,0.893837972,-3.795284185,0.000147474,0.000317691
K01095,60.94855876,-3.389070311,0.406679961,-8.33350703,7.85E-17,1.82E-15
K01144,111.2754849,-6.967406978,0.683407409,-10.19510015,2.09E-24,1.30E-22
K01156,153.6059576,-5.400782095,1.038985836,-5.198128704,2.01E-07,7.01E-07
K01163,139.9587518,-7.470200934,0.910090371,-8.20819687,2.25E-16,4.56E-15
K01173,137.4338988,-4.679483275,0.551711042,-8.481764757,2.22E-17,5.57E-16
K01174,106.4871633,3.045382369,0.691075419,4.406729406,1.05E-05,2.74E-05
K01179,83.68049435,-5.606469955,0.877228321,-6.39111828,1.65E-10,9.98E-10
K01181,121.7399286,-6.367691115,0.899869724,-7.076236647,1.48E-12,1.34E-11
K01183,51.81713286,-9.05286421,1.183126081,-7.651647915,1.98E-14,2.71E-13
K01185,275.1700764,-7.085483367,0.712094859,-9.950195923,2.52E-23,1.36E-21
K01187,110.3859884,-6.948721616,0.967351445,-7.183244161,6.81E-13,6.54E-12
K01192,65.00048505,-5.125278745,0.934490466,-5.484570393,4.14E-08,1.63E-07
K01193,140.8973709,-2.443700632,0.78906508,-3.096957014,0.001955182,0.003570447
K01197,65.78588714,-24.27937688,1.64720021,-14.73978496,3.58E-49,8.08E-47
K01200,169.3804133,-2.264662173,0.873825597,-2.591663806,0.009551306,0.015691039
K01201,74.77988429,-7.383671522,0.804912268,-9.173262495,4.59E-20,1.62E-18
K01205,91.60775565,-24.04934956,1.69367925,-14.19947109,9.23E-46,1.50E-43
K01209,271.3614977,-2.533389504,0.912465791,-2.77642135,0.005496093,0.009359706
K01218,111.2981605,-9.649334416,1.221779422,-7.897771271,2.84E-15,4.79E-14
K01224,93.7514942,-3.553840689,0.823462071,-4.315730883,1.59E-05,4.03E-05
K01251,116.22483,-4.489820479,0.982568646,-4.569472572,4.89E-06,1.35E-05
K01261,143.1626386,2.866820222,0.350663415,8.17541864,2.95E-16,5.76E-15
K01267,142.8672,-3.896489663,0.917471158,-4.246988726,2.17E-05,5.38E-05
K01270,213.5017768,-11.46596521,1.267266748,-9.04779142,1.46E-19,4.86E-18
K01273,135.9009707,-4.049931081,0.80045658,-5.059526252,4.20E-07,1.40E-06
K01277,101.419023,-10.18893931,1.070498619,-9.51793783,1.77E-21,7.25E-20
K01278,155.7742171,-11.05310247,1.08853307,-10.15412648,3.18E-24,1.93E-22
K01284,208.2107995,-11.22464908,1.066516967,-10.52458556,6.66E-26,4.83E-24
K01303,111.0810736,-2.505417222,1.001461129,-2.501761825,0.012357703,0.020010969
K01322,56.06487228,-8.773320485,1.061685822,-8.263575064,1.41E-16,3.02E-15
K01338,221.9998037,-3.326464919,0.80299293,-4.14258307,3.43E-05,8.29E-05
K01425,125.9613109,-4.740458237,0.958629367,-4.945037569,7.61E-07,2.43E-06
K01429,51.19046939,-2.725637895,0.564556037,-4.827931536,1.38E-06,4.17E-06
K01439,96.55603557,2.443805636,0.70034279,3.489442129,0.00048403,0.000962613
K01447,465.6998166,-2.444276309,0.564083812,-4.333179322,1.47E-05,3.75E-05
K01448,737.2271961,-4.629794057,0.83981613,-5.512866322,3.53E-08,1.41E-07
K01449,201.6591661,-6.392582101,0.816268972,-7.831465263,4.82E-15,7.69E-14
K01468,91.69786747,-2.232558301,0.941185251,-2.372071064,0.017688688,0.027805305
K01485,142.0014144,4.346038151,0.736303661,5.902507865,3.58E-09,1.68E-08
K01488,167.2249452,2.329920157,0.281453908,8.278158834,1.25E-16,2.69E-15
K01500,111.8127107,-2.722363512,1.184821319,-2.297699634,0.02157889,0.033277007
K01524,68.16255768,-2.441165326,0.569372411,-4.287466826,1.81E-05,4.53E-05
K01531,134.8810032,3.504519984,0.442327203,7.922913088,2.32E-15,4.00E-14
K01567,64.33149084,-6.603903696,0.920440043,-7.174724469,7.25E-13,6.95E-12
K01575,180.2887864,2.173126188,0.347425613,6.254939489,3.98E-10,2.23E-09
K01577,61.0183737,-6.361977808,0.748187326,-8.503188424,1.84E-17,4.69E-16
K01585,74.13922272,-6.119557377,0.944492369,-6.47920256,9.22E-11,5.83E-10
K01589,159.1094277,2.760037663,0.426278329,6.474731352,9.50E-11,5.96E-10
K01597,139.9027944,2.443669217,0.379942887,6.431675121,1.26E-10,7.75E-10
K01604,104.1982558,-10.23467524,1.069932005,-9.565724922,1.11E-21,4.72E-20
K01609,71.18194234,-2.662227487,0.784462213,-3.393697543,0.000689558,0.001339651
K01610,201.9092602,-4.760209533,0.645572796,-7.373621629,1.66E-13,1.89E-12
K01620,133.2130545,-3.534529255,0.694384833,-5.090159069,3.58E-07,1.21E-06
K01627,119.6007806,-4.539341584,1.143824719,-3.968563983,7.23E-05,0.000164389
K01628,54.01468597,-8.603210883,1.203505054,-7.148462613,8.78E-13,8.24E-12
K01635,366.5237363,2.423053204,0.336795496,7.194434695,6.27E-13,6.08E-12
K01639,166.3564228,-2.128054139,0.990865944,-2.147671087,0.031739894,0.04748718
K01641,121.6266524,2.411897061,0.39615268,6.088301767,1.14E-09,5.90E-09
K01673,116.9763667,-4.235919447,0.539119884,-7.857101119,3.93E-15,6.34E-14
K01677,75.57862084,-10.41157033,1.277436078,-8.150365023,3.63E-16,7.06E-15
K01678,76.59486243,-10.45494524,1.275164673,-8.19889812,2.43E-16,4.88E-15
K01692,94.29370722,-2.927717843,0.700482834,-4.179571148,2.92E-05,7.15E-05
K01698,68.12237028,-3.924732891,0.758513954,-5.174239536,2.29E-07,7.91E-07
K01709,69.25874136,-6.378440865,0.830910685,-7.676445832,1.64E-14,2.33E-13
K01712,91.00438726,-2.175618009,0.933946968,-2.329487738,0.019833242,0.030912749
K01715,87.20492682,-3.599087761,0.726224665,-4.955887532,7.20E-07,2.32E-06
K01719,211.0996081,-3.682729556,0.818185098,-4.50109586,6.76E-06,1.82E-05
K01727,59.99196136,7.482007712,1.243202736,6.018332728,1.76E-09,8.77E-09
K01739,132.4068129,2.486089185,0.384503848,6.465706908,1.01E-10,6.30E-10
K01745,133.4567013,-2.643763684,0.964220995,-2.741864881,0.006109147,0.010334449
