SampleID,AnAer,Day,Rec_day_adj,Mouse,Cage,Trt_noInf,Treatment,Diet,Abx,Inf,Desc,meanCFUpg_BHIS,Aim,Cohort
na,anaer,56,4,2198,6151947,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,0.00E+00,3,1
88,anaer,56,4,88,6158107,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,0.00E+00,3,2
89,anaer,56,4,89,6158107,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,0.00E+00,3,2
94,anaer,56,4,94,6158103,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,0.00E+00,3,3
95,anaer,56,4,95,6158103,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,0.00E+00,3,3
ST944,anaer,56,4,5007,6160720,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,1.76E+05,3,4
ST946,anaer,56,4,5008,6160721,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,0.00E+00,3,4
ST947,anaer,56,4,5009,6160721,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,2.02E+05,3,4
ST948,anaer,56,4,5010,6160721,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,0.00E+00,3,4
ST943,anaer,56,4,NT,6160720,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,0.00E+00,3,4
ST945,anaer,56,4,NT.2,6160720,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,1.79E+05,3,4
ST1246,anaer,56,4,6503,6183043,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,1.26E+08,3,5
ST1247,anaer,56,4,6504,6183043,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,5.46E+08,3,5
ST1248,anaer,56,4,6505,6183043,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,2.32E+08,3,5
ST1402,anaer,56,4,6515,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,104166.7,3,6
ST1403,anaer,56,4,6516,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,39166667,3,6
ST1404,anaer,56,4,6517,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,11160.71,3,6
ST49,anaer,59,7,2194,6151947,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,0.00E+00,3,1
ST50,anaer,59,7,2198,6151947,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,NA,3,1
ST373,anaer,59,7,88,6158107,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,0,3,2
ST374,anaer,59,7,89,6158107,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,9.72E+07,3,2
ST649,anaer,59,7,94,6158103,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,1.34E+10,3,3
ST650,anaer,59,7,95,6158103,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk1,1.08E+11,3,3
ST1258,anaer,59,7,6503,6183043,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,11846405,3,5
ST1259,anaer,59,7,6504,6183043,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,19761029,3,5
ST1260,anaer,59,7,6505,6183043,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,41211293,3,5
ST1414,anaer,59,7,6515,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,1009615,3,6
ST1415,anaer,59,7,6516,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,181924.9,3,6
ST1416,anaer,59,7,6517,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,246913.6,3,6
na,anaer,62,10,2194,6151947,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk2,2.77E+09,3,1
na,anaer,62,10,2198,6151947,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk2,8.45E+09,3,1
ST389,anaer,62,10,88,6158107,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk2,1.06E+10,3,2
ST390,anaer,62,10,89,6158107,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk2,1.96E+10,3,2
ST674,anaer,62,10,94,6158103,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk2,2.56E+10,3,3
ST673,anaer,62,10,95,6158103,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk2,1.46E+10,3,3
ST956,anaer,62,10,5007,6160720,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk2,1.83E+09,3,4
ST958,anaer,62,10,5008,6160721,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk2,3.14E+09,3,4
ST959,anaer,62,10,5009,6160721,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk2,3.40E+09,3,4
ST960,anaer,62,10,5010,6160721,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk2,5.80E+08,3,4
ST955,anaer,62,10,NT,6160720,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk2,3.53E+09,3,4
ST957,anaer,62,10,NT.2,6160720,WD-ABX,WD-ABX-INF,WD,ABX,INF,rec-wk2,1.54E+09,3,4
ST1270,anaer,62,10,6503,6183043,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,2.54E+10,3,5
ST1271,anaer,62,10,6504,6183043,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,7.80E+08,3,5
ST1272,anaer,62,10,6505,6183043,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,588054.2,3,5
ST1426,anaer,62,10,6515,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,2.01E+11,3,6
ST1427,anaer,62,10,6516,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,8.18E+10,3,6
ST1428,anaer,62,10,6517,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,recovery,8.00E+10,3,6
ST65,anaer,66,14,2194,6151947,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-inf,1.44E+11,3,1
ST66,anaer,66,14,2198,6151947,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-inf,8.93E+09,3,1
ST405,anaer,66,14,88,6158107,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-inf,2.46E+10,3,2
ST406,anaer,66,14,89,6158107,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-inf,1.40E+10,3,2
ST690,anaer,66,14,94,6158103,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-inf,7.58E+10,3,3
ST689,anaer,66,14,95,6158103,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-inf,3.93E+10,3,3
ST968,anaer,66,14,NT,6160720,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-inf,3.18E+09,3,4
ST969,anaer,66,14,5007,6160720,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-inf,2.22E+09,3,4
ST970,anaer,66,14,NT.2,6160720,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-inf,6.48E+09,3,4
ST971,anaer,66,14,5008,6160721,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-inf,2.85E+09,3,4
ST972,anaer,66,14,5009,6160721,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-inf,7.00E+09,3,4
ST973,anaer,66,14,5010,6160721,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-inf,1.30E+09,3,4
ST1282,anaer,66,14,6503,6183043,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-infection,3.73E+11,3,5
ST1283,anaer,66,14,6504,6183043,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-infection,1.34E+11,3,5
ST1284,anaer,66,14,6505,6183043,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-infection,1.31E+11,3,5
ST1438,anaer,66,14,6515,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-infection,1.04E+12,3,6
ST1439,anaer,66,14,6516,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-infection,4.99E+11,3,6
ST1440,anaer,66,14,6517,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,pre-infection,4.14E+11,3,6
ST1450,anaer,66,14.25,6515,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=6,,3,6
ST1451,anaer,66,14.25,6516,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=6,,3,6
ST1452,anaer,66,14.25,6517,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=6,,3,6
ST1462,anaer,66,14.5,6515,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=12,,3,6
ST1463,anaer,66,14.5,6516,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=12,,3,6
ST1464,anaer,66,14.5,6517,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=12,,3,6
ST90,anaer,67,15,2198,6151947,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=24,8.42E+09,3,1
ST1474,anaer,67,15,6515,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=24,,3,6
ST1475,anaer,67,15,6516,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=24,,3,6
ST1476,anaer,67,15,6517,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=24,,3,6
ST100,anaer,68,16,2194,6151947,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=48,6.94E+09,3,1
ST99,anaer,68,16,2198,6151947,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=48,1.14E+10,3,1
ST469,anaer,68,16,88,6158107,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=48,NA,3,2
ST470,anaer,68,16,89,6158107,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=48,NA,3,2
ST754,anaer,68,16,94,6158103,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=48,NA,3,3
ST753,anaer,68,16,95,6158103,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=48,NA,3,3
ST1486,anaer,68,16,6515,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=48,,3,6
ST1487,anaer,68,16,6516,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=48,,3,6
ST1488,anaer,68,16,6517,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=48,,3,6
2194,anaer,69,17,2194,6151947,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=72,1.25E+11,3,1
ST118,anaer,69,17,2198,6151947,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=72,4.63E+10,3,1
ST1498,anaer,69,17,6515,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=72,,3,6
ST1499,anaer,69,17,6516,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=72,,3,6
ST1500,anaer,69,17,6517,6183047,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=72,,3,6
2198,anaer,70,18,2198,6151947,WD-ABX,WD-ABX-INF,WD,ABX,INF,t=96,2.54E+09,3,1
ST27,anaer,49,-3,2193,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,pre-abx,1.71E+09,3,1
ST28,anaer,49,-3,2195,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,pre-abx,4.58E+09,3,1
ST333,anaer,49,-3,82,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,pre-abx,7.19E+09,3,2
ST334,anaer,49,-3,NT.A,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,pre-abx,1.53E+10,3,2
ST629,anaer,49,-3,9,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,pre-abx,NA,3,3
ST630,anaer,49,-3,NT.G,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,pre-abx,NA,3,3
ST42,anaer,52,0,2193,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,post-abx,0.00E+00,3,1
ST41,anaer,52,0,2195,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,post-abx,NA,3,1
ST363,anaer,52,0,82,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,post-abx,0,3,2
ST364,anaer,52,0,NT.A,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,post-abx,0,3,2
ST645,anaer,52,0,9,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,post-abx,0.00E+00,3,3
ST646,anaer,52,0,NT.G,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,post-abx,0.00E+00,3,3
na,anaer,56,4,2193,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk1,0.00E+00,3,1
na,anaer,56,4,2195,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk1,0.00E+00,3,1
82,anaer,56,4,82,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk1,0.00E+00,3,2
NT.A,anaer,56,4,NT.A,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk1,0.00E+00,3,2
9,anaer,56,4,9,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk1,0.00E+00,3,3
NT.G,anaer,56,4,NT.G,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk1,0.00E+00,3,3
ST51,anaer,59,7,2193,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk1,0.00E+00,3,1
ST52,anaer,59,7,2195,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk1,0.00E+00,3,1
ST379,anaer,59,7,82,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk1,0.00E+00,3,2
ST380,anaer,59,7,NT.A,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk1,0.00E+00,3,2
ST652,anaer,59,7,9,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk1,2.40E+10,3,3
ST651,anaer,59,7,NT.G,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk1,8.46E+09,3,3
na,anaer,62,10,2193,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk2,4.59E+10,3,1
na,anaer,62,10,2195,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk2,6.54E+09,3,1
ST395,anaer,62,10,82,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk2,0.00E+00,3,2
ST396,anaer,62,10,NT.A,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk2,0.00E+00,3,2
ST677,anaer,62,10,9,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk2,1.36E+10,3,3
ST678,anaer,62,10,NT.G,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,rec-wk2,4.53E+10,3,3
ST69,anaer,66,14,2193,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,pre-inf,1.64E+10,3,1
ST70,anaer,66,14,2195,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,pre-inf,2.26E+10,3,1
ST411,anaer,66,14,82,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,pre-inf,7.95E+07,3,2
ST412,anaer,66,14,NT.A,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,pre-inf,1.00E+08,3,2
ST693,anaer,66,14,9,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,pre-inf,1.08E+11,3,3
ST694,anaer,66,14,NT.G,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,pre-inf,2.58E+10,3,3
ST83,anaer,67,15,2193,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,t=24,8.42E+09,3,1
ST84,anaer,67,15,2195,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,t=24,1.56E+10,3,1
ST459,anaer,67,15,82,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,t=24,NA,3,2
ST460,anaer,67,15,NT.A,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,t=24,NA,3,2
ST741,anaer,67,15,9,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,t=24,NA,3,3
ST742,anaer,67,15,NT.G,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,t=24,NA,3,3
ST102,anaer,68,16,2193,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,t=48,4.94E+10,3,1
ST101,anaer,68,16,2195,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,t=48,1.85E+11,3,1
ST475,anaer,68,16,82,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,t=48,NA,3,2
ST476,anaer,68,16,NT.A,5893635,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,t=48,NA,3,2
ST757,anaer,68,16,9,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,t=48,NA,3,3
ST758,anaer,68,16,NT.G,6158104,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,t=48,NA,3,3
ST117,anaer,69,17,2195,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,t=72,5.06E+10,3,1
2195,anaer,70,18,2195,6151948,WD-ABX,WD-ABX-PBS,WD,ABX,PBS,t=96,8.28E+09,3,1
ST31,anaer,49,-3,2192,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-abx,2.34E+09,3,1
ST32,anaer,49,-3,2196,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-abx,NA,3,1
ST338,anaer,49,-3,90,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-abx,6.25E+09,3,2
ST337,anaer,49,-3,NT.B,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-abx,4.66E+09,3,2
ST628,anaer,49,-3,97,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-abx,NA,3,3
ST627,anaer,49,-3,NT.F,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-abx,NA,3,3
ST1216,anaer,49,-3,6497,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-abx,8.62E+10,3,5
ST1217,anaer,49,-3,6498,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-abx,4.80E+10,3,5
ST1218,anaer,49,-3,6499,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-abx,7.17E+11,3,5
ST1372,anaer,49,-3,6509,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-abx,9.54E+09,3,6
ST1373,anaer,49,-3,6510,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-abx,6.08E+10,3,6
ST1374,anaer,49,-3,6511,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-abx,5.35E+09,3,6
ST47,anaer,52,0,2192,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,post-abx,2.50E+09,3,1
ST48,anaer,52,0,2196,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,post-abx,6.52E+09,3,1
ST360,anaer,52,0,90,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,post-abx,NA,3,2
ST359,anaer,52,0,NT.B,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,post-abx,NA,3,2
ST644,anaer,52,0,97,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,post-abx,1.09E+09,3,3
ST643,anaer,52,0,NT.F,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,post-abx,2.02E+09,3,3
ST1228,anaer,52,0,6497,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,post-abx,5.96E+11,3,5
ST1229,anaer,52,0,6498,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,post-abx,5.57E+10,3,5
ST1230,anaer,52,0,6499,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,post-abx,6.46E+11,3,5
ST1384,anaer,52,0,6509,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,post-abx,2.61E+11,3,6
ST1385,anaer,52,0,6510,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,post-abx,1.23E+12,3,6
ST1386,anaer,52,0,6511,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,post-abx,7.28E+11,3,6
na,anaer,56,4,2192,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk1,3.28E+10,3,1
na,anaer,56,4,2196,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk1,1.04E+10,3,1
90,anaer,56,4,90,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk1,4.99E+09,3,2
NT.B,anaer,56,4,NT.B,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk1,6.30E+09,3,2
97,anaer,56,4,97,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk1,2.57E+10,3,3
NT.F,anaer,56,4,NT.F,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk1,3.89E+10,3,3
ST1240,anaer,56,4,6497,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,1.00E+11,3,5
ST1241,anaer,56,4,6498,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,9.51E+10,3,5
ST1242,anaer,56,4,6499,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,8.67E+10,3,5
ST1396,anaer,56,4,6509,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,1.58E+11,3,6
ST1397,anaer,56,4,6510,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,1.54E+12,3,6
ST1398,anaer,56,4,6511,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,3.31E+11,3,6
ST55,anaer,59,7,2192,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk1,6.63E+09,3,1
ST56,anaer,59,7,2196,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk1,5.23E+09,3,1
ST376,anaer,59,7,90,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk1,2.08E+09,3,2
ST375,anaer,59,7,NT.B,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk1,4.10E+09,3,2
ST660,anaer,59,7,97,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk1,2.69E+10,3,3
ST659,anaer,59,7,NT.F,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk1,5.95E+10,3,3
ST1252,anaer,59,7,6497,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,1.12E+11,3,5
ST1253,anaer,59,7,6498,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,1.19E+11,3,5
ST1254,anaer,59,7,6499,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,6.72E+10,3,5
ST1408,anaer,59,7,6509,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,1.25E+11,3,6
ST1409,anaer,59,7,6510,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,2.55E+11,3,6
ST1410,anaer,59,7,6511,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,7.40E+11,3,6
na,anaer,62,10,2192,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk2,3.13E+09,3,1
na,anaer,62,10,2196,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk2,1.15E+09,3,1
ST392,anaer,62,10,90,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk2,2.06E+10,3,2
ST391,anaer,62,10,NT.B,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk2,8.05E+09,3,2
ST676,anaer,62,10,97,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk2,1.31E+09,3,3
ST675,anaer,62,10,NT.F,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,rec-wk2,3.42E+09,3,3
ST1264,anaer,62,10,6497,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,6.84E+10,3,5
ST1265,anaer,62,10,6498,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,3.31E+11,3,5
ST1266,anaer,62,10,6499,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,1.34E+11,3,5
ST1420,anaer,62,10,6509,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,3.34E+10,3,6
ST1421,anaer,62,10,6510,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,2.50E+11,3,6
ST1422,anaer,62,10,6511,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,recovery,4.17E+10,3,6
ST67,anaer,66,14,2192,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-inf,2.87E+09,3,1
ST68,anaer,66,14,2196,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-inf,2.18E+09,3,1
ST408,anaer,66,14,90,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-inf,4.26E+09,3,2
ST407,anaer,66,14,NT.B,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-inf,1.11E+10,3,2
ST692,anaer,66,14,97,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-inf,1.91E+10,3,3
ST691,anaer,66,14,NT.F,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-inf,1.21E+10,3,3
ST1276,anaer,66,14,6497,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-infection,2.62E+11,3,5
ST1277,anaer,66,14,6498,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-infection,1.99E+09,3,5
ST1278,anaer,66,14,6499,6183041,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-infection,1.99E+11,3,5
ST1432,anaer,66,14,6509,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-infection,2.31E+11,3,6
ST1433,anaer,66,14,6510,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-infection,8.40E+11,3,6
ST1434,anaer,66,14,6511,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,pre-infection,4.73E+11,3,6
ST1444,anaer,66,14.25,6509,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=6,,3,6
ST1445,anaer,66,14.25,6510,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=6,,3,6
ST1446,anaer,66,14.25,6511,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=6,,3,6
ST1456,anaer,66,14.5,6509,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=12,,3,6
ST1457,anaer,66,14.5,6510,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=12,,3,6
ST1458,anaer,66,14.5,6511,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=12,,3,6
ST91,anaer,67,15,2192,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=24,9.39E+08,3,1
ST92,anaer,67,15,2196,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=24,2.18E+09,3,1
ST456,anaer,67,15,90,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=24,NA,3,2
ST455,anaer,67,15,NT.B,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=24,NA,3,2
ST740,anaer,67,15,97,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=24,NA,3,3
