SampleID,AnAer,Day,Rec_day_adj,Mouse,Cage,Trt_noInf,Treatment,Diet,Abx,Inf,Desc,meanCFUpg_BHIS,Aim,Cohort
ST18,anaer,49,-3,2187,6151946,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,5.69E+09,3,1
ST17,anaer,49,-3,4025,6151946,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,1.42E+09,3,1
ST345,anaer,49,-3,92,6158105,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,2.97E+09,3,2
ST346,anaer,49,-3,238,6158105,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,4.38E+09,3,2
ST618,anaer,49,-3,98,6158101,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,NA,3,3
ST617,anaer,49,-3,247,6158101,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,NA,3,3
ST915,anaer,49,-3,86,6160718,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,2.49E+11,3,4
ST914,anaer,49,-3,87,6160718,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,6.79E+11,3,4
ST913,anaer,49,-3,5001,6160718,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,4.77E+10,3,4
ST916,anaer,49,-3,5002,6160719,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,7.02E+10,3,4
ST917,anaer,49,-3,5003,6160719,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,1.21E+11,3,4
ST918,anaer,49,-3,5004,6160719,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,3.41E+11,3,4
ST1219,anaer,49,-3,6500,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,3.41E+11,3,5
ST1220,anaer,49,-3,6501,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,3.43E+11,3,5
ST1221,anaer,49,-3,6502,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,2.21E+11,3,5
ST1375,anaer,49,-3,6512,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,1.91E+10,3,6
ST1376,anaer,49,-3,6513,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,7.77E+09,3,6
ST1377,anaer,49,-3,6514,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-abx,3.05E+09,3,6
ST39,anaer,52,0,2187,6151946,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,0.00E+00,3,1
ST40,anaer,52,0,4025,6151946,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,0.00E+00,3,1
ST349,anaer,52,0,92,6158105,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,NA,3,2
ST350,anaer,52,0,238,6158105,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,NA,3,2
ST634,anaer,52,0,98,6158101,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,0.00E+00,3,3
ST633,anaer,52,0,247,6158101,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,0.00E+00,3,3
ST927,anaer,52,0,86,6160718,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,0,3,4
ST926,anaer,52,0,87,6160718,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,0,3,4
ST925,anaer,52,0,5001,6160718,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,2.86E+07,3,4
ST928,anaer,52,0,5002,6160719,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,0,3,4
ST929,anaer,52,0,5003,6160719,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,0,3,4
ST930,anaer,52,0,5004,6160719,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,0,3,4
ST1231,anaer,52,0,6500,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,41145833,3,5
ST1232,anaer,52,0,6501,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,2068105,3,5
ST1233,anaer,52,0,6502,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,23648649,3,5
ST1387,anaer,52,0,6512,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,703125,3,6
ST1388,anaer,52,0,6513,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,1392045,3,6
ST1389,anaer,52,0,6514,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,post-abx,1001214,3,6
na,anaer,56,4,2187,6151946,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,1.88E+10,3,1
na,anaer,56,4,4025,6151946,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,5.16E+09,3,1
92,anaer,56,4,92,6158105,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,9.36E+09,3,2
238,anaer,56,4,238,6158105,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,9.76E+09,3,2
98,anaer,56,4,98,6158101,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,5.63E+10,3,3
247,anaer,56,4,247,6158101,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,2.70E+11,3,3
ST939,anaer,56,4,86,6160718,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,3.48E+09,3,4
ST938,anaer,56,4,87,6160718,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,1.53E+10,3,4
ST937,anaer,56,4,5001,6160718,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,5.35E+09,3,4
ST940,anaer,56,4,5002,6160719,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,2.29E+09,3,4
ST941,anaer,56,4,5003,6160719,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,4.55E+09,3,4
ST942,anaer,56,4,5004,6160719,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,6.09E+09,3,4
ST1243,anaer,56,4,6500,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,1.96E+11,3,5
ST1244,anaer,56,4,6501,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,1.42E+11,3,5
ST1245,anaer,56,4,6502,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,2.35E+11,3,5
ST1399,anaer,56,4,6512,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,1.32E+12,3,6
ST1400,anaer,56,4,6513,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,1.04E+12,3,6
ST1401,anaer,56,4,6514,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,2.34E+12,3,6
ST62,anaer,59,7,2187,6151946,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,NA,3,1
ST61,anaer,59,7,4025,6151946,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,1.37E+11,3,1
ST365,anaer,59,7,92,6158105,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,2.82E+09,3,2
ST366,anaer,59,7,238,6158105,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,1.71E+10,3,2
ST656,anaer,59,7,98,6158101,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,1.33E+10,3,3
ST655,anaer,59,7,247,6158101,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk1,2.84E+10,3,3
ST1255,anaer,59,7,6500,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,1.98E+11,3,5
ST1256,anaer,59,7,6501,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,7.99E+11,3,5
ST1257,anaer,59,7,6502,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,2.94E+11,3,5
ST1411,anaer,59,7,6512,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,3.89E+11,3,6
ST1412,anaer,59,7,6513,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,1.15E+11,3,6
ST1413,anaer,59,7,6514,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,2.62E+11,3,6
na,anaer,62,10,2187,6151949,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk2,2.53E+10,3,1
na,anaer,62,10,4025,6151949,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk2,2.45E+10,3,1
ST381,anaer,62,10,92,6158105,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk2,5.03E+09,3,2
ST382,anaer,62,10,238,6158105,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk2,1.40E+10,3,2
ST666,anaer,62,10,98,6158101,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk2,8.44E+09,3,3
ST665,anaer,62,10,247,6158101,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk2,4.87E+09,3,3
ST951,anaer,62,10,86,6160718,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk2,7.90E+09,3,4
ST950,anaer,62,10,87,6160718,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk2,1.72E+10,3,4
ST949,anaer,62,10,5001,6160718,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk2,2.43E+10,3,4
ST952,anaer,62,10,5002,6160719,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk2,2.88E+10,3,4
ST953,anaer,62,10,5003,6160719,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk2,9.10E+09,3,4
ST954,anaer,62,10,5004,6160719,RC-ABX,RC-ABX-INF,RC,ABX,INF,rec-wk2,3.66E+10,3,4
ST1267,anaer,62,10,6500,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,1.59E+11,3,5
ST1268,anaer,62,10,6501,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,7.47E+10,3,5
ST1269,anaer,62,10,6502,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,5.89E+10,3,5
ST1423,anaer,62,10,6512,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,2.24E+10,3,6
ST1424,anaer,62,10,6513,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,6.27E+10,3,6
ST1425,anaer,62,10,6514,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,recovery,1.14E+11,3,6
ST74,anaer,66,14,2187,6151949,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-inf,1.28E+10,3,1
ST73,anaer,66,14,4025,6151949,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-inf,2.04E+10,3,1
ST397,anaer,66,14,92,6158105,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-inf,4.15E+09,3,2
ST398,anaer,66,14,238,6158105,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-inf,1.56E+10,3,2
ST682,anaer,66,14,98,6158101,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-inf,7.99E+10,3,3
ST681,anaer,66,14,247,6158101,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-inf,8.97E+09,3,3
ST962,anaer,66,14,5001,6160718,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-inf,1.71E+09,3,4
ST963,anaer,66,14,87,6160718,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-inf,4.76E+09,3,4
ST964,anaer,66,14,86,6160718,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-inf,4.03E+09,3,4
ST965,anaer,66,14,5002,6160719,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-inf,1.48E+09,3,4
ST966,anaer,66,14,5003,6160719,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-inf,2.85E+09,3,4
ST967,anaer,66,14,5004,6160719,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-inf,3.92E+09,3,4
ST1279,anaer,66,14,6500,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-infection,2.67E+11,3,5
ST1280,anaer,66,14,6501,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-infection,3.27E+08,3,5
ST1281,anaer,66,14,6502,6183042,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-infection,1.86E+11,3,5
ST1435,anaer,66,14,6512,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-infection,2.08E+11,3,6
ST1436,anaer,66,14,6513,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-infection,2.35E+11,3,6
ST1437,anaer,66,14,6514,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,pre-infection,6.93E+10,3,6
ST1447,anaer,66,14.25,6512,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=6,,3,6
ST1448,anaer,66,14.25,6513,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=6,,3,6
ST1449,anaer,66,14.25,6514,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=6,,3,6
ST1459,anaer,66,14.5,6512,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=12,,3,6
ST1460,anaer,66,14.5,6513,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=12,,3,6
ST1461,anaer,66,14.5,6514,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=12,,3,6
ST95,anaer,67,15,2187,6151949,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=24,1.02E+10,3,1
ST96,anaer,67,15,4025,6151949,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=24,9.57E+09,3,1
ST1471,anaer,67,15,6512,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=24,,3,6
ST1472,anaer,67,15,6513,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=24,,3,6
ST1473,anaer,67,15,6514,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=24,,3,6
ST112,anaer,68,16,2187,6151949,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=48,1.03E+10,3,1
ST111,anaer,68,16,4025,6151949,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=48,4.03E+09,3,1
ST461,anaer,68,16,92,6158105,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=48,NA,3,2
ST462,anaer,68,16,238,6158105,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=48,NA,3,2
ST746,anaer,68,16,98,6158101,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=48,NA,3,3
ST745,anaer,68,16,247,6158101,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=48,NA,3,3
ST1483,anaer,68,16,6512,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=48,,3,6
ST1484,anaer,68,16,6513,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=48,,3,6
ST1485,anaer,68,16,6514,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=48,,3,6
ST113,anaer,69,17,2187,6151949,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=72,3.18E+10,3,1
ST1495,anaer,69,17,6512,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=72,,3,6
ST1496,anaer,69,17,6513,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=72,,3,6
ST1497,anaer,69,17,6514,6183046,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=72,,3,6
2187,anaer,70,18,2187,6151949,RC-ABX,RC-ABX-INF,RC,ABX,INF,t=96,9.82E+08,3,1
ST19,anaer,49,-3,2186,6151949,RC-ABX,RC-ABX-PBS,RC,ABX,PBS,pre-abx,1.53E+09,3,1
ST20,anaer,49,-3,2190,6151949,RC-ABX,RC-ABX-PBS,RC,ABX,PBS,pre-abx,NA,3,1
ST341,anaer,49,-3,81,6158106,RC-ABX,RC-ABX-PBS,RC,ABX,PBS,pre-abx,2.09E+09,3,2
ST342,anaer,49,-3,NT.C,6158106,RC-ABX,RC-ABX-PBS,RC,ABX,PBS,pre-abx,7.50E+09,3,2
ST621,anaer,49,-3,70,6158102,RC-ABX,RC-ABX-PBS,RC,ABX,PBS,pre-abx,NA,3,3
ST622,anaer,49,-3,71,6158102,RC-ABX,RC-ABX-PBS,RC,ABX,PBS,pre-abx,NA,3,3
ST37,anaer,52,0,2186,6151949,RC-ABX,RC-ABX-PBS,RC,ABX,PBS,post-abx,0.00E+00,3,1
ST38,anaer,52,0,2190,6151949,RC-ABX,RC-ABX-PBS,RC,ABX,PBS,post-abx,0.00E+00,3,1
ST353,anaer,52,0,81,6158106,RC-ABX,RC-ABX-PBS,RC,ABX,PBS,post-abx,NA,3,2
ST354,anaer,52,0,NT.C,6158106,RC-ABX,RC-ABX-PBS,RC,ABX,PBS,post-abx,NA,3,2
