"diversity_shannon","observed","chao1","PD","SR","sampleID","seqID","Mouse","Treatment","Diet","Cage","Desc","Day","Rec_day","Rec_day_adj","Sac.group","Aim","Cohort","reads.in","reads.out","nseqs","seq_run","Abx","Post.diet","Post.micr","Pre.diet"
2.22674412497283,95,95,10.578905393,95,"HF5972","MMF.16S.211_HF5972","2047","WD-WD","WD","4F","pre-abx",49,-3,-3,NA,"A2","C4",33621,28887,24590,"Mar_2022","ABX","WD","WD","WD"
2.43080026074213,71,71,8.687089489,71,"HF5973","MMF.16S.211_HF5973","2038","WD-DIET","WD","4F","pre-abx",49,-3,-3,NA,"A2","C4",16095,13950,11798,"Mar_2022","ABX","RC","WD","WD"
2.61312611941748,75,75,9.504914563,75,"HF5974","MMF.16S.211_HF5974","2031","WD-DIET","WD","4F","pre-abx",49,-3,-3,NA,"A2","C4",18337,15994,13949,"Mar_2022","ABX","RC","WD","WD"
3.25746452387002,99,99,11.011244296,99,"HF5975","MMF.16S.211_HF5975","2041","RC-PBS-PBS","RC","37","post-abx",52,0,0,NA,"A2","C4",12143,10063,8797,"Mar_2022","PBS","RC","PBS","RC"
2.5650277379949,45,45,6.830903468,45,"HF5976","MMF.16S.211_HF5976","2044","RC-PBS-PBS","RC","37","post-abx",52,0,0,NA,"A2","C4",9493,6019,5237,"Mar_2022","PBS","RC","PBS","RC"
2.20155352698139,35,35,5.362231909,35,"HF5977","MMF.16S.211_HF5977","2042","RC-ABX-PBS","RC","38","post-abx",52,0,0,NA,"A2","C4",16852,13435,13192,"Mar_2022","ABX","RC","PBS","RC"
2.27400049247909,83,83,9.47955339,83,"HF5978","MMF.16S.211_HF5978","2048","RC-ABX-PBS","RC","38","post-abx",52,0,0,NA,"A2","C4",46005,37610,36644,"Mar_2022","ABX","RC","PBS","RC"
3.46963114800752,70,70,9.772141703,70,"HF5981","MMF.16S.211_HF5981","2040","RC-DIET","RC","40","post-abx",52,0,0,NA,"A2","C4",9770,8060,7182,"Mar_2022","ABX","WD","RC","RC"
2.52147871306093,52,52,7.789864087,52,"HF5983","MMF.16S.211_HF5983","2043","RC-MICR","RC","41","post-abx",52,0,0,NA,"A2","C4",18587,14681,14308,"Mar_2022","ABX","RC","WD","RC"
2.34950859254547,29,29,4.619194423,29,"HF5984","MMF.16S.211_HF5984","2045","RC-MICR","RC","41","post-abx",52,0,0,NA,"A2","C4",9133,7205,7055,"Mar_2022","ABX","RC","WD","RC"
2.27447991109358,76,77,9.164353839,76,"HF5988","MMF.16S.211_HF5988","2053","WD-PBS-PBS","WD","43","post-abx",52,0,0,NA,"A2","C4",26396,22608,20222,"Mar_2022","PBS","WD","PBS","WD"
2.51720987561858,93,93,10.989853307,93,"HF5989","MMF.16S.211_HF5989","2050","WD-PBS-PBS","WD","43","post-abx",52,0,0,NA,"A2","C4",39698,33386,30276,"Mar_2022","PBS","WD","PBS","WD"
0.120722650413868,7,7,2.179634984,7,"HF5990","MMF.16S.211_HF5990","2054","WD-ABX-PBS","WD","44","post-abx",52,0,0,NA,"A2","C4",9738,9160,9112,"Mar_2022","ABX","WD","PBS","WD"
0.166717201379367,13,13,2.427533601,13,"HF5991","MMF.16S.211_HF5991","2051","WD-ABX-PBS","WD","44","post-abx",52,0,0,NA,"A2","C4",44215,40526,40451,"Mar_2022","ABX","WD","PBS","WD"
0.946149408386397,18,18,3.389790334,18,"HF5992","MMF.16S.211_HF5992","2037","WD-WD","WD","45","post-abx",52,0,0,NA,"A2","C4",44834,38215,37924,"Mar_2022","ABX","WD","WD","WD"
0.140503586555031,7,7,1.971292681,7,"HF5993","MMF.16S.211_HF5993","2047","WD-WD","WD","45","post-abx",52,0,0,NA,"A2","C4",29162,27172,27121,"Mar_2022","ABX","WD","WD","WD"
0.343258787874697,15,15,3.062725997,15,"HF5994","MMF.16S.211_HF5994","2035","WD-DIET","WD","46","post-abx",52,0,0,NA,"A2","C4",52557,48824,48528,"Mar_2022","ABX","RC","WD","WD"
0,1,1,0.576388276,1,"HF5995","MMF.16S.211_HF5995","2038","WD-DIET","WD","46","post-abx",52,0,0,NA,"A2","C4",5149,4785,4775,"Mar_2022","ABX","RC","WD","WD"
0.165569957072123,14,14,3.310328357,14,"HF5996","MMF.16S.211_HF5996","2039","WD-DIET","WD","47","post-abx",52,0,0,NA,"A2","C4",43020,40295,40185,"Mar_2022","ABX","RC","WD","WD"
0.0628831559721994,5,5,1.683427248,5,"HF5997","MMF.16S.211_HF5997","2031","WD-MICR","WD","47","post-abx",52,0,0,NA,"A2","C4",28509,26988,26909,"Mar_2022","ABX","WD","RC","WD"
1.04063523663292,17,17,3.474233583,17,"HF5998","MMF.16S.211_HF5998","2036","WD-RC","WD","48","post-abx",52,0,0,NA,"A2","C4",34044,29329,28886,"Mar_2022","ABX","RC","RC","WD"
0.0785928542168784,13,13,3.151001828,13,"HF5999","MMF.16S.211_HF5999","2052","WD-RC","WD","48","post-abx",52,0,0,NA,"A2","C4",31889,29580,29365,"Mar_2022","ABX","RC","RC","WD"
2.87358394626659,137,137,13.0016172,137,"HF6050","MMF.16S.211_HF6050","2041","RC-PBS-PBS","RC","37","rec-wk2",66,14,14,NA,"A2","C4",31556,25889,23273,"Mar_2022","PBS","RC","PBS","RC"
2.18248002977232,26,26,5.170647643,26,"HF6051","MMF.16S.211_HF6051","2044","RC-PBS-PBS","RC","37","rec-wk2",66,14,14,NA,"A2","C4",3548,2978,2489,"Mar_2022","PBS","RC","PBS","RC"
1.71170208989976,50,50,4.597460115,50,"HF6052","MMF.16S.211_HF6052","2042","RC-ABX-PBS","RC","38","rec-wk2",66,14,14,NA,"A2","C4",56924,45356,41756,"Mar_2022","ABX","RC","PBS","RC"
1.09342891944983,16,16,2.793640066,16,"HF6053","MMF.16S.211_HF6053","2048","RC-ABX-PBS","RC","38","rec-wk2",66,14,14,NA,"A2","C4",19131,15006,14445,"Mar_2022","ABX","RC","PBS","RC"
1.76301649176134,41,42,3.821459121,41,"HF6054","MMF.16S.211_HF6054","2030","RC-ABX-PBS","RC","38","rec-wk2",66,14,14,NA,"A2","C4",25893,22558,20960,"Mar_2022","ABX","RC","PBS","RC"
3.56534222561151,124,124,11.574481333,124,"HF6055","MMF.16S.211_HF6055","2032","RC-RC","RC","39","rec-wk2",66,14,14,NA,"A2","C4",15189,12461,10622,"Mar_2022","ABX","RC","RC","RC"
0.857212808249194,4,4,1.102010066,4,"HF6056","MMF.16S.211_HF6056","2040","RC-DIET","RC","40","rec-wk2",66,14,14,NA,"A2","C4",6587,5812,5325,"Mar_2022","ABX","WD","RC","RC"
1.00284406039972,5,5,1.104770515,5,"HF6057","MMF.16S.211_HF6057","2049","RC-DIET","RC","40","rec-wk2",66,14,14,NA,"A2","C4",37893,33192,31811,"Mar_2022","ABX","WD","RC","RC"
2.43690853089303,46,46,5.016948243,46,"HF6058","MMF.16S.211_HF6058","2043","RC-MICR","RC","41","rec-wk2",66,14,14,NA,"A2","C4",40428,35684,32810,"Mar_2022","ABX","RC","WD","RC"
2.11488949154909,41,41,4.883689664,41,"HF6059","MMF.16S.211_HF6059","2045","RC-MICR","RC","41","rec-wk2",66,14,14,NA,"A2","C4",33794,30554,29450,"Mar_2022","ABX","RC","WD","RC"
1.63310130611688,27,27,4.348264795,27,"HF6060","MMF.16S.211_HF6060","2034","RC-MICR","RC","41","rec-wk2",66,14,14,NA,"A2","C4",28469,26721,25920,"Mar_2022","ABX","RC","WD","RC"
0.853451590222155,8,8,2.367641332,8,"HF6061","MMF.16S.211_HF6061","2046","RC-WD","RC","42","rec-wk2",66,14,14,NA,"A2","C4",35286,31725,30507,"Mar_2022","ABX","WD","WD","RC"
0.932159995235359,6,6,1.370177763,6,"HF6062","MMF.16S.211_HF6062","2033","RC-WD","RC","42","rec-wk2",66,14,14,NA,"A2","C4",38527,34946,33959,"Mar_2022","ABX","WD","WD","RC"
2.25533595876602,94,94,10.067473456,94,"HF6063","MMF.16S.211_HF6063","2053","WD-PBS-PBS","WD","43","rec-wk2",66,14,14,NA,"A2","C4",30114,26739,23667,"Mar_2022","PBS","WD","PBS","WD"
1.84601453666588,76,76,9.306495477,76,"HF6064","MMF.16S.211_HF6064","2050","WD-PBS-PBS","WD","43","rec-wk2",66,14,14,NA,"A2","C4",70937,56880,47590,"Mar_2022","PBS","WD","PBS","WD"
0.0534176147155978,8,8,2.498004711,8,"HF6065","MMF.16S.211_HF6065","2054","WD-ABX-PBS","WD","44","rec-wk2",66,14,14,NA,"A2","C4",23623,21622,21536,"Mar_2022","ABX","WD","PBS","WD"
0.0691523168865848,4,4,1.25265998,4,"HF6066","MMF.16S.211_HF6066","2051","WD-ABX-PBS","WD","44","rec-wk2",66,14,14,NA,"A2","C4",25016,23515,23499,"Mar_2022","ABX","WD","PBS","WD"
1.08942906491557,4,4,1.102010066,4,"HF6068","MMF.16S.211_HF6068","2047","WD-WD","WD","45","rec-wk2",66,14,14,NA,"A2","C4",23065,20944,17837,"Mar_2022","ABX","WD","WD","WD"
1.40733508254511,12,12,2.02445998,12,"HF6069","MMF.16S.211_HF6069","2035","WD-DIET","WD","46","rec-wk2",66,14,14,NA,"A2","C4",14954,12725,12436,"Mar_2022","ABX","RC","WD","WD"
1.48217342663294,15,15,2.413704687,15,"HF6070","MMF.16S.211_HF6070","2038","WD-DIET","WD","46","rec-wk2",66,14,14,NA,"A2","C4",35152,30873,29788,"Mar_2022","ABX","RC","WD","WD"
0.825453605609116,5,5,1.140200224,5,"HF6071","MMF.16S.211_HF6071","2039","WD-MICR","WD","47","rec-wk2",66,14,14,NA,"A2","C4",8059,6850,6680,"Mar_2022","ABX","WD","RC","WD"
0.784819067097415,5,5,1.486589349,5,"HF6072","MMF.16S.211_HF6072","2031","WD-MICR","WD","47","rec-wk2",66,14,14,NA,"A2","C4",11258,9751,9261,"Mar_2022","ABX","WD","RC","WD"
2.41037018069189,109,109,10.303484714,109,"HF6073","MMF.16S.211_HF6073","2036","WD-RC","WD","48","rec-wk2",66,14,14,NA,"A2","C4",81948,67780,57822,"Mar_2022","ABX","RC","RC","WD"
3.17036920221395,145,145,12.037142095,145,"HF6074","MMF.16S.211_HF6074","2052","WD-RC","WD","48","rec-wk2",66,14,14,NA,"A2","C4",48902,42598,37184,"Mar_2022","ABX","RC","RC","WD"
2.0818803819132,118,118,12.113210885,118,"HF7209","MMF.16S.211_HF7209","1679","RC-PBS-PBS","RC","25","rec-wk4",80,28,28,NA,"A2","C3",55423,46241,39081,"Mar_2022","PBS","RC","PBS","RC"
0.864557983810954,22,22,3.46260705,22,"HF7228","MMF.16S.211_HF7228","1685","RC-ABX-PBS","RC","26","rec-wk4",80,28,28,NA,"A2","C3",14607,10750,10422,"Mar_2022","ABX","RC","PBS","RC"
2.43187406859895,66,66,8.562929872,66,"HF7247","MMF.16S.211_HF7247","1676","RC-RC","RC","27","rec-wk4",80,28,28,NA,"A2","C3",14794,12350,10466,"Mar_2022","ABX","RC","RC","RC"
1.66797636791184,41,41,4.735718766,41,"HF7266","MMF.16S.211_HF7266","1681","RC-DIET","RC","28","rec-wk4",80,28,28,NA,"A2","C3",68265,61180,55757,"Mar_2022","ABX","WD","RC","RC"
3.21953589519592,139,139.333333333333,11.751684276,139,"HF7285","MMF.16S.211_HF7285","2593","RC-MICR","RC","29","rec-wk4",80,28,28,NA,"A2","C3",65732,51938,44213,"Mar_2022","ABX","RC","WD","RC"
1.95261418045605,51,51,7.845434791,51,"HF7304","MMF.16S.211_HF7304","2592","RC-WD","RC","30","rec-wk4",80,28,28,NA,"A2","C3",26032,22114,19980,"Mar_2022","ABX","WD","WD","RC"
2.20748839787852,61,61,8.234369697,61,"HF7323","MMF.16S.211_HF7323","1688","WD-PBS-PBS","WD","31","rec-wk4",80,28,28,NA,"A2","C3",29455,25214,23162,"Mar_2022","PBS","WD","PBS","WD"
0.542925279858845,9,9,1.592208849,9,"HF7342","MMF.16S.211_HF7342","1691","WD-ABX-PBS","WD","32","rec-wk4",80,28,28,NA,"A2","C3",51609,45944,43527,"Mar_2022","ABX","WD","PBS","WD"
1.90887106505211,28,28,5.688335977,28,"HF7361","MMF.16S.211_HF7361","1694","WD-WD","WD","33","rec-wk4",81,29,28,NA,"A2","C3",6446,5317,4898,"Mar_2022","ABX","WD","WD","WD"
2.10787769484439,55,55,6.894500483,55,"HF7380","MMF.16S.211_HF7380","1693","WD-DIET","WD","34","rec-wk4",81,29,28,NA,"A2","C3",12694,10809,9655,"Mar_2022","ABX","RC","WD","WD"
1.23654292293869,35,35,5.515397318,35,"HF7399","MMF.16S.211_HF7399","1692","WD-MICR","WD","35","rec-wk4",81,29,28,NA,"A2","C3",34915,30423,28119,"Mar_2022","ABX","WD","RC","WD"
2.48984819045372,71,71,9.101116067,71,"HF7418","MMF.16S.211_HF7418","1686","WD-RC","WD","36","rec-wk4",81,29,28,NA,"A2","C3",14225,12003,10140,"Mar_2022","ABX","RC","RC","WD"
2.47817510524439,67,67,8.478453028,67,"HF7437","MMF.16S.211_HF7437","1678","RC-PBS-PBS","RC","25","rec-wk4",81,29,28,NA,"A2","C3",18550,12874,10905,"Mar_2022","PBS","RC","PBS","RC"
2.99879864811659,93,93,10.237318892,93,"HF7456","MMF.16S.211_HF7456","1682","RC-RC","RC","27","rec-wk4",81,29,28,NA,"A2","C3",11899,9198,7586,"Mar_2022","ABX","RC","RC","RC"
2.05264886021257,60,60,5.779334587,60,"HF7475","MMF.16S.211_HF7475","1687","RC-DIET","RC","28","rec-wk4",81,29,28,NA,"A2","C3",50818,46187,44860,"Mar_2022","ABX","WD","RC","RC"
2.15799083771878,49,49,7.064814553,49,"HF7494","MMF.16S.211_HF7494","2594","RC-WD","RC","30","rec-wk4",84,32,28,NA,"A2","C3",51218,44010,35585,"Mar_2022","ABX","WD","WD","RC"
2.25524194863301,102,102,11.369837167,102,"HF7513","MMF.16S.211_HF7513","1690","WD-PBS-PBS","WD","31","rec-wk4",84,32,28,NA,"A2","C3",70358,60609,53870,"Mar_2022","PBS","WD","PBS","WD"
0.410738417818838,12,12,5.843519307,12,"HF7532","MMF.16S.212_HF7532","1696","WD-ABX-PBS","WD","32","rec-wk4",84,32,28,NA,"A2","C3",74562,66374,64012,"Mar_2022","ABX","WD","PBS","WD"
1.9692753291656,35,35,6.114215512,35,"HF7551","MMF.16S.212_HF7551","1698","WD-WD","WD","33","rec-wk4",84,32,28,NA,"A2","C3",27762,22349,18141,"Mar_2022","ABX","WD","WD","WD"
3.23641986323157,72,72,8.325011181,72,"HF7570","MMF.16S.212_HF7570","1697","WD-DIET","WD","34","rec-wk4",84,32,28,NA,"A2","C3",8253,6905,5385,"Mar_2022","ABX","RC","WD","WD"
1.92024581054919,54,54,6.264465294,54,"HF7589","MMF.16S.212_HF7589","2595","WD-MICR","WD","35","rec-wk4",84,32,28,NA,"A2","C3",21844,19471,17910,"Mar_2022","ABX","WD","RC","WD"
3.12835337255251,116,116,11.77600826,116,"HF7627","MMF.16S.212_HF7627","1677","RC-RC","RC","27","rec-wk4",84,32,28,NA,"A2","C3",23290,18207,15719,"Mar_2022","ABX","RC","RC","RC"
2.5950901177601,78,78,8.851686889,78,"HF7709","MMF.16S.212_HF7709","2052","WD-RC","WD","48","rec-wk4",79,27,28,NA,"A2","C4",15699,13709,11448,"Mar_2022","ABX","RC","RC","WD"
1.19704259855685,18,18,3.828385817,18,"HF7728","MMF.16S.212_HF7728","2031","WD-MICR","WD","47","rec-wk4",79,27,28,NA,"A2","C4",7126,6430,5514,"Mar_2022","ABX","WD","RC","WD"
2.95452231843988,114,114,10.039441873,114,"HF7747","MMF.16S.212_HF7747","2038","WD-DIET","WD","46","rec-wk4",79,27,28,NA,"A2","C4",44936,38463,31173,"Mar_2022","ABX","RC","WD","WD"
1.66611364650213,30,30,6.15066319,30,"HF7766","MMF.16S.212_HF7766","2047","WD-WD","WD","45","rec-wk4",79,27,28,NA,"A2","C4",11036,9663,7543,"Mar_2022","ABX","WD","WD","WD"
0.0970339401902254,5,5,4.638245286,5,"HF7785","MMF.16S.212_HF7785","2051","WD-ABX-PBS","WD","44","rec-wk4",79,27,28,NA,"A2","C4",14251,12427,12351,"Mar_2022","ABX","WD","PBS","WD"
1.83520534174674,24,24,5.346668305,24,"HF7804","MMF.16S.212_HF7804","2050","WD-PBS-PBS","WD","43","rec-wk4",79,27,28,NA,"A2","C4",9733,7963,7022,"Mar_2022","PBS","WD","PBS","WD"
2.86204555285602,49,49,6.798961416,49,"HF7823","MMF.16S.212_HF7823","2034","RC-MICR","RC","41","rec-wk4",79,27,28,NA,"A2","C4",10627,6630,5199,"Mar_2022","ABX","RC","WD","RC"
2.17554615810164,93,93.3333333333333,8.818878646,93,"HF7842","MMF.16S.212_HF7842","2030","RC-ABX-PBS","RC","38","rec-wk4",79,27,28,NA,"A2","C4",66298,56095,44928,"Mar_2022","ABX","RC","PBS","RC"
3.03869507488552,118,118,11.155317039,118,"HF7861","MMF.16S.212_HF7861","2041","RC-PBS-PBS","RC","37","rec-wk4",80,28,28,NA,"A2","C4",38957,33892,28037,"Mar_2022","PBS","RC","PBS","RC"
1.35428769860013,36,36,4.995632635,36,"HF7880","MMF.16S.212_HF7880","2042","RC-ABX-PBS","RC","38","rec-wk4",80,28,28,NA,"A2","C4",29924,23405,21231,"Mar_2022","ABX","RC","PBS","RC"
3.23966341647875,176,181,14.181731287,176,"HF7899","MMF.16S.212_HF7899","2032","RC-RC","RC","39","rec-wk4",80,28,28,NA,"A2","C4",56143,49124,36263,"Mar_2022","ABX","RC","RC","RC"
1.96304429795711,42,42,6.88580222,42,"HF7918","MMF.16S.212_HF7918","2040","RC-DIET","RC","40","rec-wk4",80,28,28,NA,"A2","C4",8788,6180,5180,"Mar_2022","ABX","WD","RC","RC"
3.42564296447494,119,119,11.30323926,119,"HF7937","MMF.16S.212_HF7937","2043","RC-MICR","RC","41","rec-wk4",80,28,28,NA,"A2","C4",24121,20434,15032,"Mar_2022","ABX","RC","WD","RC"
1.75879432846125,36,36,5.611450847,36,"HF7956","MMF.16S.212_HF7956","2046","RC-WD","RC","42","rec-wk4",80,28,28,NA,"A2","C4",22769,18603,16850,"Mar_2022","ABX","WD","WD","RC"
3.00718584492071,128,128.25,11.110619386,128,"HF7975","MMF.16S.212_HF7975","2053","WD-PBS-PBS","WD","43","rec-wk4",80,28,28,NA,"A2","C4",38914,32493,25593,"Mar_2022","PBS","WD","PBS","WD"
0.573655391467559,2,2,0.891133822,2,"HF7994","MMF.16S.212_HF7994","2054","WD-ABX-PBS","WD","44","rec-wk4",80,28,28,NA,"A2","C4",2885,2650,2467,"Mar_2022","ABX","WD","PBS","WD"
3.45711814813375,165,166,12.959680868,165,"HF8013","MMF.16S.212_HF8013","2044","RC-PBS-PBS","RC","37","rec-wk4",81,29,28,NA,"A2","C4",37616,32815,26021,"Mar_2022","PBS","RC","PBS","RC"
0.928653943775827,24,24,4.066136201,24,"HF8032","MMF.16S.212_HF8032","2048","RC-ABX-PBS","RC","38","rec-wk4",81,29,28,NA,"A2","C4",23692,20759,19303,"Mar_2022","ABX","RC","PBS","RC"
2.41037191522911,86,86,9.310437125,86,"HF8051","MMF.16S.212_HF8051","2049","RC-DIET","RC","40","rec-wk4",81,29,28,NA,"A2","C4",36662,30321,25604,"Mar_2022","ABX","WD","RC","RC"
4.01164681559292,162,162.333333333333,13.405771945,162,"HF8070","MMF.16S.212_HF8070","2045","RC-MICR","RC","41","rec-wk4",81,29,28,NA,"A2","C4",33834,28634,23152,"Mar_2022","ABX","RC","WD","RC"
1.4338489411514,17,17,4.32886882,17,"HF8089","MMF.16S.212_HF8089","2033","RC-WD","RC","42","rec-wk4",81,29,28,NA,"A2","C4",4034,3452,2812,"Mar_2022","ABX","WD","WD","RC"
3.11046213806927,121,121,11.325174576,121,"HF8108","MMF.16S.212_HF8108","2037","WD-WD","WD","45","rec-wk4",81,29,28,NA,"A2","C4",30820,25916,20800,"Mar_2022","ABX","WD","WD","WD"
3.3645215282688,114,114.5,10.371522853,114,"HF8127","MMF.16S.212_HF8127","2035","WD-DIET","WD","46","rec-wk4",81,29,28,NA,"A2","C4",23787,19750,15747,"Mar_2022","ABX","RC","WD","WD"
1.67675022243692,66,66,8.206086196,66,"HF8146","MMF.16S.212_HF8146","2039","WD-MICR","WD","47","rec-wk4",81,29,28,NA,"A2","C4",20272,17590,15606,"Mar_2022","ABX","WD","RC","WD"
3.8336015750296,164,164.333333333333,13.531906235,164,"HF8165","MMF.16S.212_HF8165","2036","WD-RC","WD","48","rec-wk4",81,29,28,NA,"A2","C4",31539,25775,18412,"Mar_2022","ABX","RC","RC","WD"
2.60982844978744,80,80,5.568635846,80,"HF5170","MMF.16S.332_HF5170","1585","RC-RC","RC","3","rec-wk1",59,7,7,NA,"A2","C1",158812,111132,103521,"Feb_2023","ABX","RC","RC","RC"
2.11441208145177,50,50,4.814380019,50,"HF5186","MMF.16S.332_HF5186","1571","WD-RC","WD","12","rec-wk1",59,7,7,NA,"A2","C1",117252,89589,84886,"Feb_2023","ABX","RC","RC","WD"
1.57289278598606,18,18,3.104821132,18,"HF5448","MMF.16S.332_HF5448","1636","RC-RC","RC","15","rec-wk1",59,7,7,NA,"A2","C2",95311,78017,76806,"Feb_2023","ABX","RC","RC","RC"
0.499481645163493,17,17,3.919975984,17,"HF5466","MMF.16S.332_HF5466","1630","WD-RC","WD","24","rec-wk1",59,7,7,NA,"A2","C2",135192,114376,114017,"Feb_2023","ABX","RC","RC","WD"
3.09887765819955,112,112,10.546696095,112,"HF5722","MMF.16S.332_HF5722","1676","RC-RC","RC","27","rec-wk1",59,7,7,NA,"A2","C3",54206,42672,41409,"Feb_2023","ABX","RC","RC","RC"
1.77473780125631,40,40,5.383984523,40,"HF5740","MMF.16S.332_HF5740","1686","WD-RC","WD","36","rec-wk1",59,7,7,NA,"A2","C3",104274,87009,82945,"Feb_2023","ABX","RC","RC","WD"
2.80354405663431,98,98,9.645235584,98,"HF6005","MMF.16S.332_HF6005","2032","RC-RC","RC","39","rec-wk1",59,7,7,NA,"A2","C4",134760,98461,89981,"Feb_2023","ABX","RC","RC","RC"
3.3868067291359,129,129,10.473681315,129,"HF6023","MMF.16S.332_HF6023","2036","WD-RC","WD","48","rec-wk1",59,7,7,NA,"A2","C4",106637,78220,69324,"Feb_2023","ABX","RC","RC","WD"
