sampleID,seqID,Mouse,Treatment,Diet,Cage,Desc,Day,Rec_day,Rec_day_adj,Sac.group,Aim,Cohort,reads.in,reads.out,nseqs,seq_run,Abx,Post.diet,Post.micr,Pre.diet
HF5715,MMF.16S.210_HF5715,1692,WD-MICR,WD,35,post-abx,52,0,0,NA,A2,C3,24479,21585,21417,Mar_2022,ABX,WD,RC,WD
HF5716,MMF.16S.210_HF5716,2595,WD-MICR,WD,35,post-abx,52,0,0,NA,A2,C3,21364,19579,19519,Mar_2022,ABX,WD,RC,WD
HF5717,MMF.16S.210_HF5717,1686,WD-RC,WD,36,post-abx,52,0,0,NA,A2,C3,20752,18888,18802,Mar_2022,ABX,RC,RC,WD
HF5718,MMF.16S.210_HF5718,1689,WD-RC,WD,36,post-abx,52,0,0,NA,A2,C3,34593,31443,30700,Mar_2022,ABX,RC,RC,WD
HF5975,MMF.16S.211_HF5975,2041,RC-PBS-PBS,RC,37,post-abx,52,0,0,NA,A2,C4,12143,10063,8797,Mar_2022,PBS,RC,PBS,RC
HF5976,MMF.16S.211_HF5976,2044,RC-PBS-PBS,RC,37,post-abx,52,0,0,NA,A2,C4,9493,6019,5237,Mar_2022,PBS,RC,PBS,RC
HF5977,MMF.16S.211_HF5977,2042,RC-ABX-PBS,RC,38,post-abx,52,0,0,NA,A2,C4,16852,13435,13192,Mar_2022,ABX,RC,PBS,RC
HF5978,MMF.16S.211_HF5978,2048,RC-ABX-PBS,RC,38,post-abx,52,0,0,NA,A2,C4,46005,37610,36644,Mar_2022,ABX,RC,PBS,RC
HF5981,MMF.16S.211_HF5981,2040,RC-DIET,RC,40,post-abx,52,0,0,NA,A2,C4,9770,8060,7182,Mar_2022,ABX,WD,RC,RC
HF5982,MMF.16S.211_HF5982,2049,RC-DIET,RC,40,post-abx,52,0,0,NA,A2,C4,1672,1081,872,Mar_2022,ABX,WD,RC,RC
HF5983,MMF.16S.211_HF5983,2043,RC-MICR,RC,41,post-abx,52,0,0,NA,A2,C4,18587,14681,14308,Mar_2022,ABX,RC,WD,RC
HF5984,MMF.16S.211_HF5984,2045,RC-MICR,RC,41,post-abx,52,0,0,NA,A2,C4,9133,7205,7055,Mar_2022,ABX,RC,WD,RC
HF5985,MMF.16S.211_HF5985,2034,RC-MICR,RC,41,post-abx,52,0,0,NA,A2,C4,904,676,590,Mar_2022,ABX,RC,WD,RC
HF5986,MMF.16S.211_HF5986,2046,RC-WD,RC,42,post-abx,52,0,0,NA,A2,C4,983,470,352,Mar_2022,ABX,WD,WD,RC
HF5988,MMF.16S.211_HF5988,2053,WD-PBS-PBS,WD,43,post-abx,52,0,0,NA,A2,C4,26396,22608,20222,Mar_2022,PBS,WD,PBS,WD
HF5989,MMF.16S.211_HF5989,2050,WD-PBS-PBS,WD,43,post-abx,52,0,0,NA,A2,C4,39698,33386,30276,Mar_2022,PBS,WD,PBS,WD
HF5990,MMF.16S.211_HF5990,2054,WD-ABX-PBS,WD,44,post-abx,52,0,0,NA,A2,C4,9738,9160,9112,Mar_2022,ABX,WD,PBS,WD
HF5991,MMF.16S.211_HF5991,2051,WD-ABX-PBS,WD,44,post-abx,52,0,0,NA,A2,C4,44215,40526,40451,Mar_2022,ABX,WD,PBS,WD
HF5992,MMF.16S.211_HF5992,2037,WD-WD,WD,45,post-abx,52,0,0,NA,A2,C4,44834,38215,37924,Mar_2022,ABX,WD,WD,WD
HF5993,MMF.16S.211_HF5993,2047,WD-WD,WD,45,post-abx,52,0,0,NA,A2,C4,29162,27172,27121,Mar_2022,ABX,WD,WD,WD
HF5994,MMF.16S.211_HF5994,2035,WD-DIET,WD,46,post-abx,52,0,0,NA,A2,C4,52557,48824,48528,Mar_2022,ABX,RC,WD,WD
HF5995,MMF.16S.211_HF5995,2038,WD-DIET,WD,46,post-abx,52,0,0,NA,A2,C4,5149,4785,4775,Mar_2022,ABX,RC,WD,WD
HF5996,MMF.16S.211_HF5996,2039,WD-DIET,WD,47,post-abx,52,0,0,NA,A2,C4,43020,40295,40185,Mar_2022,ABX,RC,WD,WD
HF5997,MMF.16S.211_HF5997,2031,WD-MICR,WD,47,post-abx,52,0,0,NA,A2,C4,28509,26988,26909,Mar_2022,ABX,WD,RC,WD
HF5998,MMF.16S.211_HF5998,2036,WD-RC,WD,48,post-abx,52,0,0,NA,A2,C4,34044,29329,28886,Mar_2022,ABX,RC,RC,WD
HF5999,MMF.16S.211_HF5999,2052,WD-RC,WD,48,post-abx,52,0,0,NA,A2,C4,31889,29580,29365,Mar_2022,ABX,RC,RC,WD
HF5072,MMF.16S.203_HF5072,1587,RC-PBS-PBS,RC,1A,pre-abx,49,-3,-3,NA,A2,C1,47888,43044,31348,Feb_2022,PBS,RC,PBS,RC
HF5076,MMF.16S.203_HF5076,1585,RC-RC,RC,1B,pre-abx,49,-3,-3,NA,A2,C1,4939,4495,3443,Feb_2022,ABX,RC,RC,RC
HF5077,MMF.16S.203_HF5077,1566,RC-DIET,RC,1B,pre-abx,49,-3,-3,NA,A2,C1,4157,3555,2430,Feb_2022,ABX,WD,RC,RC
HF5078,MMF.16S.203_HF5078,1588,RC-MICR,RC,1B,pre-abx,49,-3,-3,NA,A2,C1,5348,4597,3778,Feb_2022,ABX,RC,WD,RC
HF5079,MMF.16S.203_HF5079,1574,RC-ABX-PBS,RC,1B,pre-abx,49,-3,-3,NA,A2,C1,18779,13822,10590,Feb_2022,ABX,RC,PBS,RC
HF5083,MMF.16S.203_HF5083,1568,RC-WD,RC,1C,pre-abx,49,-3,-3,NA,A2,C1,57736,51471,39496,Feb_2022,ABX,WD,WD,RC
HF5084,MMF.16S.203_HF5084,1571,WD-RC,WD,1D,pre-abx,49,-3,-3,NA,A2,C1,21799,19164,15428,Feb_2022,ABX,RC,RC,WD
HF5085,MMF.16S.203_HF5085,1589,WD-MICR,WD,1D,pre-abx,49,-3,-3,NA,A2,C1,21869,16575,13570,Feb_2022,ABX,WD,RC,WD
HF5086,MMF.16S.203_HF5086,1569,WD-PBS-PBS,WD,1D,pre-abx,49,-3,-3,NA,A2,C1,80949,74253,55889,Feb_2022,PBS,WD,PBS,WD
HF5090,MMF.16S.203_HF5090,1580,WD-DIET,WD,1E,pre-abx,49,-3,-3,NA,A2,C1,5922,4798,3771,Feb_2022,ABX,RC,WD,WD
HF5094,MMF.16S.203_HF5094,1584,WD-WD,WD,1F,pre-abx,49,-3,-3,NA,A2,C1,13305,11510,9800,Feb_2022,ABX,WD,WD,WD
HF5091,MMF.16S.203_HF5091,1570,WD-ABX-PBS,WD,1E,pre-abx,49,-3,-3,NA,A2,C1,30624,27087,19951,Feb_2022,ABX,WD,PBS,WD
HF5348,MMF.16S.203_HF5348,1622,RC-ABX-PBS,RC,2A,pre-abx,49,-3,-3,NA,A2,C2,42589,38693,27427,Feb_2022,ABX,RC,PBS,RC
HF5349,MMF.16S.203_HF5349,1623,RC-PBS-PBS,RC,2A,pre-abx,49,-3,-3,NA,A2,C2,7247,6255,5532,Feb_2022,PBS,RC,PBS,RC
HF5350,MMF.16S.203_HF5350,1624,RC-MICR,RC,2A,pre-abx,49,-3,-3,NA,A2,C2,4054,3714,3083,Feb_2022,ABX,RC,WD,RC
HF5351,MMF.16S.203_HF5351,1625,RC-PBS-PBS,RC,2A,pre-abx,49,-3,-3,NA,A2,C2,44708,40938,30592,Feb_2022,PBS,RC,PBS,RC
HF5352,MMF.16S.203_HF5352,1621,RC-WD,RC,2B,pre-abx,49,-3,-3,NA,A2,C2,2864,2400,1631,Feb_2022,ABX,WD,WD,RC
HF5353,MMF.16S.203_HF5353,1636,RC-RC,RC,2B,pre-abx,49,-3,-3,NA,A2,C2,12050,9339,7300,Feb_2022,ABX,RC,RC,RC
HF5354,MMF.16S.203_HF5354,1637,RC-DIET,RC,2B,pre-abx,49,-3,-3,NA,A2,C2,5017,4232,3247,Feb_2022,ABX,WD,RC,RC
HF5355,MMF.16S.203_HF5355,1639,RC-MICR,RC,2B,pre-abx,49,-3,-3,NA,A2,C2,26227,24186,19098,Feb_2022,ABX,RC,WD,RC
HF5356,MMF.16S.203_HF5356,1638,RC-RC,RC,2C,pre-abx,49,-3,-3,NA,A2,C2,44538,38652,30029,Feb_2022,ABX,RC,RC,RC
HF5357,MMF.16S.203_HF5357,1640,RC-WD,RC,2C,pre-abx,49,-3,-3,NA,A2,C2,37756,33677,28444,Feb_2022,ABX,WD,WD,RC
HF5358,MMF.16S.204_HF5358,1641,RC-ABX-PBS,RC,2C,pre-abx,49,-3,-3,NA,A2,C2,45387,39484,30826,Feb_2022,ABX,RC,PBS,RC
HF5359,MMF.16S.204_HF5359,1644,RC-DIET,RC,2C,pre-abx,49,-3,-3,NA,A2,C2,59546,53425,39695,Feb_2022,ABX,WD,RC,RC
HF5360,MMF.16S.204_HF5360,1626,WD-MICR,WD,2D,pre-abx,49,-3,-3,NA,A2,C2,3516,3105,2608,Feb_2022,ABX,WD,RC,WD
HF5361,MMF.16S.204_HF5361,1629,WD-PBS-PBS,WD,2D,pre-abx,49,-3,-3,NA,A2,C2,21506,19600,16223,Feb_2022,PBS,WD,PBS,WD
HF5362,MMF.16S.204_HF5362,1642,WD-PBS-PBS,WD,2D,pre-abx,49,-3,-3,NA,A2,C2,4050,2878,2446,Feb_2022,PBS,WD,PBS,WD
HF5363,MMF.16S.204_HF5363,1643,WD-ABX-PBS,WD,2D,pre-abx,49,-3,-3,NA,A2,C2,13924,12426,10329,Feb_2022,ABX,WD,PBS,WD
HF5364,MMF.16S.204_HF5364,1627,WD-ABX-PBS,WD,2E,pre-abx,49,-3,-3,NA,A2,C2,17001,15481,12438,Feb_2022,ABX,WD,PBS,WD
HF5365,MMF.16S.204_HF5365,1628,WD-DIET,WD,2E,pre-abx,49,-3,-3,NA,A2,C2,7164,6572,5378,Feb_2022,ABX,RC,WD,WD
HF5366,MMF.16S.204_HF5366,1630,WD-RC,WD,2E,pre-abx,49,-3,-3,NA,A2,C2,58502,53147,42098,Feb_2022,ABX,RC,RC,WD
HF5367,MMF.16S.204_HF5367,1631,WD-WD,WD,2E,pre-abx,49,-3,-3,NA,A2,C2,7734,7142,5704,Feb_2022,ABX,WD,WD,WD
HF5368,MMF.16S.204_HF5368,1632.NT,WD-DIET,WD,2F,pre-abx,49,-3,-3,NA,A2,C2,6015,5350,4636,Feb_2022,ABX,RC,WD,WD
HF5369,MMF.16S.204_HF5369,1633,WD-WD,WD,2F,pre-abx,49,-3,-3,NA,A2,C2,6909,6151,5414,Feb_2022,ABX,WD,WD,WD
HF5370,MMF.16S.204_HF5370,1634,WD-MICR,WD,2F,pre-abx,49,-3,-3,NA,A2,C2,17180,13001,10533,Feb_2022,ABX,WD,RC,WD
HF5371,MMF.16S.204_HF5371,1635,WD-RC,WD,2F,pre-abx,49,-3,-3,NA,A2,C2,30962,26498,21445,Feb_2022,ABX,RC,RC,WD
HF5648,MMF.16S.205_HF5648,1677,RC-RC,RC,3A,pre-abx,49,-3,-3,NA,A2,C3,49465,40887,32882,Feb_2022,ABX,RC,RC,RC
HF5649,MMF.16S.205_HF5649,1676,RC-ABX-PBS,RC,3A,pre-abx,49,-3,-3,NA,A2,C3,8645,6868,5717,Feb_2022,ABX,RC,PBS,RC
HF5650,MMF.16S.205_HF5650,1679,RC-PBS-PBS,RC,3A,pre-abx,49,-3,-3,NA,A2,C3,36769,29318,22230,Feb_2022,PBS,RC,PBS,RC
HF5651,MMF.16S.205_HF5651,1678,RC-PBS-PBS,RC,3A,pre-abx,49,-3,-3,NA,A2,C3,8968,6022,4662,Feb_2022,PBS,RC,PBS,RC
HF5652,MMF.16S.205_HF5652,1682,RC-RC,RC,3B,pre-abx,49,-3,-3,NA,A2,C3,26690,20215,16228,Feb_2022,ABX,RC,RC,RC
HF5653,MMF.16S.205_HF5653,1681,RC-DIET,RC,3B,pre-abx,49,-3,-3,NA,A2,C3,3319,2677,2242,Feb_2022,ABX,WD,RC,RC
HF5655,MMF.16S.205_HF5655,2592,RC-WD,RC,3B,pre-abx,49,-3,-3,NA,A2,C3,35406,30844,24423,Feb_2022,ABX,WD,WD,RC
HF5657,MMF.16S.205_HF5657,1687,RC-DIET,RC,3C,pre-abx,49,-3,-3,NA,A2,C3,14303,11284,9362,Feb_2022,ABX,WD,RC,RC
HF5658,MMF.16S.205_HF5658,2593,RC-MICR,RC,3C,pre-abx,49,-3,-3,NA,A2,C3,48534,39056,29193,Feb_2022,ABX,RC,WD,RC
HF5659,MMF.16S.205_HF5659,2594,RC-WD,RC,3C,pre-abx,49,-3,-3,NA,A2,C3,28220,22746,18241,Feb_2022,ABX,WD,WD,RC
HF5660,MMF.16S.205_HF5660,1689,WD-RC,WD,3D,pre-abx,49,-3,-3,NA,A2,C3,8321,6509,5162,Feb_2022,ABX,RC,RC,WD
HF5661,MMF.16S.205_HF5661,1688,WD-PBS-PBS,WD,3D,pre-abx,49,-3,-3,NA,A2,C3,77500,59076,49374,Feb_2022,PBS,WD,PBS,WD
HF5662,MMF.16S.205_HF5662,1690,WD-PBS-PBS,WD,3D,pre-abx,49,-3,-3,NA,A2,C3,40388,33586,27799,Feb_2022,PBS,WD,PBS,WD
HF5663,MMF.16S.205_HF5663,1691,WD-ABX-PBS,WD,3D,pre-abx,49,-3,-3,NA,A2,C3,16508,13054,11059,Feb_2022,ABX,WD,PBS,WD
HF5664,MMF.16S.205_HF5664,1694,WD-WD,WD,3E,pre-abx,49,-3,-3,NA,A2,C3,37857,30401,23412,Feb_2022,ABX,WD,WD,WD
HF5665,MMF.16S.205_HF5665,1693,WD-DIET,WD,3E,pre-abx,49,-3,-3,NA,A2,C3,6465,4988,4127,Feb_2022,ABX,RC,WD,WD
HF5666,MMF.16S.205_HF5666,1692,WD-MICR,WD,3E,pre-abx,49,-3,-3,NA,A2,C3,23913,18454,15438,Feb_2022,ABX,WD,RC,WD
HF5667,MMF.16S.205_HF5667,1686,WD-RC,WD,3E,pre-abx,49,-3,-3,NA,A2,C3,9197,7686,5849,Feb_2022,ABX,RC,RC,WD
HF5668,MMF.16S.205_HF5668,1696,WD-ABX-PBS,WD,3F,pre-abx,49,-3,-3,NA,A2,C3,10002,7621,6369,Feb_2022,ABX,WD,PBS,WD
HF5669,MMF.16S.205_HF5669,1698,WD-WD,WD,3F,pre-abx,49,-3,-3,NA,A2,C3,13452,9433,6849,Feb_2022,ABX,WD,WD,WD
HF5670,MMF.16S.205_HF5670,1697,WD-DIET,WD,3F,pre-abx,49,-3,-3,NA,A2,C3,25514,19576,15899,Feb_2022,ABX,RC,WD,WD
HF5671,MMF.16S.205_HF5671,2595,WD-MICR,WD,3F,pre-abx,49,-3,-3,NA,A2,C3,2415,1958,1637,Feb_2022,ABX,WD,RC,WD
HF5950,MMF.16S.210_HF5950,2042,RC-ABX-PBS,RC,4G,pre-abx,49,-3,-3,NA,A2,C4,26381,21299,16274,Mar_2022,ABX,RC,PBS,RC
HF5951,MMF.16S.210_HF5951,2044,RC-PBS-PBS,RC,4A,pre-abx,49,-3,-3,NA,A2,C4,54902,45157,35897,Mar_2022,PBS,RC,PBS,RC
HF5952,MMF.16S.210_HF5952,2041,RC-PBS-PBS,RC,4A,pre-abx,49,-3,-3,NA,A2,C4,21760,18135,15222,Mar_2022,PBS,RC,PBS,RC
HF5953,MMF.16S.210_HF5953,2040,RC-DIET,RC,4G,pre-abx,49,-3,-3,NA,A2,C4,17547,14034,12099,Mar_2022,ABX,WD,RC,RC
HF5954,MMF.16S.210_HF5954,2043,RC-MICR,RC,4G,pre-abx,49,-3,-3,NA,A2,C4,59200,49553,38019,Mar_2022,ABX,RC,WD,RC
HF5955,MMF.16S.210_HF5955,2048,RC-ABX-PBS,RC,4B,pre-abx,49,-3,-3,NA,A2,C4,4005,3181,2652,Mar_2022,ABX,RC,PBS,RC
HF5956,MMF.16S.210_HF5956,2049,RC-DIET,RC,4B,pre-abx,49,-3,-3,NA,A2,C4,10285,8729,7375,Mar_2022,ABX,WD,RC,RC
HF5957,MMF.16S.210_HF5957,2045,RC-MICR,RC,4B,pre-abx,49,-3,-3,NA,A2,C4,30508,24853,20812,Mar_2022,ABX,RC,WD,RC
HF5958,MMF.16S.210_HF5958,2046,RC-WD,RC,4B,pre-abx,49,-3,-3,NA,A2,C4,10922,8899,7216,Mar_2022,ABX,WD,WD,RC
HF5959,MMF.16S.210_HF5959,2030,RC-ABX-PBS,RC,4C,pre-abx,49,-3,-3,NA,A2,C4,12180,8498,7468,Mar_2022,ABX,RC,PBS,RC
HF5960,MMF.16S.210_HF5960,2032,RC-RC,RC,4C,pre-abx,49,-3,-3,NA,A2,C4,9533,7487,5762,Mar_2022,ABX,RC,RC,RC
HF5961,MMF.16S.210_HF5961,2034,RC-MICR,RC,4C,pre-abx,49,-3,-3,NA,A2,C4,31693,26925,23091,Mar_2022,ABX,RC,WD,RC
HF5962,MMF.16S.210_HF5962,2033,RC-WD,RC,4C,pre-abx,49,-3,-3,NA,A2,C4,50870,42431,33489,Mar_2022,ABX,WD,WD,RC
HF5963,MMF.16S.210_HF5963,2054,WD-ABX-PBS,WD,4E,pre-abx,49,-3,-3,NA,A2,C4,28444,23574,18867,Mar_2022,ABX,WD,PBS,WD
HF5964,MMF.16S.211_HF5964,2052,WD-RC,WD,4F,pre-abx,49,-3,-3,NA,A2,C4,37036,30503,25965,Mar_2022,ABX,RC,RC,WD
HF5965,MMF.16S.211_HF5965,2053,WD-PBS-PBS,WD,4D,pre-abx,49,-3,-3,NA,A2,C4,32049,26773,22874,Mar_2022,PBS,WD,PBS,WD
HF5966,MMF.16S.211_HF5966,2050,WD-PBS-PBS,WD,4D,pre-abx,49,-3,-3,NA,A2,C4,10490,8781,7782,Mar_2022,PBS,WD,PBS,WD
HF5967,MMF.16S.211_HF5967,2037,WD-WD,WD,4E,pre-abx,49,-3,-3,NA,A2,C4,33123,26312,23085,Mar_2022,ABX,WD,WD,WD
HF5968,MMF.16S.211_HF5968,2035,WD-DIET,WD,4E,pre-abx,49,-3,-3,NA,A2,C4,3397,1322,1180,Mar_2022,ABX,RC,WD,WD
HF5969,MMF.16S.211_HF5969,2039,WD-DIET,WD,4E,pre-abx,49,-3,-3,NA,A2,C4,25116,20399,18497,Mar_2022,ABX,RC,WD,WD
HF5970,MMF.16S.211_HF5970,2036,WD-RC,WD,4E,pre-abx,49,-3,-3,NA,A2,C4,13256,11123,9450,Mar_2022,ABX,RC,RC,WD
HF5971,MMF.16S.211_HF5971,2051,WD-ABX-PBS,WD,4F,pre-abx,49,-3,-3,NA,A2,C4,12613,10967,9191,Mar_2022,ABX,WD,PBS,WD
HF5972,MMF.16S.211_HF5972,2047,WD-WD,WD,4F,pre-abx,49,-3,-3,NA,A2,C4,33621,28887,24590,Mar_2022,ABX,WD,WD,WD
HF5973,MMF.16S.211_HF5973,2038,WD-DIET,WD,4F,pre-abx,49,-3,-3,NA,A2,C4,16095,13950,11798,Mar_2022,ABX,RC,WD,WD
HF5974,MMF.16S.211_HF5974,2031,WD-DIET,WD,4F,pre-abx,49,-3,-3,NA,A2,C4,18337,15994,13949,Mar_2022,ABX,RC,WD,WD
HF5170,MMF.16S.332_HF5170,1585,RC-RC,RC,3,rec-wk1,59,7,7,NA,A2,C1,158812,111132,103521,Feb_2023,ABX,RC,RC,RC
HF5186,MMF.16S.332_HF5186,1571,WD-RC,WD,12,rec-wk1,59,7,7,NA,A2,C1,117252,89589,84886,Feb_2023,ABX,RC,RC,WD
HF5448,MMF.16S.332_HF5448,1636,RC-RC,RC,15,rec-wk1,59,7,7,NA,A2,C2,95311,78017,76806,Feb_2023,ABX,RC,RC,RC
HF5466,MMF.16S.332_HF5466,1630,WD-RC,WD,24,rec-wk1,59,7,7,NA,A2,C2,135192,114376,114017,Feb_2023,ABX,RC,RC,WD
HF5722,MMF.16S.332_HF5722,1676,RC-RC,RC,27,rec-wk1,59,7,7,NA,A2,C3,54206,42672,41409,Feb_2023,ABX,RC,RC,RC
HF5740,MMF.16S.332_HF5740,1686,WD-RC,WD,36,rec-wk1,59,7,7,NA,A2,C3,104274,87009,82945,Feb_2023,ABX,RC,RC,WD
HF6005,MMF.16S.332_HF6005,2032,RC-RC,RC,39,rec-wk1,59,7,7,NA,A2,C4,134760,98461,89981,Feb_2023,ABX,RC,RC,RC
HF6023,MMF.16S.332_HF6023,2036,WD-RC,WD,48,rec-wk1,59,7,7,NA,A2,C4,106637,78220,69324,Feb_2023,ABX,RC,RC,WD
HF5210,MMF.16S.203_HF5210,1587,RC-PBS-PBS,RC,1,rec-wk2,66,14,14,NA,A2,C1,33632,29738,23146,Feb_2022,PBS,RC,PBS,RC
HF5212,MMF.16S.203_HF5212,1574,RC-ABX-PBS,RC,2,rec-wk2,66,14,14,NA,A2,C1,12932,12188,10926,Feb_2022,ABX,RC,PBS,RC
HF5214,MMF.16S.203_HF5214,1585,RC-RC,RC,3,rec-wk2,66,14,14,NA,A2,C1,20300,18432,16029,Feb_2022,ABX,RC,RC,RC
HF5216,MMF.16S.203_HF5216,1566,RC-DIET,RC,4,rec-wk2,66,14,14,NA,A2,C1,64963,59603,51713,Feb_2022,ABX,WD,RC,RC
HF5218,MMF.16S.203_HF5218,1588,RC-MICR,RC,5,rec-wk2,66,14,14,NA,A2,C1,26334,23705,20887,Feb_2022,ABX,RC,WD,RC
HF5221,MMF.16S.203_HF5221,1569,WD-PBS-PBS,WD,7,rec-wk2,66,14,14,NA,A2,C1,38744,33518,28108,Feb_2022,PBS,WD,PBS,WD
HF5226,MMF.16S.203_HF5226,1584,WD-WD,WD,9,rec-wk2,66,14,14,NA,A2,C1,32918,31104,26758,Feb_2022,ABX,WD,WD,WD
HF5228,MMF.16S.203_HF5228,1580,WD-DIET,WD,10,rec-wk2,66,14,14,NA,A2,C1,13345,12649,11681,Feb_2022,ABX,RC,WD,WD
HF5229,MMF.16S.203_HF5229,1589,WD-MICR,WD,11,rec-wk2,66,14,14,NA,A2,C1,555,484,461,Feb_2022,ABX,WD,RC,WD
HF5231,MMF.16S.203_HF5231,1571,WD-RC,WD,12,rec-wk2,66,14,14,NA,A2,C1,14816,11846,10763,Feb_2022,ABX,RC,RC,WD
HF5225,MMF.16S.203_HF5225,1570,WD-ABX-PBS,WD,8,rec-wk2,66,14,14,NA,A2,C1,30577,25928,24747,Feb_2022,ABX,WD,PBS,WD
HF5492,MMF.16S.204_HF5492,1625,RC-PBS-PBS,RC,13,rec-wk2,66,14,14,NA,A2,C2,1362,1130,961,Feb_2022,PBS,RC,PBS,RC
HF5493,MMF.16S.204_HF5493,1623,RC-PBS-PBS,RC,13,rec-wk2,66,14,14,NA,A2,C2,58431,50018,39565,Feb_2022,PBS,RC,PBS,RC
HF5494,MMF.16S.204_HF5494,1641,RC-ABX-PBS,RC,14,rec-wk2,66,14,14,NA,A2,C2,11120,9724,8035,Feb_2022,ABX,RC,PBS,RC
HF5495,MMF.16S.204_HF5495,1622,RC-ABX-PBS,RC,14,rec-wk2,66,14,14,NA,A2,C2,30386,28136,22769,Feb_2022,ABX,RC,PBS,RC
HF5496,MMF.16S.204_HF5496,1636,RC-RC,RC,15,rec-wk2,66,14,14,NA,A2,C2,10897,9968,8698,Feb_2022,ABX,RC,RC,RC
HF5497,MMF.16S.204_HF5497,1638,RC-RC,RC,15,rec-wk2,66,14,14,NA,A2,C2,1319,1120,881,Feb_2022,ABX,RC,RC,RC
HF5498,MMF.16S.204_HF5498,1637,RC-DIET,RC,16,rec-wk2,66,14,14,NA,A2,C2,13994,12809,12757,Feb_2022,ABX,WD,RC,RC
HF5499,MMF.16S.204_HF5499,1644,RC-DIET,RC,16,rec-wk2,66,14,14,NA,A2,C2,49456,47592,47435,Feb_2022,ABX,WD,RC,RC
HF5500,MMF.16S.204_HF5500,1639,RC-MICR,RC,17,rec-wk2,66,14,14,NA,A2,C2,34644,29966,21466,Feb_2022,ABX,RC,WD,RC
HF5501,MMF.16S.204_HF5501,1624,RC-MICR,RC,17,rec-wk2,66,14,14,NA,A2,C2,14698,12316,9374,Feb_2022,ABX,RC,WD,RC
HF5502,MMF.16S.204_HF5502,1621,RC-WD,RC,18,rec-wk2,66,14,14,NA,A2,C2,47281,44365,41405,Feb_2022,ABX,WD,WD,RC
HF5503,MMF.16S.204_HF5503,1640,RC-WD,RC,18,rec-wk2,66,14,14,NA,A2,C2,85058,80345,76185,Feb_2022,ABX,WD,WD,RC
HF5504,MMF.16S.204_HF5504,1629,WD-PBS-PBS,WD,19,rec-wk2,66,14,14,NA,A2,C2,22393,20057,15823,Feb_2022,PBS,WD,PBS,WD
HF5505,MMF.16S.204_HF5505,1642,WD-PBS-PBS,WD,19,rec-wk2,66,14,14,NA,A2,C2,39844,36324,30284,Feb_2022,PBS,WD,PBS,WD
HF5506,MMF.16S.204_HF5506,1627,WD-ABX-PBS,WD,20,rec-wk2,66,14,14,NA,A2,C2,34436,31047,29314,Feb_2022,ABX,WD,PBS,WD
HF5507,MMF.16S.204_HF5507,1643,WD-ABX-PBS,WD,20,rec-wk2,66,14,14,NA,A2,C2,4065,3764,3516,Feb_2022,ABX,WD,PBS,WD
HF5508,MMF.16S.204_HF5508,1631,WD-WD,WD,21,rec-wk2,66,14,14,NA,A2,C2,812,760,701,Feb_2022,ABX,WD,WD,WD
HF5509,MMF.16S.204_HF5509,1633,WD-WD,WD,21,rec-wk2,66,14,14,NA,A2,C2,16773,15765,15022,Feb_2022,ABX,WD,WD,WD
HF5510,MMF.16S.204_HF5510,1628,WD-DIET,WD,22,rec-wk2,66,14,14,NA,A2,C2,9166,8220,6322,Feb_2022,ABX,RC,WD,WD
HF5511,MMF.16S.204_HF5511,1632.NT,WD-DIET,WD,22,rec-wk2,66,14,14,NA,A2,C2,34419,30942,25000,Feb_2022,ABX,RC,WD,WD
HF5512,MMF.16S.204_HF5512,1626,WD-MICR,WD,23,rec-wk2,66,14,14,NA,A2,C2,6368,5780,5582,Feb_2022,ABX,WD,RC,WD
HF5513,MMF.16S.204_HF5513,1634,WD-MICR,WD,23,rec-wk2,66,14,14,NA,A2,C2,8858,8140,7875,Feb_2022,ABX,WD,RC,WD
HF5514,MMF.16S.204_HF5514,1630,WD-RC,WD,24,rec-wk2,66,14,14,NA,A2,C2,55438,51039,43904,Feb_2022,ABX,RC,RC,WD
HF5515,MMF.16S.204_HF5515,1635,WD-RC,WD,24,rec-wk2,66,14,14,NA,A2,C2,46669,44191,39181,Feb_2022,ABX,RC,RC,WD
HF5765,MMF.16S.210_HF5765,1679,RC-PBS-PBS,RC,25,rec-wk2,66,14,14,NA,A2,C3,14108,10460,9560,Mar_2022,PBS,RC,PBS,RC
HF5766,MMF.16S.210_HF5766,1678,RC-PBS-PBS,RC,25,rec-wk2,66,14,14,NA,A2,C3,42140,32147,27831,Mar_2022,PBS,RC,PBS,RC
HF5768,MMF.16S.210_HF5768,1676,RC-RC,RC,27,rec-wk2,66,14,14,NA,A2,C3,25514,21708,17106,Mar_2022,ABX,RC,RC,RC
HF5769,MMF.16S.210_HF5769,1682,RC-RC,RC,27,rec-wk2,66,14,14,NA,A2,C3,10919,8754,7452,Mar_2022,ABX,RC,RC,RC
HF5770,MMF.16S.210_HF5770,1677,RC-RC,RC,27,rec-wk2,66,14,14,NA,A2,C3,30308,24861,19556,Mar_2022,ABX,RC,RC,RC
HF5771,MMF.16S.210_HF5771,1681,RC-DIET,RC,28,rec-wk2,66,14,14,NA,A2,C3,44755,40699,39643,Mar_2022,ABX,WD,RC,RC
HF5772,MMF.16S.210_HF5772,1687,RC-DIET,RC,28,rec-wk2,66,14,14,NA,A2,C3,10223,9353,8966,Mar_2022,ABX,WD,RC,RC
