sampleID,seqID,Mouse,Treatment,Diet,Cage,Desc,Day,Rec_day,Rec_day_adj,Sac.group,Aim,Cohort,reads.in,reads.out,nseqs,seq_run,Abx,Post.diet,Post.micr,Pre.diet
HF8938,MMF.16S.253_HF8938,3146,WD-ABX,WD,6102385,rec-wk2,66,14,14,NA,A1,C5,29506,23164,22518,June_2022,ABX,,,WD
HF8939,MMF.16S.253_HF8939,3145,WD-PBS,WD,5903644,rec-wk2,66,14,14,NA,A1,C5,69679,48072,38134,June_2022,PBS,,,WD
HF9376,MMF.16S.253_HF9376,3177,RC-ABX,RC,6103740,rec-wk2,66,14,14,NA,A1,C6,21037,15903,15042,June_2022,ABX,,,RC
HF9377,MMF.16S.253_HF9377,3178,RC-ABX,RC,6103740,rec-wk2,66,14,14,NA,A1,C6,21086,18064,17232,June_2022,ABX,,,RC
HF9378,MMF.16S.253_HF9378,3179,RC-ABX,RC,6103740,rec-wk2,66,14,14,NA,A1,C6,21003,19399,18879,June_2022,ABX,,,RC
HF9379,MMF.16S.253_HF9379,3180,RC-ABX,RC,6103740,rec-wk2,66,14,14,NA,A1,C6,37597,33247,31495,June_2022,ABX,,,RC
HF9380,MMF.16S.253_HF9380,3181,RC-PBS,RC,6103741,rec-wk2,66,14,14,NA,A1,C6,56549,49389,47929,June_2022,PBS,,,RC
HF9381,MMF.16S.254_HF9381,3182,RC-PBS,RC,6103741,rec-wk2,66,14,14,NA,A1,C6,67085,58856,55385,June_2022,PBS,,,RC
HF9382,MMF.16S.254_HF9382,3183,RC-PBS,RC,6103741,rec-wk2,66,14,14,NA,A1,C6,72920,60444,54449,June_2022,PBS,,,RC
HF9383,MMF.16S.254_HF9383,3184,RC-PBS,RC,6103741,rec-wk2,66,14,14,NA,A1,C6,38319,29720,26303,June_2022,PBS,,,RC
HF9384,MMF.16S.254_HF9384,3185,WD-ABX,WD,6103742,rec-wk2,66,14,14,NA,A1,C6,8791,8228,8023,June_2022,ABX,,,WD
HF9385,MMF.16S.254_HF9385,3186,WD-ABX,WD,6103742,rec-wk2,66,14,14,NA,A1,C6,25373,23567,23142,June_2022,ABX,,,WD
HF9386,MMF.16S.254_HF9386,3187,WD-ABX,WD,6103742,rec-wk2,66,14,14,NA,A1,C6,2682,2508,2425,June_2022,ABX,,,WD
HF9387,MMF.16S.254_HF9387,3188,WD-ABX,WD,6103742,rec-wk2,66,14,14,NA,A1,C6,13118,11868,11654,June_2022,ABX,,,WD
HF9388,MMF.16S.254_HF9388,3189,WD-PBS,WD,6103743,rec-wk2,66,14,14,NA,A1,C6,21862,17852,15551,June_2022,PBS,,,WD
HF9389,MMF.16S.254_HF9389,3190,WD-PBS,WD,6103743,rec-wk2,66,14,14,NA,A1,C6,39321,34397,30245,June_2022,PBS,,,WD
HF9390,MMF.16S.254_HF9390,3191,WD-PBS,WD,6103743,rec-wk2,66,14,14,NA,A1,C6,15105,13333,11447,June_2022,PBS,,,WD
HF9391,MMF.16S.254_HF9391,3192,WD-PBS,WD,6103743,rec-wk2,66,14,14,NA,A1,C6,20861,17873,15062,June_2022,PBS,,,WD
