diversity_shannon,observed,chao1,camargo,pielou,simpson,evar,bulla,sampleID,PD,SR,seqID,Mouse,Treatment,Diet,Cage,Desc,Day,Rec_day,Rec_day_adj,Sac.group,Aim,Cohort,reads.in,reads.out,nseqs,seq_run,Abx,Post.diet,Post.micr,Pre.diet
0.410640203,3,3,1,0.373780821,0.434772369,0.120737318,0.201311806,HF2851,1.137172759,3,MMF.16S.194_HF2851,1515,WD-ABX,WD,6072210,rec_wk2,66,14,14,3,A1,C3,61690,26991,26258,Jan_2022,ABX,NA,NA,WD
1.503813934,19,19,1,0.510730208,0.135730568,0.165893761,0.319561586,HF2870,4.734036142,19,MMF.16S.194_HF2870,1519,WD-PBS,WD,6072211,rec_wk2,66,14,14,3,A1,C3,33856,15036,13541,Jan_2022,PBS,NA,NA,WD
2.037004207,33,33,1,0.582582526,0.131605224,0.185524614,0.330350306,HF2889,5.892639611,33,MMF.16S.194_HF2889,1520,WD-PBS,WD,6072211,rec_wk2,66,14,14,3,A1,C3,154874,41069,34933,Jan_2022,PBS,NA,NA,WD
3.02559003,100,100,0.999638752,0.656998527,0.086594489,0.303594016,0.346407578,HF2908,11.02589554,100,MMF.16S.194_HF2908,1522,RC-PBS,RC,6072212,rec_wk2,66,14,14,3,A1,C3,83052,41148,32857,Jan_2022,PBS,NA,NA,RC
2.260647143,95,95,0.999751846,0.496422542,0.034477164,0.29220576,0.27362579,HF2927,10.14645142,95,MMF.16S.194_HF2927,1526,RC-PBS,RC,6072212,rec_wk2,66,14,14,3,A1,C3,74558,45770,40434,Jan_2022,PBS,NA,NA,RC
2.321027042,36,36,1,0.647694928,0.22162493,0.124853514,0.292118387,HF2946,6.542380287,36,MMF.16S.194_HF2946,1531,WD-PBS,WD,6072213,rec_wk2,66,14,14,3,A1,C3,58208,29245,24278,Jan_2022,PBS,NA,NA,WD
2.875779922,66,66,1,0.686400217,0.13209239,0.254250158,0.364259009,HF2966,8.229539737,66,MMF.16S.194_HF2966,1535,RC-PBS,RC,6072214,rec_wk2,66,14,14,3,A1,C3,43988,23159,21722,Jan_2022,PBS,NA,NA,RC
2.34645891,56,56,1,0.582920224,0.119360148,0.159004782,0.255263148,HF2984,7.826612249,56,MMF.16S.194_HF2984,1999,RC-ABX,RC,6072207,rec_wk4,80,28,28,4,A1,C3,129637,57283,51767,Jan_2022,ABX,NA,NA,RC
2.217633931,21,21,1,0.728401244,0.307369799,0.194017254,0.456930693,HF3003,3.156305162,21,MMF.16S.194_HF3003,1516,WD-ABX,WD,6072208,rec_wk4,80,28,28,4,A1,C3,91866,37257,34292,Jan_2022,ABX,NA,NA,WD
3.070447659,110,110,1,0.653219973,0.086139018,0.206752748,0.343227904,HF3022,10.04722185,110,MMF.16S.194_HF3022,1507,RC-ABX,RC,6072209,rec_wk4,80,28,28,4,A1,C3,155647,87129,81351,Jan_2022,ABX,NA,NA,RC
2.577813484,67,67,1,0.613080127,0.108325035,0.178052825,0.284259066,HF3041,8.049313939,67,MMF.16S.194_HF3041,1543,RC-ABX,RC,6072209,rec_wk4,80,28,28,4,A1,C3,119427,75577,69595,Jan_2022,ABX,NA,NA,RC
1.383773795,19,19,1,0.469961784,0.14494829,0.128622179,0.249572028,HF3060,3.700202884,19,MMF.16S.194_HF3060,1512,WD-ABX,WD,6072210,rec_wk4,80,28,28,4,A1,C3,136696,84488,82475,Jan_2022,ABX,NA,NA,WD
1.174019231,19,19,1,0.398724252,0.131786264,0.092104052,0.170808684,HF3079,3.481856296,19,MMF.16S.194_HF3079,1504,WD-ABX,WD,6072210,rec_wk4,80,28,28,4,A1,C3,216953,139387,137102,Jan_2022,ABX,NA,NA,WD
2.471552939,56,56,1,0.613996771,0.136593949,0.172606164,0.267586144,HF3098,8.282519756,56,MMF.16S.194_HF3098,1517,WD-PBS,WD,6072211,rec_wk4,80,28,28,4,A1,C3,84473,37043,34984,Jan_2022,PBS,NA,NA,WD
3.539069935,143,143,0.999058262,0.713113184,0.121068937,0.23812899,0.346621639,HF3117,12.83925315,143,MMF.16S.194_HF3117,1523,RC-PBS,RC,6072212,rec_wk4,80,28,28,4,A1,C3,205785,91008,86414,Jan_2022,PBS,NA,NA,RC
2.643200169,41,41,1,0.711767571,0.218350094,0.261883539,0.376933279,HF3136,6.761281218,41,MMF.16S.194_HF3136,1530,WD-PBS,WD,6072213,rec_wk4,80,28,28,4,A1,C3,54261,18613,15432,Jan_2022,PBS,NA,NA,WD
2.521815298,56,56,1,0.626483222,0.13448668,0.19376343,0.280424418,HF3155,7.902448318,56,MMF.16S.194_HF3155,1528,WD-PBS,WD,6072213,rec_wk4,80,28,28,4,A1,C3,54474,31810,29971,Jan_2022,PBS,NA,NA,WD
2.160707734,22,22,1,0.699022342,0.224609764,0.377804153,0.442574622,HF3174,4.562932126,22,MMF.16S.194_HF3174,1533,RC-PBS,RC,6072214,rec_wk4,80,28,28,4,A1,C3,3883,2318,2146,Jan_2022,PBS,NA,NA,RC
3.165322688,89,89,1,0.705185813,0.144037633,0.236775696,0.36517165,HF3193,9.30019678,89,MMF.16S.194_HF3193,1534,RC-PBS,RC,6072214,rec_wk4,80,28,28,4,A1,C3,99900,51515,45773,Jan_2022,PBS,NA,NA,RC
