KO,s211004_MEGANKENNEDYHF10_SORTED,s211004_MEGANKENNEDYHF11_SORTED,s211004_MEGANKENNEDYHF12_SORTED,s211004_MEGANKENNEDYHF13_SORTED,s211004_MEGANKENNEDYHF14_SORTED,s211004_MEGANKENNEDYHF15_SORTED,s211004_MEGANKENNEDYHF16_SORTED,s211004_MEGANKENNEDYHF17_SORTED,s211004_MEGANKENNEDYHF189_SORTED,s211004_MEGANKENNEDYHF18_SORTED,s211004_MEGANKENNEDYHF19_SORTED,s211004_MEGANKENNEDYHF1_SORTED,s211004_MEGANKENNEDYHF20_SORTED,s211004_MEGANKENNEDYHF21_SORTED,s211004_MEGANKENNEDYHF22_SORTED,s211004_MEGANKENNEDYHF23_SORTED,s211004_MEGANKENNEDYHF24_SORTED,s211004_MEGANKENNEDYHF2_SORTED,s211004_MEGANKENNEDYHF3_SORTED,s211004_MEGANKENNEDYHF4_SORTED,s211004_MEGANKENNEDYHF5_SORTED,s211004_MEGANKENNEDYHF6_SORTED,s211004_MEGANKENNEDYHF7_SORTED,s211004_MEGANKENNEDYHF8_SORTED,s230228_MEGAN_HF1125_SORTED,s230228_MEGAN_HF1129_SORTED,s230228_MEGAN_HF1210_SORTED,s230228_MEGAN_HF1213_SORTED,s230228_MEGAN_HF1258_SORTED,s230228_MEGAN_HF1379_SORTED,s230228_MEGAN_HF1382_SORTED,s230228_MEGAN_HF151_SORTED,s230228_MEGAN_HF181_SORTED,s230228_MEGAN_HF187_SORTED,s230228_MEGAN_HF217_SORTED,s230228_MEGAN_HF223_SORTED,s230228_MEGAN_HF3022_SORTED,s230228_MEGAN_HF3060_SORTED,s230228_MEGAN_HF453_SORTED,s230228_MEGAN_HF459_SORTED,s230228_MEGAN_HF497_SORTED,s230228_MEGAN_HF499_SORTED,s230228_MEGAN_HF515_SORTED,s230228_MEGAN_HF561_SORTED,s230228_MEGAN_HF563_SORTED,s230228_MEGAN_HF596_SORTED,s230228_MEGAN_HF597_SORTED,s230228_MEGAN_HF73_SORTED,s230228_MEGAN_HF79_SORTED,s230228_MEGAN_HF97_SORTED
K02038,5.87083186,190.2783233,212.2627129,203.3158543,169.9021076,177.3706525,237.9120626,299.1015546,637.8888236,414.768625,215.6192222,250.3889887,106.4849128,213.8668558,216.4107175,228.4288979,239.0487263,173.9797652,214.6292698,260.0587624,291.4712723,227.7447392,197.2157503,213.947559,168.5865406,302.2208786,0,224.1478228,569.5678893,257.903339,465.4421252,346.6872639,402.8588921,329.325886,241.5547206,371.6119192,266.2940601,423.2075774,264.3865008,245.8018151,388.9311301,125.1908242,470.7132327,397.727473,252.553613,485.423558,148.2404166,10.20030084,411.4004474,208.8402105
K02039,6.22704539,143.9663376,159.6899928,196.6288692,145.3811061,162.7057564,169.7953172,186.4688502,622.2684402,369.8031439,218.7167168,244.9167705,103.9993031,231.2649368,266.8357499,243.5208822,227.7665711,149.7155123,228.3628515,162.5591628,252.7448874,166.8917547,147.0293739,176.8800096,189.7181244,256.3735921,0.301801802,247.146789,524.835576,146.3062408,486.813407,257.4738437,341.0170477,287.1529316,205.0311508,160.3989609,269.5734244,329.6337423,253.2818907,239.792786,389.3543238,77.37256478,452.4333183,385.6372608,228.5038903,498.6385503,150.7818783,7.136335253,432.1576714,183.5756778
K02040,17.13665397,446.0038947,449.5812816,415.3206042,376.4810613,393.7538696,503.4101834,479.5635658,1181.357299,773.0980778,411.1005497,443.3148004,187.5551182,346.0365729,382.064084,358.730489,433.3088913,430.5213688,394.0173028,526.9772826,448.7224287,493.8590344,485.7159936,427.5730568,364.4671742,380.3346889,0,439.7795782,531.6845945,515.0449135,886.8630472,575.2707993,443.243316,582.6187101,254.2320351,455.3290744,403.3363097,452.1396022,347.8524539,453.0700218,728.7587006,112.5747904,449.7513749,700.891673,407.5309721,956.9303661,447.7923412,9.821930944,829.7374161,249.8455576
K02041,0.482652613,17.20532155,16.97316469,30.67624181,31.50806564,19.96186181,12.25057581,24.19708596,517.2974406,28.53469331,41.03888509,26.83530071,34.59109312,50.80722276,40.64878676,50.7041114,67.52497693,16.09119028,20.49217378,16.47024426,42.4278191,22.83535292,13.49857185,10.60843416,22.6687104,80.54418899,0,287.4274088,0,19.40535793,237.2899685,277.5249663,4.849802372,208.3573109,4.453227931,103.9755387,46.22979798,38.80701754,35.73318499,33.56891685,483.312699,21.28315013,1.811546841,501.2760966,39.4575462,240.5910931,37.4106613,8.626361656,467.9649123,126.5227343
K02042,0.757130089,36.16331643,30.50442777,63.71501945,70.70772511,36.37803818,21.29176788,55.02917345,970.4717917,52.01984928,63.45252541,54.65452379,56.73946973,87.33496083,60.79123446,95.66192489,125.8637742,31.0689494,35.84980981,38.95976515,90.45458845,43.76186996,25.99666931,21.29591212,41.00345844,173.7932899,0.370233702,563.6109334,0,40.66790593,469.3515366,543.5720924,10.16665591,443.8937846,5.686666245,188.1036317,103.6814079,83.47739609,76.60155296,65.84585299,922.3923413,53.80511579,2.364194218,945.9980139,88.78822862,488.8604164,88.61062046,24.45044368,951.9180083,238.8078108
K02043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143052277,0,0,0,0,0,0,0,0,0,0,0,0,24.75275374,0,0,0,0,0,0
K02044,0.871864141,34.29954843,25.62250057,51.23542082,62.23253286,30.24735768,11.51246576,42.79291987,502.8395855,53.41791508,31.46479981,36.37305341,27.06838682,43.68139986,43.6472982,50.35139312,64.70866985,26.07017251,27.7823364,25.94540933,65.47461666,37.42371492,21.15037399,14.67380143,50.07623813,116.3472258,0,294.5514286,0,20.04409588,234.3611689,320.7780952,13.03958587,229.580833,12.94492731,105.4150851,76.42209914,32.62380952,77.02766996,66.25836359,463.202212,25.40644068,2.509363296,532.6124504,88.80073289,241.3309507,85.91209741,12.82397004,484.5504762,132.556019
K02045,0,4.895918563,3.514252247,4.946133228,2.86105232,14.96005057,7.953189659,5.778674585,0,26.60430452,20.43997466,51.63637104,7.417431611,22.69833474,24.70119036,18.3306313,11.22653107,1.862823206,3.208876106,4.378068623,9.233621429,12.61154551,10.62894132,0,8.241744632,4.551631225,0,0,0,1.418229703,0.383040936,0,78.09937022,0,16.12276298,5.81938911,2.642161098,1.151394422,9.121496544,3.87335676,0,0,0,7.662768031,6.191205449,0,4.973614904,0,0,0
K02046,0.361416361,1.17403807,3.506483864,5.167658795,3.617311139,14.05561871,5.076454558,6.356829773,17.941247,35.03155989,18.00819758,45.52379765,9.070986579,25.87695523,27.99551726,18.41941537,14.73553404,2.08663109,4.644537224,3.132780068,8.826336859,11.674926,8.67097548,1.341269996,8.989269402,9.748892215,0,0,0,0.062426384,0.177156177,71.68585132,71.20660021,4.509592326,11.29765628,6.016261882,9.692563574,2.169829018,9.854724983,3.443583172,0,43.55275779,0.392086331,20.19732186,9.042357034,0,5.585221513,0,0,0
K02047,0,2.749958733,3.778261102,6.174259752,2.801688621,14.14591424,3.407829123,4.721824517,15.80872483,35.14137856,19.91021554,36.7318401,8.837071484,25.93333608,31.20189576,23.10287965,11.12550463,3.411464431,3.171401127,4.707732704,9.907313566,11.00381123,8.449625954,1.556549801,5.342257384,9.939473229,0,0,0,2.032392347,3.172140408,71.44854586,67.9999848,6.313199105,13.11648341,5.616494784,7.961668041,2.237733503,6.10382402,5.889403259,0,48.93736018,0.317673378,23.32046627,9.576360179,0,5.280730868,0,0,0
K02049,0.970689864,21.66203945,48.26974867,48.03531771,34.76758547,52.73122077,46.76641657,37.11692707,213.0717902,141.8885182,64.67220131,74.18698423,42.69885394,123.6230174,139.2913659,135.7375029,70.51477218,42.4471976,66.94456184,27.22001988,89.73060061,55.47019575,24.97440022,29.43830747,54.76849836,164.5576766,0,0,0,127.7736931,4.638695262,77.48752834,56.93080081,88.02483079,48.01132497,20.75409214,57.04646188,542.5752833,125.2430368,17.04149703,0,51.45124717,0,33.65463592,32.71761255,0,20.78538602,0,0,79.09103079
K02050,7.176357485,202.2884377,217.7385032,278.7469846,194.5680639,269.7330836,232.036479,196.9652077,542.5751478,558.3077303,292.1992423,371.7545021,168.8808169,367.5340104,365.7664926,346.1389898,264.0663,226.2762562,277.8284841,194.7962098,358.4324615,226.8937797,181.2821363,191.1687791,244.3940716,383.7208473,0,0,606.4021592,189.7419056,17.66053149,248.4801082,358.3527089,249.5742348,280.6128185,231.3499769,337.385091,638.98854,366.5031909,231.4686205,0.394771242,169.621641,485.7644136,124.6444515,244.0807902,18.52992511,136.0949705,0.394771242,0,401.1348654
K02051,3.487935476,202.4390365,227.804282,260.0199443,188.6642656,206.7473266,230.1035196,230.7315547,380.5243607,501.6123211,227.2439231,373.786913,110.9420449,331.2724289,335.3154734,331.6108773,245.0874058,194.8164765,243.1318409,218.3118224,346.4680596,232.5485669,170.4376216,223.7351372,192.4084267,415.6421487,0,0,581.2020513,200.1174919,18.59486453,230.6488464,411.1211659,191.8068388,265.6615323,157.1594319,302.5346539,585.9567568,388.3763471,246.9699444,0.897667338,171.6152771,518.6500641,96.58894929,234.1385679,19.00927861,123.7527482,0,0,296.4486052
K02052,2.279888011,21.79234219,16.09995032,34.80076291,16.23272234,29.81322775,25.92402064,21.42985238,232.9845068,57.57709759,52.35348819,72.73733571,17.41401772,76.0389033,111.0871334,81.71309721,41.27653737,20.78466923,53.52705147,26.4920279,40.58197848,24.16740767,13.58471999,13.95990355,43.28299264,21.05408078,0,0,0,6.083468846,302.0386535,11.11970534,45.52619231,126.3664825,41.79384709,25.67782805,40.10963885,16.72633418,18.47963834,11.19881974,0,0,0,9.582867784,15.91658073,296.873849,14.94064853,0,0,0
K02053,0.378033206,15.00043694,10.74405651,37.61524376,23.21048216,15.90955024,28.74795107,21.00823595,0.621489621,49.38935132,19.19230684,31.25367094,4.142028147,21.5135775,16.34441048,21.83349697,18.63732255,11.42455387,20.29596437,18.10163707,22.87750732,16.62935452,22.23269879,26.92593172,26.08971016,15.20853584,0,0,0,0.57359924,0.216352201,0,36.87148894,0,36.63511375,30.28003173,19.04697327,6.757412395,17.53109771,10.29534904,0,0,0,9.114465409,3.287588941,0,12.44798935,0.385696041,0,0
K02054,0,12.18743018,5.269537886,30.50222918,23.08347397,7.88994505,22.47221062,16.25705769,244.3082437,26.82077182,4.181919315,13.37064331,1.837426901,3.677862623,6.759298972,6.78074413,2.554475576,6.33101696,9.307416256,11.80101566,9.022758896,11.45001395,24.90525564,21.31243297,3.135042972,3.513134663,0,0,0,1.085131894,291.3775388,8.505376344,19.86208205,129.8422939,15.41595299,19.50541888,11.23495929,11.50725618,2.108176381,5.375936613,0,0,0.360812425,0,2.231274139,292.0979689,2.567251622,0,0,0
K02055,0,0,0,0,0.282712512,0,0.282712512,0,0,0,9.873925501,3.490926457,0.282712512,2.971346705,1.209169054,5.630372493,5.963705826,0.317096466,2.937917861,0,0,0,1.562559694,1.051575931,0,0.651384909,0,0,0,0,0.729468599,0,0.144221585,0,2.333333333,8.443170965,0,0.935052531,6.975167144,0.047755492,0.288443171,0,0,14.60473666,0,0,1.103151862,0,0,0
K02056,7.659007022,241.3515071,266.5462134,440.2526226,284.9385443,432.8760553,300.4111027,245.6886003,926.3188291,802.5357851,345.6134598,589.7396332,163.1602746,578.6192187,594.8407192,531.4372896,371.5293705,325.3748551,465.3870779,238.538124,659.6358763,337.5956972,164.5865626,256.5189393,304.1526092,666.069367,0,214.9679618,0,172.8436634,525.4483798,239.9320448,615.7367575,457.2512173,519.4665178,478.3829708,427.00779,160.4371109,506.2443899,80.09992367,324.8313179,60.82923329,2.220222472,378.2139485,104.2409993,528.5048283,96.56672392,0.193962749,360.8364008,191.2758567
K02057,0.83795537,28.82636677,32.47415547,48.31335507,47.69911607,61.16683725,40.55693433,31.26398139,203.6985331,118.4898736,77.04267304,79.29899968,40.02317315,105.1240406,97.98422757,89.53161766,96.73189371,52.02000763,57.76040802,24.79009863,94.76102386,50.74409042,16.18039118,30.57016011,43.01016236,161.2871575,0,231.3630573,0,20.20991182,180.2511174,231.2738854,77.16408513,93.34807952,95.22948627,78.32716784,49.792772,41.26986614,104.6504278,6.912321264,356.8131635,57.92225772,1.954206603,395.2500549,9.590924659,181.3450106,17.05040395,0,401.670913,0
K02058,0.722591589,18.11365527,14.59833052,40.88173881,12.8784178,31.48940889,25.0602255,14.58221478,0,42.55468879,1.697467102,66.82869053,0.701801802,3.016273934,1.554954955,3.391053728,0.578867042,16.35346627,47.69436747,15.86021038,27.20468488,8.129396105,7.993522395,12.15998224,3.652184286,0.846786551,0,0,0,0.785556878,0.939672802,0,11.14224925,0,21.46366725,1.430660744,2.455869751,0,4.401185514,0.508147072,0,0,0,7.346625767,2.289053945,0,0.258783205,0,0,0
K02063,0,0.170703576,0.170703576,0.639561707,0.56805075,1.273356401,0.341407151,0.50922722,0,1.429065744,0,1.84544406,0,0,0,0,0,1.012687428,0.341407151,0.291810842,1.031141869,0.390426759,0.141291811,0.350634371,0,0,0,0,0,0,0.13245614,0,0,0,0,0,0,0,0,0,0,0,0,7.744736842,0.694925029,0,0.220876586,0,0,0
K02064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381656805,0,0,0,0,0,0,0,0,0,0,0,0,9.428994083,0,0,0,0,0,0
K02065,13.13742553,223.3436518,192.9530188,150.0362606,168.4812978,191.6101001,275.1772645,193.2402888,0,360.5812317,216.9099108,181.8975117,97.27042575,154.2845748,155.7700537,141.0127219,223.7881292,255.3339144,173.0459252,254.9211913,138.560757,224.1873928,258.8706531,220.0194323,192.816844,72.87054229,0,0,0,355.0498433,0,0,1.000275132,0,54.23280423,0,118.7898284,270.2954823,89.57893182,217.124019,0,0,0,0,120.0464812,0,228.9164905,0,0,0
K02066,17.05314268,295.77634,211.4134079,208.3324344,204.5452679,255.7608582,296.6801293,220.7515141,20.60897436,405.3805088,243.4881757,218.5116797,103.7103293,169.4709234,170.3741208,135.6166424,255.1639858,305.9930628,197.6371535,280.2430136,159.0555518,246.0340749,297.2212765,234.6120784,185.6068897,67.50668006,0,0,0,357.7140981,0,87.76025641,0.215099715,8.046153846,44.03629032,0,114.2608635,268.9653846,93.6185692,218.9939458,0,53.70512821,0.829487179,15.35384615,129.7114174,0,233.3088971,0,0,0
K02067,9.958471693,259.2907982,221.73242,209.1280543,206.8047803,240.8669356,280.5742208,218.886682,30.28613569,403.7921173,201.3697214,199.2287262,106.3990491,145.8450119,161.4661506,137.2353228,222.0843938,284.000733,176.7949796,278.8856815,155.1484887,254.1596189,287.6159189,226.8012763,199.9638809,70.71006261,0,0,0,342.0015052,0,89.57227139,0,10.17846608,44.09081836,0,108.3544927,277.6726368,86.36831265,228.3403619,0,60.92330383,2.066371681,18.42035398,124.5122988,0,235.3138948,0,0,0
K02068,2.013343266,37.48353887,46.14193943,24.79357478,29.95898426,11.03259556,24.42643197,46.45639279,623.9740948,34.15836341,61.21278636,20.74394844,44.96058069,53.35624888,40.03965505,84.23527642,105.9150926,16.3900463,9.393388573,43.90648929,28.18190365,26.34429478,32.47425932,43.37465086,12.97118881,101.1615024,0,473.0844854,0,2.413690208,672.596434,588.2534006,71.31316539,321.5379541,29.80611786,147.8225911,8.163054887,64.64410479,62.76914251,38.99801789,766.9385561,66.75656041,5.016590904,771.7610711,49.17915933,744.6757303,29.92429187,10.25644846,967.812596,3
K02069,0.577532939,68.5741708,45.44344059,38.44343297,30.66832874,24.86954724,34.39375432,48.34902059,591.627256,47.78796151,97.15159022,34.22867051,60.22633897,81.26683162,68.99934086,80.51411789,144.0001395,25.89043387,14.65848557,48.54431773,22.88152977,40.76099244,43.34403526,53.57292031,18.70613546,114.0518516,0,431.4285714,0,6.670832412,679.2075386,559.7415198,83.53149193,311.3366376,33.74513382,141.511727,9.797813905,70.47901113,81.94677951,45.57252023,752.9616402,64.3671465,4.198945982,738.2941318,46.91150864,671.9647615,39.53038536,11.28063241,937.5119048,1.225296443
K02071,6.467849817,170.9577246,168.6832754,178.8436296,157.3261239,120.9777323,185.5113154,232.9055459,1059.729602,317.4685087,152.1187329,214.2290886,77.94074698,199.5077616,222.3278241,234.474646,211.4131848,147.1938008,166.9546388,194.5077029,241.2528582,181.2418319,155.1633352,175.9646408,94.52146605,207.0227394,0,297.3968908,567.6285235,151.4733101,816.0166907,323.3119,301.6346661,544.7202224,155.5768544,348.5251322,166.8487059,133.238551,200.40977,239.6520966,477.8582955,223.5712448,481.1473606,481.0120546,202.8231678,861.0761966,126.8612351,41.86135512,501.0569106,288.8669229
K02072,6.587151159,272.3819588,269.1191912,337.8730422,275.5672963,245.5959443,270.8210406,364.8091104,3057.896356,532.3656035,365.7391288,391.1247099,229.3596051,484.7909242,493.2615368,527.7346787,544.2192945,286.0784677,290.5051829,280.2767543,403.7004561,303.2240587,233.0306295,276.8352173,192.3970142,533.9122497,0,1434.312969,1166.008305,196.7661469,2335.245578,1576.704906,575.0316014,1447.300507,293.2673906,729.0569921,343.2684042,274.0949083,366.4435755,421.6340969,2238.885698,457.3598288,984.7753505,2316.014747,378.1344626,2429.331572,247.8442355,56.76634016,2369.719158,645.3936249
K02073,5.564340613,195.9172704,193.0749023,207.419663,188.76608,139.6205426,208.30113,274.5003981,2283.941831,347.0925523,248.8869746,226.9229111,151.8785402,303.37083,303.172119,347.6537424,393.1792988,202.6362648,166.2047357,210.703413,257.0809013,216.1447613,171.9339671,207.3713689,119.2145073,361.937927,0,1111.954115,575.5233547,173.2662647,1819.474375,1205.438969,413.8249498,1060.37092,187.8943746,577.8282607,191.5611912,236.0177748,250.0109199,263.2104032,1758.327416,425.8319012,511.645894,1819.190611,289.7892635,1883.229963,139.4970788,55.65581935,1858.158016,385.4370199
K02074,0,0,0,0.97705803,0.798920378,0.174089069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798920378,0,0.798920378,0,0,0,0,0,0,0.645756458,0,1.400809717,0,8.233468286,0,0,0,0,0,0,0,0,9.298892989,0,0,0,0,0,0
K02075,0,0.328196347,0.673515982,0.51336734,0.472813239,0.279109589,0.840425532,0.331050228,223.5724138,5.048625279,0.40696347,1.120095261,0.796803653,0.253424658,0.606164384,0.241438356,0.505707763,0.648457707,0.331050228,0.452054795,0.167808219,0.336187215,1.180936073,0,0,0,0,0,0,0,280.8267828,7.225287356,0,130.7402299,0,5.427586207,0,6.642528736,0,0.355791962,0,30.61697168,4.313627271,5.972318339,0.356973995,294.3367816,0,12.6985237,0,2.964373688
K02076,0,8.627384306,7.125570776,14.06375657,9.89382752,8.625068817,4.694063927,19.172027,398.813107,27.81188778,8.778150199,16.58080272,0.992907801,1.46572104,2.43498818,5.432624113,8.361702128,20.25651737,5.179555685,1.625570776,9.867579909,13.77873312,10.66046504,6.917808219,28.15403672,13.91103987,0,0,656.562081,15.46866803,295.3172414,8.990804598,51.44748858,204.0272893,15.49799216,21.42395689,69.56531947,5.006896552,5.546973671,165.3306292,0,65.05181656,564.2541723,0,70.80739337,287.4270482,65.48065028,7.362318841,0,185.274979
K02077,0.793485013,85.63829593,79.56038657,78.06730099,78.41049847,35.48851564,47.47425237,121.1087338,28.38408304,73.52124894,9.850396331,56.42323818,2.346020761,1.773292323,1.545788063,6.941236252,9.212639678,70.60033255,36.76373268,81.69167016,63.63444403,81.42114934,73.78858238,85.69664864,46.87122257,93.62581308,0.331140351,0,609.0162539,37.98633337,9.169547184,0,206.1800636,23.8638985,65.23315995,1.988465975,116.3145621,1.380685608,79.7917622,215.3918341,0.435336257,1.094440753,519.8131488,0.81314024,143.2876516,5.011534025,143.3835488,0.623657358,0,153.779608
K02078,28.59596537,735.8014222,685.4974239,783.0849789,687.5255028,931.5732852,955.6918952,713.587385,1152.03738,1668.281499,675.1181445,1053.862711,327.9830999,625.9473616,620.0675465,525.5890575,691.5346684,869.0244814,902.6393526,919.942333,898.1792867,797.3879619,879.5510589,768.7973296,559.9348344,315.8552725,0,212.4594595,432.238199,464.3079091,772.365847,326.7732126,624.5235583,531.9521954,599.1037075,570.813669,547.3354428,395.1563775,377.3947875,516.4633641,351.463964,123.4901265,379.9300668,406.9429549,477.2876884,833.1789832,527.8021321,12.15281532,384.2702703,220.3513272
K02080,0,3.396957123,2.915629322,5.618257261,2.542185339,5.984785615,3.338865837,2.813278008,0,10.802213,36.68603043,2.521438451,14.60304288,22.67773167,20.97510373,18.89903181,25.54356846,3.749654219,2.730290456,6.015214385,1.343015214,3.627939142,3.078838174,2.352697095,0,2.383125864,0,0,0,0,0,0,0,0,0,0,0,0,7.612724758,1.319502075,0,0,0,0,0,0,0,0,0,0
K02081,0.981340632,48.58507323,45.3773675,44.2763712,36.05918136,46.33754922,43.07468325,28.95706504,0,65.74165333,9.238126551,36.08221014,3.975129543,12.42938547,8.502988487,6.998945662,12.26257744,46.37564315,27.42532578,40.02608536,16.58393449,40.29714688,37.05836885,32.51417625,22.30185403,8.627884813,0,0,0,145.5692175,0,0,1.198412698,0,44.97650494,0,62.28122517,0,7.698779617,40.95958878,0,0,0,0,25.42296682,0,42.83803316,0,0,0
K02082,0.874213727,55.31068032,57.90134077,35.82408026,51.1132996,35.44427122,32.12132666,37.46991068,384.0979215,47.76269144,18.40504871,39.49429018,2.374464439,9.191792523,10.59972203,31.46811188,61.32332149,33.55224693,20.46844022,38.07716039,38.4184478,39.99632147,39.48873823,53.83708575,21.57838182,103.3264606,0,0,625.117395,41.22905257,286.8124467,9.463768116,6.363397446,221.5216981,2.465212519,28.96063904,49.54931843,15.65463409,119.7315081,194.6186275,0.257459506,70.22682656,522.9425981,0.51756641,188.2543992,293.2369071,95.44066133,0.081841432,0,195.5906764
K02086,3.812785637,130.3846242,125.8912977,190.1433093,143.83325,153.5542276,155.9162452,169.4516399,599.3600234,364.0707117,133.4405902,191.9979464,60.90346488,131.5903619,132.4026271,178.1239407,177.4616393,148.1392263,187.6037699,146.943341,211.4318535,155.0291704,128.653106,112.0691855,123.4951995,155.2396999,0.428368794,188.3796712,467.5003546,159.9820638,450.7421681,198.9902523,205.7797476,307.6843633,146.7078881,327.8646064,198.1593641,119.4717404,157.8819964,164.7017753,302.6723259,71.20000648,384.3920912,282.5769806,202.0972124,465.9217291,93.90326517,11.1875,308.8834081,151.8923433
K02099,14.90522481,345.1350397,326.6417153,426.8134822,334.6914184,384.2028355,351.0559057,297.492658,515.7718738,797.8868248,488.2473092,512.7434855,231.7620108,568.5997981,572.608825,526.8127426,460.2967556,339.5990066,409.2883895,360.456428,542.8936638,399.816361,322.0424618,337.2604988,308.0165864,377.8016812,0,0,285.1287605,253.3398063,319.0538373,8.956471936,394.9843854,261.1172143,378.0814893,630.7604324,473.1879537,125.8921884,422.151263,203.501118,1.051103368,0.637583893,230.0731449,0,269.6136687,330.7220473,132.2224624,0.350754936,0,195.6088691
K02103,3.608712308,49.31109383,44.25505581,82.27185653,65.70298952,92.42521167,51.18886158,58.66685203,829.6649207,205.2822108,87.00358181,98.1824087,51.48153426,107.8685462,106.0045506,100.6284642,91.60497684,56.33237125,83.86568637,43.91755301,145.8275081,67.6300622,48.33285072,58.06247721,54.20938415,106.314496,0.273224044,207.9277457,55.15299278,23.68040303,414.9976619,203.8619867,170.8073263,395.9414737,108.7700962,146.3943684,125.2884729,42.78307701,62.13506967,75.28535998,351.5606936,64.50964187,36.53586543,310.9720617,49.11751593,432.2627408,46.03466879,0,331.7639692,326.0234257
K02106,0.212643678,1.31436328,1.182340648,2.162537842,3.615866258,1.510809705,1.983300747,1.237729942,1.221270521,3.234148941,18.3470397,4.430026569,8.456711343,32.53028316,47.65166683,43.72240827,19.56335206,2.712668088,1.616591138,2.685164431,6.444714413,7.953121849,1.481017161,0.627944325,5.165521476,8.374601312,0,0,0,8.79509896,0,0,2.93332121,0,8.167579956,4.033547466,1.747477201,0,9.398853138,0.216954023,0,0,0,0,1.939853321,0,0.423549295,0,0,0
K02107,0,16.66378744,5.538907048,19.12068847,9.672183082,19.62195849,12.67755255,13.23023357,0,38.58730441,18.20396358,22.93819698,8.865165265,22.55775797,30.4629886,38.3681772,17.85253627,12.791156,43.82575898,12.04781495,37.01018017,9.232027157,10.63116883,11.698232,16.16284503,16.85469223,0,0,0,10.0725111,0,0,7.405284625,0,24.409903,20.73814147,5.633502851,7.213592233,15.72709188,11.68857297,0,0,0,0,4.108315498,0,5.294401427,0,0,0
K02108,19.10838711,449.5401345,396.8296813,396.0661256,355.5232572,378.8582779,447.360574,379.3202517,710.1850829,714.8904527,311.8132885,429.1298145,162.6262197,242.3867666,246.7081176,258.2096545,385.8571108,407.5156214,370.7290678,502.0138571,348.1947908,392.421648,428.5742926,397.8349476,265.4041429,244.6472425,0,249.9981326,510.1891296,480.0193159,515.8721132,374.7892288,329.2492314,338.3655587,201.6125674,322.5096333,326.1067792,392.6325217,259.3306055,406.3462906,408.359944,150.1598312,433.163089,418.5824047,372.0805381,556.4648382,341.4130039,20.50342898,499.8067227,178.2591656
K02109,13.96533738,422.7174625,424.7897689,418.5176169,362.8089762,366.907516,457.7357904,406.8973143,702.9675182,712.4926255,306.8439204,451.4939039,166.0316875,322.4582897,339.3323326,292.1352696,369.1907371,433.8819911,406.3388827,461.3792251,425.8901717,408.5075322,435.5389425,414.6909401,290.6597122,250.8704323,0,239.7061144,492.1526318,472.0996034,494.4853409,387.8425063,337.6879295,344.1479997,223.2205673,384.032427,339.3692822,400.0039037,304.3425191,392.843843,372.4640509,151.6670794,437.2710576,402.4367415,353.4996952,562.6135368,339.8853538,21.75278279,436.0138067,187.5136249
K02110,15.94477797,450.9005154,386.0472717,429.3994935,393.9246571,386.8504397,446.1656701,410.4502197,736.0590962,712.1220259,374.9863589,461.2026437,171.9567408,316.3548903,314.6103395,303.8487926,398.8548646,451.959908,403.8887873,485.3124907,413.6702387,427.321013,450.801651,403.4421341,287.8014687,251.5245981,0,223.6527778,517.8233181,404.1653633,507.5180464,420.0513257,347.3705803,351.4479705,230.1642835,339.1584091,303.0166817,123.4252366,248.0693818,380.939563,411.1190154,135.2610078,465.0261796,429.1793135,366.2207807,573.3154461,361.159314,17.61966845,457.7361111,162.6559259
K02111,17.63879474,443.63275,406.6464543,424.9007592,359.421086,387.3320945,468.2088999,409.224114,680.413155,720.1482327,333.8321738,437.6206651,170.7380924,297.6416717,300.7191127,283.776989,376.4023741,404.0434087,414.2028042,491.1821814,394.335821,409.0321578,421.5574416,418.805527,270.2362991,255.0663904,0,247.8333411,554.5551509,499.0264124,548.9644157,381.4799387,338.8951002,349.6084982,223.8730748,378.8684007,342.9627357,410.1998039,276.6948664,393.3579598,395.4161288,141.8575209,481.6036749,417.5791573,355.6942102,545.4900733,379.0311647,23.94115405,461.4351297,184.4909701
K02112,16.57514942,438.01335,419.1617754,397.0742482,365.1334395,369.6669472,446.4397516,392.025176,688.5112022,719.3001187,339.8912327,446.6831153,168.696242,286.3414806,293.4602134,264.6397973,398.4163677,409.1862074,394.0994769,486.5145649,386.524644,396.8714971,442.6680563,397.2143083,270.026028,264.364,0.215099715,245.5605749,523.1074982,486.3684597,560.0762173,395.2871134,331.4843494,372.2783421,223.5121776,373.6495251,345.4645659,397.6770255,271.7431472,410.280925,406.2622746,157.3952375,448.8373057,421.2545983,368.9566241,558.5366513,361.5019132,17.86322016,470.9616701,182.8801516
