KO,s211004_MEGANKENNEDYHF10_SORTED,s211004_MEGANKENNEDYHF11_SORTED,s211004_MEGANKENNEDYHF12_SORTED,s211004_MEGANKENNEDYHF13_SORTED,s211004_MEGANKENNEDYHF14_SORTED,s211004_MEGANKENNEDYHF15_SORTED,s211004_MEGANKENNEDYHF16_SORTED,s211004_MEGANKENNEDYHF17_SORTED,s211004_MEGANKENNEDYHF189_SORTED,s211004_MEGANKENNEDYHF18_SORTED,s211004_MEGANKENNEDYHF19_SORTED,s211004_MEGANKENNEDYHF1_SORTED,s211004_MEGANKENNEDYHF20_SORTED,s211004_MEGANKENNEDYHF21_SORTED,s211004_MEGANKENNEDYHF22_SORTED,s211004_MEGANKENNEDYHF23_SORTED,s211004_MEGANKENNEDYHF24_SORTED,s211004_MEGANKENNEDYHF2_SORTED,s211004_MEGANKENNEDYHF3_SORTED,s211004_MEGANKENNEDYHF4_SORTED,s211004_MEGANKENNEDYHF5_SORTED,s211004_MEGANKENNEDYHF6_SORTED,s211004_MEGANKENNEDYHF7_SORTED,s211004_MEGANKENNEDYHF8_SORTED,s230228_MEGAN_HF1125_SORTED,s230228_MEGAN_HF1129_SORTED,s230228_MEGAN_HF1210_SORTED,s230228_MEGAN_HF1213_SORTED,s230228_MEGAN_HF1258_SORTED,s230228_MEGAN_HF1379_SORTED,s230228_MEGAN_HF1382_SORTED,s230228_MEGAN_HF151_SORTED,s230228_MEGAN_HF181_SORTED,s230228_MEGAN_HF187_SORTED,s230228_MEGAN_HF217_SORTED,s230228_MEGAN_HF223_SORTED,s230228_MEGAN_HF3022_SORTED,s230228_MEGAN_HF3060_SORTED,s230228_MEGAN_HF453_SORTED,s230228_MEGAN_HF459_SORTED,s230228_MEGAN_HF497_SORTED,s230228_MEGAN_HF499_SORTED,s230228_MEGAN_HF515_SORTED,s230228_MEGAN_HF561_SORTED,s230228_MEGAN_HF563_SORTED,s230228_MEGAN_HF596_SORTED,s230228_MEGAN_HF597_SORTED,s230228_MEGAN_HF73_SORTED,s230228_MEGAN_HF79_SORTED,s230228_MEGAN_HF97_SORTED
K00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408888889,0,0,0,0,0,0,0,0,0,0,0,0,7.974222222,0,0,0,0,0,0
K00002,0,0.958469945,0,2,1.747540984,2.163934426,0.53442623,0.514754098,0,2.956284153,0,0,0,0,0.323497268,0,0,0.483060109,0.323497268,0.933333333,0.369398907,0.646994536,5.11147541,4.718032787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252459016,0,0,0,0,0,0,0,0,0,0
K00003,8.059366364,226.1236208,213.698113,204.0408888,162.5106449,207.0370835,253.3432122,233.6620788,649.201366,468.2798556,205.2014397,305.5362153,106.079356,237.5155353,283.9176711,256.0054109,244.6534625,225.0977412,234.4896219,242.6284955,282.3951244,221.4912357,218.1921519,223.0909936,144.05368,194.6923927,0,173.4164724,604.0482866,216.2773927,458.2790287,366.1994948,232.9933821,316.0233345,219.7388694,384.6345109,198.049039,382.8183843,207.7661052,234.495525,284.8388066,181.0319436,534.0209084,323.3845521,203.2133533,482.8192541,109.6293837,8.403892488,331.5099408,167.5183707
K00004,0,0.515235457,0.391505078,0.007386888,1.108832961,0,0.3665717,0.281101614,194.022409,3.172302852,25.34279714,0.658356417,23.79527767,28.4330046,27.9924631,29.27311312,49.51844782,0.540166205,0.136657433,0.272391505,0.548476454,0.308402585,0,0.344413666,0,25.87362627,0,193.535014,0,1.060018467,161.9203506,243.2072829,0.513388735,82.32399627,0.559006979,59.74433245,0.432132964,30.2875817,9.919701214,0,326.8450047,89.08397971,3.197898655,345.6468997,0.547958215,177.0448179,0,10.14055081,377.9169001,2.257359924
K00005,0.774248529,15.56949081,18.9501358,17.5212181,14.38756429,13.3356479,7.981063658,22.54910704,337.7200746,34.17790559,14.2551735,12.54081327,4.244272838,16.48883484,15.46753921,13.39758518,12.41225202,27.80445155,14.83222464,17.30361287,26.10190755,25.00359572,11.07740947,13.08075827,28.52301975,31.16150017,0.229946524,0.275799087,9.427807487,14.44930054,286.5263158,7.722807018,57.13021945,188.2692034,21.91568877,23.36438229,58.78073424,7.301754386,23.22183266,19.21228717,0.464802874,26.27808471,2.710865562,0,35.9104749,290.3736842,27.5810511,10.92265193,0,48.5165945
K00008,0.659199566,28.42964827,36.59213485,42.66616748,23.50645168,38.46155825,33.73127837,22.85942498,0,97.00590273,45.37623926,71.60969631,29.24775041,70.31445383,77.09658161,74.92198321,34.50305004,25.41061697,54.82267417,22.73681395,57.68689756,39.72811128,24.46188591,17.49811796,49.54834789,19.27216571,0,0,0,23.44630815,0,0,39.35683682,0,54.50436445,22.13740565,32.96338979,10.58125918,25.40080869,10.63883184,0,1.700315457,0,8.045845272,14.16555396,0,17.53605192,3.295478444,0,0.845425868
K00009,0.49965812,20.29994016,9.737179564,28.74848744,20.52066681,17.56085334,14.28762139,17.18935603,688.022564,41.33314597,60.6880046,55.90897295,42.4517982,72.94943685,78.54711,75.92823686,90.09540792,21.22548281,44.59625178,14.92574341,48.55209226,22.55664312,10.78335616,10.80763717,17.95866265,72.43223248,0,325.8519098,587.9373368,26.11760104,553.3278852,325.8846151,23.41932767,316.3938446,60.34982778,132.3618338,85.39611737,41.04576143,28.46676732,139.6411426,510.5963145,75.62555853,515.3368157,475.2513508,42.94726235,631.1583895,58.41644991,0,511.6929486,228.5013055
K00010,1.407868048,37.17001904,17.93586512,38.15011792,24.46695852,43.84417062,27.88173341,28.83804102,559.3921075,89.96946468,57.68332716,63.71464598,33.16287835,53.0626535,51.14967723,55.64374953,23.60357472,28.31026033,36.20758242,32.69970203,99.86956626,27.62261478,20.03846787,27.97943517,55.69180945,28.61463493,0,0,0,26.4616335,555.0535725,16.11254669,40.41503408,312.9951227,52.43314169,126.9768656,37.11800817,39.58018732,29.09247793,6.633609628,0,132.9290102,5.409411877,5.656565657,15.05940887,584.50845,17.96666373,0,0,66.00782014
K00012,14.35879996,386.543853,358.640323,315.5292294,287.5616096,314.6581043,518.1311183,403.8392324,400.2014665,826.2428241,483.6926624,417.003586,214.5612385,300.041509,363.529451,333.4013777,454.3617698,409.7677607,402.4022119,463.3604801,350.3533508,444.722015,459.2573586,356.0025359,327.386305,224.4928523,0,0,0,809.9840718,8.523990131,134.2189229,202.3531317,192.6942181,164.5619584,225.9248817,374.7286535,390.8447328,242.7474417,285.8395358,0.242570281,108.7927684,0.834991195,34.93320096,238.1978633,0,237.8523295,0.080645161,0,0
K00013,10.90202735,273.4325776,233.1051316,199.6735745,183.3443829,202.7347891,268.3177095,246.0774559,266.1846756,379.4057183,221.9684725,223.9507168,123.1086666,251.2726682,247.7444614,230.1847497,281.8331164,210.1342719,218.9667446,301.848984,254.1686141,251.6731941,272.4844577,224.7150832,167.5985784,167.6223186,0,181.1307943,0,382.4204167,143.0730579,300.9809977,179.7944276,104.6927492,176.2087236,299.984181,203.2927195,377.6171872,182.3581506,166.2806071,270.8115854,132.6056954,6.803637634,295.2796871,191.3300361,166.2740845,173.428734,10.49114735,301.6644432,1.871857259
K00014,18.01754104,423.2398915,352.305078,363.7109609,322.5450655,359.2203576,423.8175546,370.7721362,606.8159423,652.3492097,422.3342145,391.7785271,181.3828483,331.6129032,349.3352659,328.5361877,430.4904107,390.0558328,355.7633968,429.6834172,357.8181927,363.4576147,409.1321972,343.985209,275.8215325,209.0273037,0,230.7108014,0,467.8746587,475.8292978,339.3825703,233.1187733,309.3291288,207.1212143,401.1151423,238.4195219,365.6802011,231.9224341,255.6241228,376.1358885,195.4516953,6.051901613,405.6318941,264.1879407,457.2163285,262.7061991,10.59813517,392.960511,49.81454498
K00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300497512,0,0,0,0,0,0,0,0,0,0,0,0,5.15721393,0,0,0,0,0,0
K00016,7.0313183,247.8643741,218.8203589,262.3144843,257.1346597,200.7404686,214.8134391,268.5392376,1574.760081,419.5546227,209.5084406,253.6003363,125.861084,233.7622809,234.9067287,311.2074118,328.1209043,243.9612827,216.6040841,237.7678955,320.2856592,253.7689993,207.9897187,242.5997891,197.3420992,286.2823289,0.30974359,650.7142799,665.626194,313.0549711,1144.055498,683.3152889,377.388817,747.6578451,183.4943209,697.1614942,322.0235414,238.3724643,276.1100173,312.5427299,1053.630411,73.25204056,549.4336488,1021.0463,450.7213247,1214.950656,210.6904875,1.242802837,1083.221533,340.2404177
K00018,10.62785337,175.0909255,161.4092184,189.3752176,148.5030169,196.0049914,230.178029,157.8579875,135.7867195,388.2106997,149.5013714,214.1957251,76.42928091,175.4208706,198.537757,152.1829131,151.403312,177.3360503,183.0842725,168.7945311,184.1377332,153.3463494,189.9174098,135.5737476,145.3685269,113.7525062,0,0,0,67.24454776,2.138634047,75.84591195,104.8438063,62.42668984,164.8969126,72.19170089,123.7647723,22.60739792,98.49440193,116.3994138,0,57.77044025,0.316561845,26.72428019,99.53844395,0,126.3284095,0.315569488,0,45.17908903
K00019,0,0,0,0,0,0,0,0,0,0.193464052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.825241983,0,0,0,0,0,0,0,0,0,0,2.175163399,0.592156863,27.1911999,0,0,0,2.874509804,0,0.738562092
K00020,1.200284436,19.11171668,18.59923005,29.68065597,9.283055488,20.37252535,36.49767784,46.8997575,642.1810717,48.19260578,49.49471664,42.01903991,43.35298706,79.6040989,76.10105365,87.83021525,88.33759686,13.46087514,38.24034315,47.02961908,63.36859845,46.87452979,9.843633218,13.13661729,38.39419378,71.31710126,0,310.760771,0,15.30176656,523.0478297,421.2429554,11.79583212,314.1727542,22.75398663,117.3000926,25.39580286,60.60167346,49.9758068,9.979234563,491.318802,100.614134,3.014821286,533.7528797,10.18665053,569.6837193,8.020770594,0,572.1723356,39.8630137
K00022,0,0,0,0,0,0,0,0,0,0,0,0.347467609,0,0,0,0,0,0,6.661955241,0,0,0,0,0,0,2.572438163,0,0,0,0,0,0,0,0,2.580683157,0,0,0,0,0.858657244,0,0,0,0,0,0,0,0,0,0
K00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.263085399,0,0,0,0,0,0
K00024,10.17737545,237.5659706,198.3684713,160.4184129,173.508799,185.2941955,244.8765704,178.7595288,18.41033435,294.6080858,197.1277198,167.39723,78.83532181,109.2470172,112.7850699,93.26474201,202.185438,235.3831292,140.5858161,246.7261802,123.4907125,208.8766873,260.2245387,188.915537,142.534399,54.69011382,0.111468382,0,0,365.3226334,2.968591692,84.2289767,0,6.039513678,40.15815785,0,125.4026199,269.3080808,55.08248585,156.4550944,0,124.3093538,1.071115459,24.69035152,87.1887045,0.323687031,163.515632,2.928282828,0,1.525252525
K00027,4.131013814,151.2607157,154.1238823,155.4056482,127.9264074,194.8102727,206.6672194,188.9191594,367.9047185,354.2351885,246.4409017,240.5149239,105.4611821,213.726909,226.4601718,223.6583039,224.9929106,175.5070327,206.0176796,204.6936269,233.93356,178.2250545,184.7488995,171.1631928,154.6197151,121.1144522,0,0.063938619,0,290.8490169,303.5589744,6.763247863,146.6053855,209.0241417,175.6618214,283.5131707,205.7557596,110.0322213,152.9402,120.1816724,0,81.57088125,2.953169277,0,155.321719,303.3278342,141.1932652,10.60906523,0,66.63157285
K00029,5.694783276,212.1053641,173.5900671,165.3481082,164.135896,182.2662695,178.4069237,157.6589324,252.780695,224.4801258,190.2712528,141.0313149,96.45004985,123.4358356,108.591521,111.41702,200.4567468,221.4152644,145.4251182,213.0415985,107.4799835,177.6656212,221.7839747,164.3343868,140.9199452,81.5876832,0,209.8699973,563.3601732,266.6877356,177.1614295,311.3631717,55.65419312,102.6288313,50.48447199,56.76393396,188.9499328,29.28829045,61.62081704,260.9577892,336.2858903,52.90654449,463.7337329,349.3790268,138.1799027,183.8238333,220.1988961,0.675672033,368.3598275,172.1611111
K00030,0.73995335,40.15767978,43.4302639,20.25863309,24.79411221,12.93082039,17.56888425,22.10597534,0,18.72348257,10.14271272,15.46354053,0.738872404,7.669014506,10.51798359,17.19788983,45.37172895,22.16430078,12.86445216,29.64597963,20.54015699,21.32063856,27.1781094,40.15051205,5.701495153,17.49424387,0,0,0,29.48696966,0,0,2.314901063,0,1.621670451,2.214214214,18.77008118,9.705705706,48.63408093,22.23957744,0.387064677,0,0,0,92.22729151,12.239801,11.09396007,0,0,0
K00031,4.375271453,124.4245042,115.763095,127.7567168,98.44752738,130.9020163,164.424299,161.4080483,375.8721639,294.426444,177.5849123,185.3022837,93.48850306,197.7801045,215.794958,195.5669275,169.4631529,130.1460373,178.1010659,156.6447526,212.4018136,160.8823633,123.7256655,115.2125399,117.3762193,153.5171006,0,210.9301788,0,167.5488284,180.0213108,230.1463695,195.3576515,170.7729445,150.6846273,308.1165081,114.3213328,355.3361175,128.1008793,57.6697068,341.808437,72.03063218,1.089046493,330.6221777,62.90476115,181.9576728,78.53232765,12.95856755,389.358972,67.67800511
K00033,3.232149319,102.0874094,103.916528,84.27818025,92.38629515,54.65229823,54.20933322,98.26350693,1235.540814,85.1321716,158.9754341,87.40041392,105.9582982,120.9780924,118.9491637,139.5494665,253.4553102,78.1982319,50.6766786,79.61225522,74.95368705,84.45469775,86.38519304,100.5425463,52.74052072,164.8508811,0,541.3310978,530.5569527,67.21621906,1052.185388,615.2712432,131.6762861,607.2411124,42.45684539,224.6504708,105.8440178,95.91475669,143.5552674,195.4443635,920.1593876,57.99151425,418.4571937,899.3437246,205.2217143,1108.704632,103.8193456,0.210160056,997.770035,220.8812705
K00034,0,0,0,0.18974359,0,0,0,0,225.3807692,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.8371795,9.926923077,0,124.3179487,0,5.370512821,0,6.796153846,0,0,0,66.89185751,2.203014289,0,0.053435115,290.4179487,0,0,0,0
K00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093851133,0,0,0,0,0,0,0,0,0,0,0,0,8.199568501,0,0,0,0,0,0
K00036,1.561874052,77.69566629,54.56104429,60.14001893,59.9933105,42.94720123,40.14669953,87.02881098,649.8534033,67.45941333,118.7094261,68.3841481,68.16098747,89.34926385,78.5555708,81.38544589,154.0260562,56.19115898,36.13197738,62.28929262,51.80551533,65.64924402,51.71594094,54.4992537,51.28892147,109.2081511,0,300.9052935,519.6829185,31.63451588,539.3914422,343.080138,134.8030827,335.6416167,33.33170312,120.0681622,93.36307575,47.02903681,63.60718365,163.0251729,513.2949609,48.67039529,432.2144355,498.492426,103.571671,579.8741067,84.1386091,0.188951664,576.7599342,187.343659
K00038,0,6.510582011,8.146825397,12.58526077,10.94973545,8.306878307,0.959599395,14.87037037,0,15.45442177,1.689153439,4.152116402,0,0,0,0,0,18.23412698,6.71957672,5.747354497,12.13756614,11.72222222,7.812169312,7.964285714,16.2010582,10.31481481,0,0,9.14021164,10.20767196,0,0,56.81613757,0,12.1957672,0,19.15608466,0,4.387566138,8.373015873,0,86.41715797,3.02585034,0,24.6005291,0,12.71693122,11.9755102,0,3.036734694
K00039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.237704918,0,0,0,0,0,0,0,0,0,0,0,0,5.663934426,0,0,0,0,0,0
K00040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155782313,0,0,0,0,0,0,0,0,0,0,0,0,6.868707483,0,0,0,0,0,0
K00041,4.071693373,135.9517491,136.5619495,114.2551822,89.88191516,110.7389614,156.2972236,143.7718238,115.0185381,264.3819797,94.47906668,139.770925,35.82700766,68.85827353,71.58833863,82.67779976,140.2296053,137.4263767,137.7389527,188.8363462,143.2123093,148.1185051,161.8643966,135.5502724,143.6004842,38.27016611,0,0.299333333,0,293.0658132,1.032627866,0,82.56512065,62.02364558,58.00349678,62.54546476,175.0935179,14.34702268,72.30763078,147.9659391,0.201333333,0,0,7.535548501,165.5403102,9.725333333,145.2964601,0.207345357,0,41.00353107
K00042,0.664455972,4.76763078,3.955317346,8.487122689,0.993197279,6.86384831,3.990754204,7.137292223,0,12.17730105,4.005657404,14.42420891,4.678397517,9.181732634,13.89255363,10.31686359,4.058863257,4.926510441,15.57294736,6.517779225,12.29756397,5.352440057,1.996032896,3.771200042,9.980244384,5.357837263,0,0,0,2.122671521,1.450704225,0,9.144976032,0,12.81101871,2.012471655,7.914413955,0,5.257864121,2.147874916,0,0,0,10.09389671,4.502697445,0,1.305767833,0,0,0
K00045,0,1.571032571,2.273042273,2.504504505,1.453915454,6.002079002,2.966042966,1.890505891,0,5.687456687,31.67151767,1.392931393,13.27234927,13.8038808,15.18988219,11.71240471,17.21898822,3.864171864,2.523908524,4.074151074,0.505890506,3.383229383,2.775467775,3.544698545,0.672210672,4.984060984,0,0,0,0,1.346127946,0,0,0,0,0,0,0,5.114345114,1.252252252,0,0,0,5.834343434,0,0,0,0,0,0
K00046,9.312399875,229.2470925,201.9039097,199.1951739,142.5647353,177.0812009,221.2564707,163.8265087,348.4112819,296.8279051,145.8693315,219.7700814,53.65587744,165.9732351,171.9835744,140.8702762,207.1396084,214.1623246,173.6468831,232.5899063,159.14963,174.9224564,269.4861074,193.1357609,143.5658663,36.86449168,0,0,0,245.6647817,321.7414449,12.70975919,64.81238825,189.3155593,69.34278879,68.62972554,114.4296279,10.99376917,84.00167435,161.329557,0,0.186419753,0,0.448148148,180.7280921,327.2953058,168.9639016,0,0,45.98636927
K00048,3.090564462,99.03335429,97.54499857,97.3654925,60.17394649,75.23542609,97.50077328,97.05135022,135.4228839,155.4719009,45.85641197,140.1945983,18.79120388,38.83112228,48.21254291,34.86706569,29.53035986,82.37168409,97.95798168,118.1939295,84.82465214,93.96120029,88.56525914,93.93937138,55.29412753,37.4421801,0,0,0,24.98614839,4.125868056,0,140.7652053,68.38028559,127.8809659,43.14167301,68.52252098,6.38396613,42.26958237,48.53743144,0.262152778,0.262152778,0,0,39.68281181,0,52.19030823,0.262152778,0,82.37760417
K00052,8.544955965,277.0042047,251.7396397,219.5685413,204.0933546,225.6470901,299.3772291,261.8434716,344.2222166,398.6397667,225.406459,265.4528066,113.0186717,219.1204707,244.1639868,232.1797846,240.6426156,254.9496972,237.1955827,325.4778906,288.2683253,260.8766002,291.0505759,241.0778283,188.391838,181.1677238,0,180.3694927,0.280408542,395.5319653,148.9666946,256.6153962,210.4750799,168.0633895,217.5732628,324.0464558,193.518385,408.9207772,189.0493582,164.3919909,270.9455989,143.9552003,2.735765621,311.0602358,232.6866807,162.3333982,222.6643228,10.56279509,311.711228,52.49920093
K00053,9.866843855,299.3608085,295.8821733,271.5461443,230.0542349,263.1192588,321.5834692,294.4603966,359.7357392,512.3335349,285.9722516,304.6685048,146.3749369,278.830987,301.803055,277.6497302,341.3561355,284.0553868,272.1065082,378.9464464,298.4879671,289.6783033,314.0237012,269.1165751,217.3542143,213.9921629,0,176.1143695,0,422.3398803,156.2753271,281.9906026,238.6322562,176.569093,225.4553955,323.4937252,218.063298,383.3285774,209.1308165,178.7310803,287.4164483,130.7929351,4.188265858,321.6781925,210.5493639,167.804568,204.1298135,10.43556498,341.3803685,49.16820468
K00054,0.200647249,18.95591404,23.45478917,32.8085496,39.13901929,18.22854295,6.731106545,32.95741743,534.4219214,37.50801771,32.8217794,31.9928796,26.28099996,34.26574288,22.96030196,35.81028977,45.23910935,30.26427418,21.27612036,15.96753242,32.97613711,27.19895576,18.74033762,14.38657699,40.03932042,74.73189121,0,181.4554455,571.5250282,33.72510086,443.8108632,223.9077632,54.6326472,264.4831676,16.32259887,76.87619661,92.20002175,33.07202437,42.94061153,161.2923211,317.9317424,79.86786121,451.4776929,334.379538,97.10150683,439.9942382,93.68141052,0.239113222,376.9686469,215.1426405
K00055,0,0.370776256,1.300089827,0,2.019492477,1.554230606,0,0.030965392,0,1.291109614,0.465753425,4.732420091,0.642009132,0,0.098630137,0.126027397,0,1.464840183,4.214132794,0.707023979,2.934281508,0.328392844,0,0.392694064,18.25782016,6.001806685,0.044263776,0.272809395,0,6.70576214,0,0,2.431529306,0,5.505374654,0,9.347506477,0,2.752484192,6.976935152,0,0,0,0,22.99737542,0,15.76827047,0,0,0
K00057,10.27587634,464.3375667,401.9007558,374.5203573,380.4606627,375.831706,472.8954128,418.6177905,601.2732073,737.7740393,361.4858637,394.0425456,163.8687569,284.9852706,305.7512178,294.2420396,393.0789813,452.6050245,381.9461248,480.8755591,356.2663457,427.5273902,501.5551382,406.5262589,309.9440228,236.2578459,0,190.9622752,585.3233285,506.9446898,441.6972352,285.9746935,315.3054154,308.5742263,237.2451694,330.0049412,319.5181194,402.5640482,233.9428472,433.6101834,300.6976035,118.1524628,482.6768259,330.6557322,362.4247918,492.9375076,375.9737556,12.73874056,368.4044834,177.7028658
K00058,2.922105768,123.2204018,147.7570105,125.2097161,97.61904605,104.4958377,155.5846293,144.0273213,256.7501241,287.8380803,151.0049158,157.7852496,65.07801203,225.3214979,268.5466646,215.0337712,178.8061606,105.2843968,132.0542431,159.5941284,162.3150902,151.9587153,98.12377533,127.6934685,107.1067221,111.3912225,0,0,0,289.555378,5.99622807,77.05352798,214.0258133,116.6184302,156.1642743,579.5170328,96.27075674,443.5838076,133.8059954,75.49618116,0.1925,202.5248773,8.121764523,27.0637436,147.4809102,8.743986254,41.58864421,12.90423869,0,70.28701025
K00059,27.47838275,571.4488372,476.0401307,503.7217951,462.7332167,556.5451886,652.6720501,475.4818752,697.8624584,1221.553607,649.1171113,623.9195781,300.8833989,614.681744,649.1531571,640.5208087,780.372005,512.0839206,521.2047634,556.3682308,551.3698681,556.0552281,590.0038626,490.5989148,478.8560848,321.553455,0,222.829235,0,605.7310487,487.332691,351.3749798,321.6149021,326.4426858,454.8213354,701.3629832,401.6954425,516.22453,333.2408509,331.8844725,370.5275566,275.3449897,11.65571709,379.7591652,358.6703664,514.2414374,367.5418957,19.4644643,378.7554645,57.15980027
K00060,0,4.498937964,4.506758399,11.47585719,3.750222976,10.8579526,12.17942925,5.947897112,0,18.17424216,20.73639591,10.98364411,3.88682562,26.90945534,32.61502246,36.16257515,18.08773394,9.720082999,15.75688781,4.508544369,15.03418035,12.33340239,2.918329148,6.383651155,30.4639603,27.28515308,0,0,0,66.70965787,0,0,14.40742807,0,28.21598922,0,17.82510851,270.4558024,19.48879114,6.811331475,0,0,0,0,14.08566404,0,10.88570634,0,0,0
K00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.354166667,0,0,0,0,0,0,0,0,0,0,0,0,9.703125,0,0,0,0,0,0
K00065,0.363859638,8.894779971,10.49501002,9.722168156,7.774939505,13.23247294,16.5163355,7.386831075,59.05123356,30.03734471,12.92444243,18.33775627,6.335753175,29.23262964,30.2524663,28.15265132,26.50207357,13.6715646,10.53820813,15.97590588,16.85520012,11.1860894,7.992005525,7.32587422,25.57426363,14.46203745,0,0,0,86.00514289,1.391129032,0,30.8673599,28.24424294,21.68523105,262.2877231,35.50681505,73.6364113,17.09482124,7.386296664,0,0,0,7.912353716,14.7424247,0,9.878259451,0,0,0
K00066,0,0,0.946142649,3.466521106,3.537845706,0.336972344,2.504366812,1.347889374,0,3.139737991,0.240174672,0.942503639,0,0.544395924,1.409752547,2.370451237,0.53930131,0.299126638,0.604075691,2.408296943,2.54657933,2.455604076,0.422852984,0.215429403,0.109898108,0.439592431,0,0,0,0.219796215,0,0,0.761280932,0,1.208879185,0,6.5,0,0,0,0,0,0,0,0.493449782,0,0,0,0,0
K00067,22.01775977,616.8997455,542.5242176,438.0863568,455.6890652,476.5978008,571.9284159,442.3650743,777.7439651,872.8584616,516.2726601,488.2211469,231.5220768,447.7166501,442.9815611,464.4384007,609.4198239,509.3794813,431.0510975,599.7073837,444.6211163,521.2251893,539.9896199,486.7788906,349.0048931,320.208773,0,312.0161934,7.060283688,730.420424,554.0836518,391.7060212,305.5885396,375.8674703,270.7024555,564.0114629,372.1779518,467.1947005,337.9195025,373.2009434,541.6328699,2.176248168,0.424694773,512.9303469,459.7891026,567.5088235,364.1467001,0.264840183,577.0163412,47.06618532
K00068,0,1.706838366,3.466674064,5.820771139,2.365358051,4.672894561,2.575571353,3.066143063,242.6292135,17.57536924,9.241594177,6.11148362,3.866330205,14.86742241,18.1889036,12.50456597,8.982609184,4.788717831,19.61552915,1.799636266,5.606629355,3.941887691,1.75436172,6.378072289,8.671522544,3.053936703,0,0,0,4.321880359,341.4069913,18.08114856,5.540691693,148.6229713,11.90090059,16.5129488,3.517501965,12.15106117,5.290262662,3.578321795,0,67.97352587,2.348977136,0,1.613839349,351.5059734,1.80144983,0,0,0
K00073,0,1.001899335,2.066476733,4.226183855,0.380816714,5.533984866,2.442105549,1.532763533,332.6355932,13.69888185,8.125356125,6.928372527,2.200379867,9.495726496,11.04178538,12.9325736,3.215574549,4.519512357,2.843304843,0.949667616,2.447293447,0.849952517,0,2.943969611,15.13580247,7.551756885,0,0,0,5.708452042,353.653484,10.54519774,2.767331434,209.6016949,0,23.29755179,7.777654147,11.34175157,4.509021842,1.454079154,0,248.5677821,10.71291286,0,3.514402004,334.1892655,2.128205128,24.66589678,0,59.90810162
K00074,1.828571429,46.2007744,49.10349278,38.59105997,37.99195337,31.09675099,54.06167644,63.23070565,56.41399763,103.1977868,50.33014074,52.68291217,18.66459004,67.17295786,83.85218446,81.52752946,75.5024655,35.75797256,50.19720696,57.82405265,95.63525837,59.34069881,23.96162928,56.72738598,17.78889391,78.97746265,0,0,0,25.02546399,1.644631186,36.15217391,22.26046499,29.25080059,36.75125992,219.0869447,35.4324603,2.759193357,88.41157101,18.505153,0,0.719047619,0,14.40050687,86.39290235,7.102380952,14.55698316,0.35952381,0,0
K00075,13.6570015,425.9987342,404.4750139,358.1293104,346.0621189,379.870421,450.7187615,420.248086,901.9491164,815.0478847,366.9343828,431.1878502,170.4373175,310.8004938,332.6954998,351.8547364,458.4606726,426.5305646,365.0818989,481.6234958,391.8812805,427.1204839,465.6529017,435.8702612,305.5610868,295.5574628,0.095875139,183.814219,564.7056636,547.9230471,448.8170312,284.9063146,367.5456621,451.6776555,257.4065474,583.2296181,360.8736064,490.9063282,315.592111,444.1411101,289.7689068,137.8178317,461.4084122,295.180489,457.301179,498.5544554,358.6566819,32.51711382,328.16,193.3103509
K00076,1.566782786,41.13134001,45.040092,33.18101035,43.86889706,38.94715878,72.71413906,57.07725831,0,84.26566488,65.44438423,39.52285558,31.44720244,25.3178756,37.12047264,26.9096106,50.37931374,70.16258942,51.15017045,78.86194972,29.9324804,60.42839314,88.41273963,59.84540005,60.33846133,16.95151722,0,0,0,203.3271641,0,0,0,0,0,0,90.34406373,0,19.05520791,79.63620152,0,0,0,0,51.57710163,0,126.0828702,0,0,0
K00077,8.397467089,165.7032027,136.1301324,105.9350088,112.2624002,114.8758967,145.278315,170.020082,1301.007165,192.5270684,223.4714731,111.7891253,129.0307932,210.1891432,185.3147542,216.565701,324.8957781,144.7316116,91.67979087,186.6503922,129.3901732,162.8132389,143.249376,159.6616852,113.6937735,173.1180468,0.205673759,622.1639284,19.80365497,350.2430079,1028.291485,727.341884,289.1932102,554.0073216,128.3197053,438.5177586,176.9442034,379.2833207,136.9874156,95.86464059,1046.675982,223.794049,7.178139595,1033.33682,185.2627689,1104.343906,93.04936337,6.906214689,1172.303805,67.66590134
