"Rec_day_adj","Treatment","mean_fr","sd"
-3,"WD-ABX",26.4804365318849,2.71984994000771
-3,"RC-ABX",36.0386743110038,5.1213723652046
2,"WD-ABX",0.599208744048817,0.227243516340953
2,"RC-ABX",1.26654596660632,0.627875544590107
4,"RC-ABX",1.03621001810501,0.519995626068271
14,"WD-ABX",1.94910480788574,0.582068338342707
14,"RC-ABX",19.5636692818346,4.85001279363957
28,"WD-ABX",4.32247032790183,2.9247514253578
28,"RC-ABX",21.3962314758935,2.62796225281788
